# Time-averaged data for fix MSD_output
# TimeStep c_MSD[4]
1000 1.60332
2000 4.28467
3000 6.69431
4000 9.58059
5000 12.5308
6000 15.3982
7000 17.7712
8000 19.7511
9000 22.2323
10000 25.1912
11000 28.7355
12000 32.142
13000 35.187
14000 38.3374
15000 40.6517
16000 42.9996
17000 45.7213
18000 49.2453
19000 52.8448
20000 57.3481
21000 59.0425
22000 62.2366
23000 65.783
24000 68.6632
25000 71.3591
26000 73.9795
27000 76.7338
28000 79.4985
29000 82.901
30000 86.9678
31000 91.4547
32000 95.1948
33000 97.1548
34000 99.2758
35000 101.414
36000 104.476
37000 107.97
38000 111.09
39000 113.79
40000 117.521
41000 122.413
42000 126.728
43000 130.75
44000 133.641
45000 136.134
46000 139.349
47000 142.655
48000 145.483
49000 146.742
50000 149.092
51000 151.874
52000 153.386
53000 156.296
54000 159.757
55000 164.101
56000 167.893
57000 170.949
58000 172.08
59000 174.035
60000 175.935
61000 178.861
62000 180.815
63000 182.421
64000 185.042
65000 186.822
66000 187.992
67000 190.765
68000 192.329
69000 193.929
70000 197.335
71000 199.402
72000 201.123
73000 204.244
74000 207.02
75000 210.386
76000 213.083
77000 215.382
78000 216.41
79000 218.41
80000 222.085
81000 225.525
82000 228.747
83000 232.067
84000 235.031
85000 237.808
86000 240.127
87000 242.932
88000 246.234
89000 247.414
90000 248.742
91000 251.38
92000 251.54
93000 255.513
94000 258.719
95000 261.307
96000 262.629
97000 263.615
98000 265.564
99000 269.381
100000 272.786
101000 275.37
102000 278.626
103000 282.79
104000 285.718
105000 288.181
106000 289.839
107000 289.852
108000 292.198
109000 294.914
110000 298.162
111000 302.602
112000 306.71
113000 309.472
114000 313.012
115000 316.175
116000 319.225
117000 320.148
118000 323.769
119000 329.098
120000 332.726
121000 335.515
122000 336.862
123000 339.386
124000 343.198
125000 346.468
126000 348.156
127000 351.116
128000 354.554
129000 357.497
130000 360.161
131000 362.315
132000 365.011
133000 366.561
134000 367.646
135000 372.394
136000 378.049
137000 382.516
138000 384.647
139000 387.032
140000 390.977
141000 393.191
142000 394.695
143000 395.652
144000 398.837
145000 402.596
146000 406.088
