,T,M,E,E2,X,J,B,M2,M4
0,0,-3148.0,-3148.0,9909904.0,64,0.0,-1.0,9909904.0,98206197289216.0
1,10,-3140.0,-3140.0,9859600.0,64,0.0,-1.0,9859600.0,97211712160000.0
2,20,-3132.0,-3132.0,9809424.0,64,0.0,-1.0,9809424.0,96224799211776.0
3,30,-3120.0,-3120.0,9734400.0,64,0.0,-1.0,9734400.0,94758543360000.0
4,40,-3076.0,-3076.0,9461776.0,64,0.0,-1.0,9461776.0,89525205074176.0
5,50,-3154.0,-3154.0,9947716.0,64,0.0,-1.0,9947716.0,98957053616656.0
6,60,-3150.0,-3150.0,9922500.0,64,0.0,-1.0,9922500.0,98456006250000.0
7,70,-3072.0,-3072.0,9437184.0,64,0.0,-1.0,9437184.0,89060441849856.0
8,80,-3108.0,-3108.0,9659664.0,64,0.0,-1.0,9659664.0,93309108592896.0
9,90,-3114.0,-3114.0,9696996.0,64,0.0,-1.0,9696996.0,94031731424016.0
10,100,-3118.0,-3118.0,9721924.0,64,0.0,-1.0,9721924.0,94515806261776.0
11,110,-3078.0,-3078.0,9474084.0,64,0.0,-1.0,9474084.0,89758267639056.0
12,120,-3176.0,-3176.0,10086976.0,64,0.0,-1.0,10086976.0,101747084824576.0
13,130,-3104.0,-3104.0,9634816.0,64,0.0,-1.0,9634816.0,92829679353856.0
14,140,-3128.0,-3128.0,9784384.0,64,0.0,-1.0,9784384.0,95734170259456.0
15,150,-3138.0,-3138.0,9847044.0,64,0.0,-1.0,9847044.0,96964275537936.0
16,160,-3134.0,-3134.0,9821956.0,64,0.0,-1.0,9821956.0,96470819665936.0
17,170,-3124.0,-3124.0,9759376.0,64,0.0,-1.0,9759376.0,95245419909376.0
18,180,-3122.0,-3122.0,9746884.0,64,0.0,-1.0,9746884.0,95001747709456.0
19,190,-3096.0,-3096.0,9585216.0,64,0.0,-1.0,9585216.0,91876365766656.0
20,200,-3052.0,-3052.0,9314704.0,64,0.0,-1.0,9314704.0,86763710607616.0
21,210,-3100.0,-3100.0,9610000.0,64,0.0,-1.0,9610000.0,92352100000000.0
22,220,-3134.0,-3134.0,9821956.0,64,0.0,-1.0,9821956.0,96470819665936.0
23,230,-3114.0,-3114.0,9696996.0,64,0.0,-1.0,9696996.0,94031731424016.0
24,240,-3142.0,-3142.0,9872164.0,64,0.0,-1.0,9872164.0,97459622042896.0
25,250,-3196.0,-3196.0,10214416.0,64,0.0,-1.0,10214416.0,104334294221056.0
26,260,-3112.0,-3112.0,9684544.0,64,0.0,-1.0,9684544.0,93790392487936.0
27,270,-3104.0,-3104.0,9634816.0,64,0.0,-1.0,9634816.0,92829679353856.0
28,280,-3106.0,-3106.0,9647236.0,64,0.0,-1.0,9647236.0,93069162439696.0
29,290,-3158.0,-3158.0,9972964.0,64,0.0,-1.0,9972964.0,99460010945296.0
30,300,-3186.0,-3186.0,10150596.0,64,0.0,-1.0,10150596.0,103034599155216.0
31,310,-3142.0,-3142.0,9872164.0,64,0.0,-1.0,9872164.0,97459622042896.0
32,320,-3146.0,-3146.0,9897316.0,64,0.0,-1.0,9897316.0,97956864003856.0
33,330,-3134.0,-3134.0,9821956.0,64,0.0,-1.0,9821956.0,96470819665936.0
34,340,-3058.0,-3058.0,9351364.0,64,0.0,-1.0,9351364.0,87448008660496.0
35,350,-3150.0,-3150.0,9922500.0,64,0.0,-1.0,9922500.0,98456006250000.0
36,360,-3140.0,-3140.0,9859600.0,64,0.0,-1.0,9859600.0,97211712160000.0
37,370,-3154.0,-3154.0,9947716.0,64,0.0,-1.0,9947716.0,98957053616656.0
38,380,-3076.0,-3076.0,9461776.0,64,0.0,-1.0,9461776.0,89525205074176.0
39,390,-3126.0,-3126.0,9771876.0,64,0.0,-1.0,9771876.0,95489560559376.0
40,400,-3142.0,-3142.0,9872164.0,64,0.0,-1.0,9872164.0,97459622042896.0
41,410,-3108.0,-3108.0,9659664.0,64,0.0,-1.0,9659664.0,93309108592896.0
42,420,-3072.0,-3072.0,9437184.0,64,0.0,-1.0,9437184.0,89060441849856.0
43,430,-3178.0,-3178.0,10099684.0,64,0.0,-1.0,10099684.0,102003616899856.0
44,440,-3146.0,-3146.0,9897316.0,64,0.0,-1.0,9897316.0,97956864003856.0
45,450,-3166.0,-3166.0,10023556.0,64,0.0,-1.0,10023556.0,100471674885136.0
46,460,-3134.0,-3134.0,9821956.0,64,0.0,-1.0,9821956.0,96470819665936.0
47,470,-3172.0,-3172.0,10061584.0,64,0.0,-1.0,10061584.0,101235472589056.0
48,480,-3142.0,-3142.0,9872164.0,64,0.0,-1.0,9872164.0,97459622042896.0
49,490,-3092.0,-3092.0,9560464.0,64,0.0,-1.0,9560464.0,91402471895296.0
50,500,-3092.0,-3092.0,9560464.0,64,0.0,-1.0,9560464.0,91402471895296.0
51,510,-3066.0,-3066.0,9400356.0,64,0.0,-1.0,9400356.0,88366692926736.0
52,520,-3172.0,-3172.0,10061584.0,64,0.0,-1.0,10061584.0,101235472589056.0
53,530,-3078.0,-3078.0,9474084.0,64,0.0,-1.0,9474084.0,89758267639056.0
54,540,-3096.0,-3096.0,9585216.0,64,0.0,-1.0,9585216.0,91876365766656.0
55,550,-3144.0,-3144.0,9884736.0,64,0.0,-1.0,9884736.0,97708005789696.0
