# Time-averaged data for fix MSD_output
# TimeStep c_MSD[4]
1000 1.37159
2000 3.40305
3000 5.59101
4000 7.99671
5000 10.2644
6000 13.1948
7000 15.754
8000 17.7575
9000 19.8361
10000 21.7108
11000 23.9327
12000 26.2724
13000 28.0002
14000 29.0328
15000 32.2738
16000 35.1982
17000 37.6634
18000 38.7579
19000 41.5735
20000 43.3662
21000 44.7961
22000 48.7842
23000 50.6033
24000 55.3801
25000 60.4314
26000 63.2652
27000 65.2646
28000 67.4642
29000 69.8052
30000 71.4107
31000 71.3562
32000 71.5113
33000 72.7452
34000 75.2927
35000 75.3354
36000 77.046
37000 79.3371
38000 83.3122
39000 85.1333
40000 87.2084
41000 90.442
42000 93.5878
43000 95.9391
44000 100.388
45000 102.912
46000 103.647
47000 104.796
48000 106.304
49000 110.2
50000 114.197
51000 116.61
52000 118.042
53000 119.037
54000 121.659
55000 126.153
56000 130.582
57000 129.793
58000 131.163
59000 133.007
60000 134.875
61000 136.3
62000 138.09
63000 139.235
64000 143.236
65000 144.619
66000 145.359
67000 148.462
68000 152.015
69000 152.798
70000 154.42
71000 155.279
72000 158.532
73000 161.807
74000 162.967
75000 163.622
76000 163.374
77000 163.907
78000 166.462
79000 170.304
80000 175.273
81000 176.539
82000 175.427
83000 178.097
84000 180.203
85000 181.886
86000 183.612
87000 183.826
88000 186.347
89000 189.073
90000 193.296
91000 197.766
92000 200.683
93000 200.376
94000 203.303
95000 205.276
96000 211.851
97000 216.505
98000 219.935
99000 221.909
100000 223.83
101000 227.639
102000 231.046
103000 235.318
104000 236.084
105000 234.684
106000 238.909
107000 239.963
108000 241.389
109000 241.412
110000 244.619
111000 247.323
112000 247.793
113000 246.809
114000 247.758
115000 252.818
116000 253.261
117000 256.002
118000 258.359
119000 262.593
120000 265.55
121000 267.204
122000 269.257
123000 271.335
124000 269.391
125000 270.674
126000 272.915
127000 275.603
128000 275.903
129000 276.407
130000 276.439
131000 276.49
132000 278.952
133000 278.705
134000 277.764
135000 280.474
136000 282.869
137000 285.86
138000 290.795
139000 295.337
140000 298.164
141000 301.593
142000 302.245
143000 307.317
144000 310.904
145000 313.92
146000 317.737
147000 316.429
148000 317.95
149000 318.902
150000 319.438
151000 321.175
152000 322.514
153000 327.105
154000 333.489
155000 337.744
156000 342.22
157000 342.008
158000 340.189
159000 343.141
160000 348.051
161000 351.54
162000 351.909
163000 356.986
164000 358.816
165000 364.172
166000 367.077
167000 368.912
168000 373.082
169000 378.592
170000 381.135
171000 386.087
172000 387.526
173000 389.678
174000 395.635
175000 396.297
176000 392.076
177000 390.108
178000 396.12
179000 392.785
180000 397.162
181000 394.256
182000 393.47
183000 394.765
184000 399.812
185000 401.013
186000 398.365
187000 398.27
188000 403.281
189000 408.222
190000 410.907
191000 409.032
192000 408.013
193000 406.455
194000 404.037
195000 408.17
196000 409.379
197000 411.846
198000 409.484
199000 407.884
200000 409.121
201000 415.04
202000 420.902
203000 426.006
204000 431.557
205000 435.147
206000 438.492
207000 436.621
208000 434.331
209000 438.494
210000 446.219
211000 450.149
212000 451.049
213000 456.395
214000 458.586
215000 457.399
216000 453.288
217000 452.072
218000 453.225
219000 455.024
220000 458.973
221000 461.7
222000 464.002
223000 466.863
224000 467.867
225000 468.616
226000 468.456
227000 472.455
228000 473.677
229000 475.306
230000 471.58
231000 474.612
232000 477.082
233000 479.549
234000 482.851
235000 485.472
236000 488.116
237000 490.588
238000 489.413
239000 492.569
240000 494.292
241000 494.557
242000 500.315
243000 500.26
244000 499.426
245000 498.977
246000 499.009
247000 496.599
248000 496.746
249000 502.653
250000 504.163
251000 512.343
252000 518.98
253000 522.776
254000 525.074
255000 525.509
256000 525.906
257000 529.953
258000 528.973
259000 528.356
260000 529.554
261000 528.805
262000 529.307
263000 531.402
264000 533.882
265000 537.166
266000 543.143
267000 545.053
268000 545.779
269000 544.014
270000 544.111
271000 544.252
272000 543.393
273000 547.787
274000 550.484
275000 549.232
276000 543.423
277000 543.87
278000 548.1
279000 550.163
280000 553.37
281000 555.99
282000 556.471
283000 558.276
284000 557.438
285000 558.123
286000 560.854
287000 562.433
288000 563.941
289000 569.644
290000 576.226
291000 576.348
292000 578.142
293000 581.781
294000 580.986
295000 583.666
296000 586.197
297000 588.118
298000 586.211
299000 585.581
300000 585.785
301000 586.221
302000 593.498
303000 599.411
304000 607.707
305000 607.499
306000 608.792
307000 606.389
308000 609.851
309000 615.06
310000 616.391
311000 620.024
312000 617.471
313000 618.91
314000 620.214
315000 617.372
316000 612.383
317000 612.949
318000 612.779
319000 615.663
320000 620.609
321000 619.108
322000 619.612
323000 621.568
324000 629.638
325000 632.014
326000 632.567
327000 642.05
328000 648.413
329000 648.829
330000 646.146
331000 649.219
332000 651.851
333000 654.577
334000 657.881
335000 661.669
336000 665.538
337000 672.952
338000 674.517
339000 675.461
340000 683.752
341000 686.453
342000 691.231
343000 694.373
344000 701.881
345000 710.62
346000 715.596
347000 719.21
348000 726.129
349000 731.164
350000 728.938
351000 734.116
352000 740.566
353000 741.592
354000 744.819
355000 754.889
356000 763.68
357000 767.304
358000 769.638
359000 769.764
360000 768.275
361000 770.863
362000 773.751
363000 771.462
364000 778.121
365000 776.805
366000 772.3
367000 770.25
368000 775.803
369000 782.956
370000 785.221
371000 788.847
372000 792.381
373000 791.47
374000 793.654
375000 795.226
376000 792.692
377000 793.152
378000 793.276
379000 790.92
380000 798.45
381000 806.199
382000 802.577
383000 807.371
384000 812.65
385000 812.536
386000 815.486
387000 811.029
388000 810.599
389000 808.989
390000 808.996
391000 810.853
392000 817.632
393000 824.771
394000 829.005
395000 832.302
396000 833.424
397000 835.6
398000 836.911
399000 841.297
400000 841.542
401000 844.728
402000 850.586
403000 859.645
404000 866.101
405000 866.923
406000 873.784
407000 878.815
408000 878.552
409000 880.601
410000 879.646
411000 881.392
412000 885.042
413000 888.367
414000 887.001
415000 886.411
416000 884.726
417000 888.568
418000 897.263
419000 899.104
420000 901.425
421000 907.327
422000 910.378
423000 918.734
424000 930.295
425000 937.455
426000 941.557
427000 944.575
428000 948.903
429000 958.141
430000 961.4
431000 963.288
432000 968.413
433000 974.863
434000 977.986
435000 974.008
436000 977.804
437000 976.431
438000 970.534
439000 969.664
440000 971.418
441000 970.471
442000 967.118
443000 966.142
444000 966.586
445000 969.402
446000 980.792
447000 992.197
448000 998.05
449000 999.639
450000 1001.84
451000 1003.17
452000 1005.21
453000 1002.32
454000 1007.94
455000 1011.49
456000 1017.71
457000 1022.56
458000 1020.46
459000 1030.83
460000 1038.54
461000 1041.22
462000 1036.89
463000 1038.11
464000 1041.04
465000 1042.46
466000 1042.68
467000 1044.63
468000 1047.28
469000 1046.12
470000 1042.77
471000 1046.15
472000 1060.58
473000 1066.85
474000 1070.34
475000 1072.85
476000 1074.89
477000 1082.34
478000 1082.3
479000 1087.37
480000 1084.65
481000 1087
482000 1093.06
483000 1091.29
484000 1093.1
485000 1101.05
486000 1109.01
