#! FIELDS es.morethan file.free der_es.morethan
#! SET min_es.morethan -10.0926
#! SET max_es.morethan 221.312
#! SET nbins_es.morethan  220
#! SET periodic_es.morethan false
  -10.092600000   -0.158435542   -0.207283247
   -9.035957991   -0.681451751   -0.824554582
   -7.979315982   -2.341950533   -2.576876588
   -6.922673973   -7.064874282   -6.982062617
   -5.866031963  -18.937818710  -16.607776009
   -4.809389954  -45.198702322  -34.675918857
   -3.752747945  -95.997414239  -63.195362322
   -2.696105936 -181.849010781 -100.221000671
   -1.639463927 -308.043445748 -137.597293510
   -0.582821918 -468.098898870 -161.992252958
    0.473820091 -641.416781113 -161.217973562
    1.530462100 -798.749022892 -132.288353755
    2.587104110 -914.465268958  -85.068651588
    3.643746119 -978.503302675  -37.558406484
    4.700388128 -999.332592521   -5.085778783
    5.757030137 -996.259204565    7.950260151
    6.813672146 -987.214284244    7.865337342
    7.870314155 -980.730312289    4.649266987
    8.926956164 -976.240149619    4.614674051
    9.983598174 -969.745623924    8.078877949
   11.040240183 -959.010354519   12.089091269
   12.096882192 -944.877803504   14.318602070
   13.153524201 -929.380556193   14.722306328
   14.210166210 -913.823840856   14.520104966
   15.266808219 -898.307064400   14.703290778
   16.323450228 -882.438677927   15.222897727
   17.380092237 -865.929900090   16.057255060
   18.436734247 -848.282587801   17.399273228
   19.493376256 -828.834397508   19.322188155
   20.550018265 -807.313195804   21.202056879
   21.606660274 -784.362200195   21.869295785
   22.663302283 -761.445280601   21.162221907
   23.719944292 -739.588098333   20.138914712
   24.776586301 -718.481028540   19.955461331
   25.833228311 -697.015842241   20.635860653
   26.889870320 -674.624202032   21.673219945
   27.946512329 -651.240646461   22.506073366
   29.003154338 -626.799861295   23.720957804
   30.059796347 -600.556597012   26.055266475
   31.116438356 -571.558079927   28.631344021
   32.173080365 -540.664108408   29.173809651
   33.229722374 -511.193580564   25.868394197
   34.286364384 -487.013813625   19.562718808
   35.343006393 -469.584858585   13.634439041
   36.399648402 -456.649220251   11.522299601
   37.456290411 -443.655441932   13.588343335
   38.512932420 -427.303134625   17.172104676
   39.569574429 -407.713199649   19.506855255
   40.626216438 -386.868101543   19.550636241
   41.682858447 -366.572802092   18.910153151
   42.739500457 -346.379110475   19.614745656
   43.796142466 -324.345688067   22.204661166
   44.852784475 -299.129149607   25.335659947
   45.909426484 -271.490675087   26.382930267
   46.966068493 -244.715426678   23.618412403
   48.022710502 -222.770707642   17.396245211
   49.079352511 -208.064714317   10.604423501
   50.135994521 -199.362381592    6.429250997
   51.192636530 -192.873709992    6.459000275
   52.249278539 -184.693179629    9.118881309
   53.305920548 -173.755111683   11.213067542
   54.362562557 -162.035384722   10.347163139
   55.419204566 -152.625178455    7.268819531
   56.475846575 -146.374489228    4.979189466
   57.532488584 -140.770599177    6.275640895
   58.589130594 -131.632582578   11.405789294
   59.645772603 -116.221058068   17.599040299
   60.702414612  -95.458977862   20.955712902
   61.759056621  -73.805524536   19.121485916
   62.815698630  -56.755197582   12.484098785
   63.872340639  -48.129459647    3.715009465
   64.928982648  -48.412864998   -3.797849214
   65.985624658  -54.833606649   -7.660869344
   67.042266667  -63.094070344   -7.364068204
   68.098908676  -69.478126523   -4.495545679
   69.155550685  -72.574180926   -1.539966346
   70.212192694  -73.304169331   -0.191919914
   71.268834703  -73.409298168   -0.169637051
   72.325476712  -73.470742805    0.274466460
   73.382118721  -72.146839304    2.593583108
   74.438760731  -67.354761193    6.657091233
