,T,M,E,E2,X,J,B,M2,M4
0,0,-3958.0,-7916.0,62663056.0,64,0.0,-2.0,15665764.0,245416161703696.0
1,10,-3958.0,-7916.0,62663056.0,64,0.0,-2.0,15665764.0,245416161703696.0
2,20,-3960.0,-7920.0,62726400.0,64,0.0,-2.0,15681600.0,245912578560000.0
3,30,-3974.0,-7948.0,63170704.0,64,0.0,-2.0,15792676.0,249408615240976.0
4,40,-3962.0,-7924.0,62789776.0,64,0.0,-2.0,15697444.0,246409748133136.0
5,50,-3960.0,-7920.0,62726400.0,64,0.0,-2.0,15681600.0,245912578560000.0
6,60,-3944.0,-7888.0,62220544.0,64,0.0,-2.0,15555136.0,241962255978496.0
7,70,-3920.0,-7840.0,61465600.0,64,0.0,-2.0,15366400.0,236126248960000.0
8,80,-3952.0,-7904.0,62473216.0,64,0.0,-2.0,15618304.0,243931419836416.0
9,90,-3980.0,-7960.0,63361600.0,64,0.0,-2.0,15840400.0,250918272160000.0
10,100,-3934.0,-7868.0,61905424.0,64,0.0,-2.0,15476356.0,239517595038736.0
11,110,-3972.0,-7944.0,63107136.0,64,0.0,-2.0,15776784.0,248906913382656.0
12,120,-3956.0,-7912.0,62599744.0,64,0.0,-2.0,15649936.0,244920496804096.0
13,130,-3966.0,-7932.0,62916624.0,64,0.0,-2.0,15729156.0,247406348472336.0
14,140,-3956.0,-7912.0,62599744.0,64,0.0,-2.0,15649936.0,244920496804096.0
15,150,-3934.0,-7868.0,61905424.0,64,0.0,-2.0,15476356.0,239517595038736.0
16,160,-3972.0,-7944.0,63107136.0,64,0.0,-2.0,15776784.0,248906913382656.0
17,170,-3928.0,-7856.0,61716736.0,64,0.0,-2.0,15429184.0,238059718905856.0
18,180,-3938.0,-7876.0,62031376.0,64,0.0,-2.0,15507844.0,240493225528336.0
19,190,-3948.0,-7896.0,62346816.0,64,0.0,-2.0,15586704.0,242945341583616.0
20,200,-3974.0,-7948.0,63170704.0,64,0.0,-2.0,15792676.0,249408615240976.0
21,210,-3966.0,-7932.0,62916624.0,64,0.0,-2.0,15729156.0,247406348472336.0
22,220,-3928.0,-7856.0,61716736.0,64,0.0,-2.0,15429184.0,238059718905856.0
23,230,-3946.0,-7892.0,62283664.0,64,0.0,-2.0,15570916.0,242453425079056.0
24,240,-3922.0,-7844.0,61528336.0,64,0.0,-2.0,15382084.0,236608508183056.0
25,250,-3968.0,-7936.0,62980096.0,64,0.0,-2.0,15745024.0,247905780760576.0
26,260,-3934.0,-7868.0,61905424.0,64,0.0,-2.0,15476356.0,239517595038736.0
27,270,-3928.0,-7856.0,61716736.0,64,0.0,-2.0,15429184.0,238059718905856.0
28,280,-3954.0,-7908.0,62536464.0,64,0.0,-2.0,15634116.0,244425583101456.0
29,290,-3976.0,-7952.0,63234304.0,64,0.0,-2.0,15808576.0,249911075147776.0
30,300,-3954.0,-7908.0,62536464.0,64,0.0,-2.0,15634116.0,244425583101456.0
31,310,-3980.0,-7960.0,63361600.0,64,0.0,-2.0,15840400.0,250918272160000.0
32,320,-3958.0,-7916.0,62663056.0,64,0.0,-2.0,15665764.0,245416161703696.0
33,330,-3942.0,-7884.0,62157456.0,64,0.0,-2.0,15539364.0,241471833524496.0
34,340,-3992.0,-7984.0,63744256.0,64,0.0,-2.0,15936064.0,253958135812096.0
35,350,-3928.0,-7856.0,61716736.0,64,0.0,-2.0,15429184.0,238059718905856.0
36,360,-3962.0,-7924.0,62789776.0,64,0.0,-2.0,15697444.0,246409748133136.0
37,370,-3946.0,-7892.0,62283664.0,64,0.0,-2.0,15570916.0,242453425079056.0
38,380,-3956.0,-7912.0,62599744.0,64,0.0,-2.0,15649936.0,244920496804096.0
39,390,-3940.0,-7880.0,62094400.0,64,0.0,-2.0,15523600.0,240982156960000.0
40,400,-3924.0,-7848.0,61591104.0,64,0.0,-2.0,15397776.0,237091505746176.0
41,410,-3902.0,-7804.0,60902416.0,64,0.0,-2.0,15225604.0,231819017164816.0
42,420,-3932.0,-7864.0,61842496.0,64,0.0,-2.0,15460624.0,239030894469376.0
43,430,-3952.0,-7904.0,62473216.0,64,0.0,-2.0,15618304.0,243931419836416.0
44,440,-3948.0,-7896.0,62346816.0,64,0.0,-2.0,15586704.0,242945341583616.0
45,450,-3950.0,-7900.0,62410000.0,64,0.0,-2.0,15602500.0,243438006250000.0
46,460,-3936.0,-7872.0,61968384.0,64,0.0,-2.0,15492096.0,240005038473216.0
47,470,-3958.0,-7916.0,62663056.0,64,0.0,-2.0,15665764.0,245416161703696.0
48,480,-3958.0,-7916.0,62663056.0,64,0.0,-2.0,15665764.0,245416161703696.0
49,490,-3956.0,-7912.0,62599744.0,64,0.0,-2.0,15649936.0,244920496804096.0
50,500,-3948.0,-7896.0,62346816.0,64,0.0,-2.0,15586704.0,242945341583616.0
