,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX
36,0.25,0.0005227430555555548,389.46376444000634,-320.8166,0.0018252949279031292,9.789710176882971e-06,0.0006133963699749155,0.27965483379446665,179.77210450492035,3.590532834321846e-05,4.0915701806355937e-07,0.23745427324686136,0.0
21,0.26,0.000152256944444444,423.1668227970222,-350.4302879999967,0.002142342273099887,1.3883987065835274e-05,0.000667924056418163,0.2902989304663126,203.62793217059803,4.318871175818411e-05,6.441781575625962e-07,0.2398477367570683,2.2639760233661413e-13
34,0.27,0.0010539930555555556,484.3217075995926,-381.8141280000006,0.002324271044319024,1.6398512638366494e-05,0.000693058462105619,0.3116572773478633,238.57275842507482,4.72744738469088e-05,8.066448493070501e-07,0.2381366305642179,3.047010129526762e-13
50,0.28,0.0007194444444444448,536.2283610019367,-414.9535039999955,0.002488971776138081,1.8293530107078143e-05,0.000729982092417067,0.3282223773994619,272.79879806347105,4.90156818194298e-05,7.737263772307413e-07,0.24663821945071962,3.5694223863281786e-13
18,0.29,0.0007784722222222216,602.3318339117977,-449.3809840000023,0.0027153838734567544,2.124777136416012e-05,0.0007643143671916957,0.3478547257932044,313.1238051842131,5.312213674475635e-05,8.707310523126875e-07,0.24784225980953617,4.187155742871531e-13
46,0.3,0.000636284722222222,682.4138812415767,-486.95328000000893,0.0031178091543691763,2.964697704195739e-05,0.0008361886996376505,0.36962804809325267,360.8703296336878,6.439200986337e-05,1.414366670081934e-06,0.25833370357434177,3.95370050072304e-13
24,0.31,0.000184375,721.4343298528693,-526.1079440000021,0.0035526798201195612,3.6752370332153686e-05,0.000904017369418595,0.38411898265763816,404.6486839621567,7.171627920472434e-05,1.7066878007383704e-06,0.2649520278563667,2.9739488819792683e-13
49,0.32,5.208333333333264e-05,813.6486314967042,-568.0335359999937,0.00408415889033561,4.765379174923169e-05,0.0009798732328926882,0.40561188097159656,461.6274893713306,8.112941413658902e-05,2.0624757568694097e-06,0.27077156736962316,2.474427716921243e-13
12,0.33,0.0036703124999999987,891.1879259881098,-612.2376480000039,0.0046365694022472625,6.676243251244885e-05,0.001057299693846644,0.4256128681182032,522.2181567721993,9.969806121935425e-05,3.4199067179283877e-06,0.2785022480778106,3.510168228843367e-13
45,0.34,0.0010335069444444445,997.7971004936262,-659.8877759999948,0.005739600664303589,9.661588889114745e-05,0.001195687443721955,0.45111683998210095,597.0020670846073,0.00011938910777085382,4.553189448421352e-06,0.28694595105970355,3.585179694508745e-13
44,0.35,0.0008920138888888889,1092.624378182576,-709.5877600000128,0.0069080162519289745,0.00013686817953078903,0.0013281583040434491,0.47427138760749576,674.6313047763897,0.00014370532042656632,6.0734101652762645e-06,0.2941453391335621,3.1170873730444e-13
4,0.36,0.0005572916666666673,1205.0540770498337,-763.3725120000203,0.00872725935570984,0.00022161188969167754,0.0015154727731814276,0.49640846004990524,759.0438372725057,0.00018804853402296621,1.078857351770403e-05,0.30310943914889865,1.354415795403611e-13
16,0.37,0.0025532986111111104,1399.2689812930766,-820.3557120000083,0.011174177607783525,0.0003515594515974867,0.001737621358214233,0.5422294690447802,891.2653437639415,0.00023768767826458058,1.606934319597024e-05,0.31139654345465423,2.6677894421845483e-13
10,0.38,0.00028090277777777695,1533.1385381823638,-882.0362399999912,0.014267341218171256,0.000626130989595894,0.0019795635611040575,0.5727361066370269,1013.7240807612914,0.0003332168015559787,3.694595857581046e-05,0.31634710706667113,1.1302433859058422e-12
31,0.39,0.0076989583333333346,1788.532423142111,-946.9262399999752,0.017433238992573263,0.000858937406119955,0.0022019423446074356,0.6247505313400135,1186.3321671292463,0.00038464531819952286,4.358150247889892e-05,0.32142418762224106,2.1267305682184297e-12
3,0.4,0.0126,1993.7844834300922,-1019.8726399999734,0.028513799973476046,0.002280819024834196,0.002838219219605171,0.6660574601764417,1363.0368412579628,0.0006356062508146214,9.652751932108109e-05,0.3272104920380784,2.620184396589998e-12
43,0.41,0.004294791666666669,2385.367332353955,-1098.1745040000148,0.04434978147907018,0.004937879896641081,0.0035687081684156337,0.7403248228784387,1631.4191410835192,0.0009124206167105571,0.00018563917953882188,0.3308848320109385,2.936701209357117e-12
19,0.42,0.004037500000000001,2988.21485478268,-1191.9559679999943,0.09241315857687109,0.017855137323518483,0.005173408062405628,0.8490342874712713,2030.7934871251082,0.001631025005719934,0.000533375540463674,0.33362753250187593,3.122320041730204e-12
35,0.43,0.12819479166666667,3920.9995963023975,-1296.0523359999831,0.17121456223476078,0.0514881737949117,0.006707460404005973,0.9924740923665598,2590.41494567247,0.002525072501573423,0.0011957685307552287,0.33478435856080024,3.699633981154046e-12
20,0.44,0.28671979166666667,4580.917219226714,-1439.3948800000553,0.3955969633125964,0.18643456420563048,0.009554166576236329,1.083137762997829,3111.743557838965,0.0029292613282810853,0.0020806430390150595,0.3354809488504514,4.458059633811669e-12
1,0.45,0.7377647569444444,3877.862567602191,-1564.622280000043,0.556325348578559,0.3271933462269481,0.0018525507354527461,0.9826586517821112,3058.7072082621457,0.0022360528312876052,0.0021106053452533205,0.3286199517923295,4.6503265125382915e-12
2,0.46,0.8153248263888889,2773.205835254863,-1677.1519040000364,0.6674188233928915,0.45159011454604786,0.0008492854245907948,0.7926786164519242,2653.370069363513,0.001282870433187846,0.0015512031697528547,0.3118155988476632,4.9005106232553214e-12
8,0.47,0.8525538194444445,2362.3325364636257,-1769.987664000073,0.7280205153477044,0.5332627514861932,0.0005465223758349955,0.7218444418622239,2549.1011634360193,0.0009074350176116607,0.0012661851285242379,0.2934056987874339,6.705604437630317e-12
47,0.48,0.8769229166666666,2081.0945396735333,-1854.766080000047,0.7697049280237268,0.5945725099860083,0.00041732539379315343,0.6729752976343633,2489.898380176168,0.0007207961192405687,0.0010815527002390074,0.2820775519838087,9.513545163139258e-12
23,0.49,0.8961489583333334,1838.288098974619,-1934.6223120000302,0.8035400631751544,0.6471192077733966,0.0003272944418297513,0.6289348989006622,2428.725226068743,0.0005809440979196705,0.0009179935410834998,0.26991335848764,9.366340707101113e-12
39,0.5,0.9119621527777777,1648.574210560415,-2011.6288,0.8319862630208332,0.6932240235758144,0.00026446623938764934,0.5914907000414795,2374.7286452416056,0.00047916403883757863,0.000787976797090169,0.25878199408037933,0.0
22,0.51,0.9233545138888889,1511.7457109773532,-2083.001975999969,0.8528295355902777,0.728147016962237,0.0002324011061197063,0.5622437630480879,2337.3453853347455,0.0004262589701713455,0.0007182303987443538,0.25289894265024104,9.41106636847356e-12
41,0.52,0.9330302083333336,1383.9167007748038,-2151.9721599999466,0.8707364227671682,0.7588412318505423,0.00020276109778810067,0.5347730063189442,2298.2673132851114,0.00037651354115974785,0.0006499203157510838,0.24784535269369068,1.0272079330666124e-11
33,0.53,0.9414447916666666,1256.0796294221655,-2219.1087279999156,0.8864677234037422,0.78635039493694,0.0001774989594948231,0.5066646601279733,2245.4057351235356,0.0003326932320468292,0.0005849840766040728,0.2428433836768307,1.1329670176970385e-11
11,0.54,0.9481897569444443,1156.9092521555722,-2283.528671999931,0.8991856817551601,0.8089702757440825,0.00016034460945313342,0.4862947405427352,2217.384693787896,0.0003029924827524645,0.0005413396556630042,0.2429907343532611,1.145560401785112e-11
9,0.55,0.9538732638888888,1028.7292347904295,-2345.439359999908,0.9099679389105902,0.8283813266841317,0.00013937744942232362,0.45613406261433037,2137.2874843433374,0.00026528511038400606,0.0004807724876001605,0.23869715261727334,1.1662186779608105e-11
28,0.56,0.9590258680555555,997.6498718252406,-2406.939583999868,0.9198157698266299,0.8463725956300842,0.00013206081501359294,0.44805716794856315,2153.9811510854825,0.00025252163206235256,0.00046191789929037866,0.2358888142902128,1.2086096778312962e-11
26,0.57,0.9634730902777777,908.127873763442,-2466.821832000033,0.9283482824254919,0.8620814352182848,0.00011716520300929136,0.4264278031689395,2101.0541290553992,0.00022522582901504825,0.0004163030883034539,0.2329045545479863,1.2079931770909384e-11
17,0.58,0.967218923611111,851.2812761887908,-2524.941375999999,0.9355724960515528,0.8755196631887259,0.00011037582498866054,0.41379712596256657,2086.827846851511,0.0002130413729028595,0.00039697115701825005,0.23366923501780967,1.2932668010141593e-11
25,0.59,0.9706184027777778,773.205089093186,-2582.533839999963,0.9421496048538773,0.8878318781083795,9.982048362492294e-05,0.393428224591458,2029.8191117686488,0.00019344166465264318,0.00036332262472628824,0.23174755866968483,1.1946527701103595e-11
38,0.6,0.973703125,688.1835550451651,-2639.4225599999613,0.9481378927348573,0.8991171585304041,8.97336856368569e-05,0.3724656152904052,1963.8541427354594,0.00017448839233594985,0.0003299548751967474,0.23117831359725527,1.3162593722504771e-11
6,0.61,0.9763888888888889,659.8829065859318,-2695.2684079999344,0.9533711489076966,0.9090530258802224,8.449957846555283e-05,0.3619180836604307,1948.9621427968787,0.00016478380526832652,0.0003133892852715212,0.22916212567960206,1.3562394683792487e-11
40,0.62,0.9785755208333332,620.4991137376055,-2749.634527999887,0.957641852484809,0.9171993922458711,8.018717569671977e-05,0.3531905938754891,1939.9305437656203,0.00015671410973592197,0.00029933646362098924,0.23287026657308824,1.2749206758868758e-11
42,0.63,0.9806071180555554,590.8437145017087,-2803.5715680001204,0.9616189246660397,0.9248207051666739,7.580003397930865e-05,0.34342251780767885,1923.5326066150906,0.00014847358115252426,0.00028486515412612184,0.23134879687863777,1.2543128866112399e-11
48,0.64,0.9825173611111111,549.7267345152795,-2857.383424000087,0.9653652714482062,0.9320260468649296,7.057373919558073e-05,0.32974265559109917,1882.2681424232637,0.00013849764638096244,0.00026672799140712363,0.2303233978779159,1.3471318761657754e-11
15,0.65,0.9841765625,509.94357196614146,-2910.1815600000723,0.9686250896689332,0.9383180191868978,6.549365575523216e-05,0.3178162068373981,1848.024959923895,0.00012878304727910271,0.0002489970271592147,0.22889816636640928,1.4382177959081532e-11
5,0.66,0.9855817708333334,464.8226685691625,-2962.296480000079,0.9713903243453414,0.9436724097070459,6.106770722549268e-05,0.30273702023696925,1791.5098629148706,0.00012023097666423872,0.00023304511701528432,0.22729402415245412,1.4990480654616724e-11
37,0.67,0.9869057291666667,465.3540139272809,-3014.0603920000517,0.9740005924177758,0.9487458665001345,5.9260328278864404e-05,0.30402747829713594,1830.5740725262572,0.00011684425817571728,0.00022714376631334456,0.22885217208072622,1.7656689027684768e-11
29,0.68,0.9880480902777777,410.83539638109505,-3065.2746240000265,0.97625415867935,0.9531311597166845,5.519527034193592e-05,0.2874530065779698,1760.751491523827,0.00010897291911315436,0.0002123998320855997,0.23191618097107686,2.000001084727008e-11
