,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX
48,0.25,0.0014765625,175.22958400000425,-142.504,0.0041172073364257695,5.0226847809966535e-05,0.0009180561731563264,0.18596801550439462,53.23324432796477,8.096656026955369e-05,2.1528946605184145e-06,0.10484528491250611,0.0
25,0.26,0.00049921875,193.7592547837412,-155.5480160000002,0.004496867370605458,6.004885289002513e-05,0.0009630122715349227,0.19691274392526972,61.59270164008519,8.966011300665004e-05,2.849730216040813e-06,0.10557491168060557,3.7725004569897217e-14
32,0.27,0.00072578125,215.9343255853455,-169.88421600000038,0.004999244689941395,7.383147098006863e-05,0.0010310765439842857,0.20837089240789788,71.05282661059411,9.873696245467333e-05,3.2318950398259167e-06,0.10886951213057336,6.155138139095252e-14
37,0.28,0.00138359375,239.67141597593582,-184.3390080000006,0.005626119995117176,9.194093398981811e-05,0.0011037674542442818,0.21731355374728278,80.49951458043768,0.00011071808217598012,3.795154395949388e-06,0.11088608965851984,7.304882177031223e-14
22,0.29,0.000246875,269.9106538915876,-199.72230400000052,0.006295634460449207,0.00011765485561335374,0.001176930405350669,0.2318656498821579,92.80905812456182,0.00012538251278010928,5.252408244595886e-06,0.11262877468887085,1.019872843055245e-13
21,0.3,0.000712109375,288.5982969600009,-216.5448,0.0072093971252441295,0.00015042484107251512,0.0012654683817646954,0.24375813538493907,106.09867309238857,0.00014149829484776642,6.632733766626485e-06,0.113714878160336,1.0903668636506639e-13
17,0.31,0.001435546875,331.3500554455095,-234.34313600000124,0.008092186737060535,0.00018815707752654486,0.0013613851365142924,0.2577131635480731,121.18709094673227,0.00015954540372132255,7.6084377649922305e-06,0.11727078176273426,1.2020051110578094e-13
46,0.32,0.000790234375,356.8383478333344,-252.374783999997,0.009110387420654285,0.0002413532673701269,0.0014637023005889965,0.26731964808106323,135.15886495036602,0.0001824690644788266,1.088649163943782e-05,0.12038753666758427,1.1819600965408102e-13
26,0.33,0.005416796875,403.55591217637993,-272.2932960000008,0.01108923873901366,0.00036347815087936546,0.0016410023249440937,0.2838543826547501,155.12164264958636,0.0002292583795380957,1.6826992529219204e-05,0.12463797996451585,1.2811968275565934e-13
40,0.34,0.000925,435.5861611765722,-292.7383680000014,0.012614581298828113,0.000450981050904356,0.001763870626791344,0.2994058073303371,175.96629516335236,0.00025491697302931657,1.9578263260945705e-05,0.12626214643751385,1.4573444990239205e-13
39,0.35,0.00104375,486.35355672960577,-315.0744799999984,0.015298414611816394,0.000675193602155175,0.001976700061112951,0.31436905208567856,198.85168134005744,0.0003198713322331824,3.1720265657315415e-05,0.130752242342225,1.6217255984666558e-13
20,0.36,0.00518828125,563.4327099433431,-339.5364480000042,0.018803849792480457,0.001033739133371251,0.0022198046164202518,0.3423767925819011,233.3778374506532,0.00040469359359248053,5.010828375608204e-05,0.13433462621831116,2.1661370217051651e-13
31,0.37,0.00107734375,606.9761259745283,-364.2247440000027,0.02222280731201171,0.001462679132242896,0.002442668991693038,0.3625567231441316,265.49119512883175,0.0004960240640031384,7.16353874823232e-05,0.1374472625351261,2.926870373867988e-13
16,0.38,0.00658671875,698.093998333643,-392.004047999997,0.030772108459472643,0.00267764771760555,0.002905466718461042,0.3866117018437434,303.9136161880065,0.000669395147195269,0.0001257969836694777,0.14062754090557728,2.8237750985321715e-13
18,0.39,0.009308984375,786.7081173743354,-421.21715999999344,0.04409549484252929,0.005066685223075879,0.00351338496157539,0.418629102006993,354.87686798924307,0.0009138330054370184,0.00020613660858334,0.14358023876904025,3.926653560479849e-13
11,0.4,0.019783203125,876.2794982400083,-452.6224000000014,0.05813754653930664,0.008247305522792124,0.004042838923412158,0.44034593900267915,401.5408915480863,0.0011470803046915216,0.00030467899815848654,0.1448881190336996,4.1797577117738083e-13
13,0.41,0.003703515625,1090.42285100749,-488.94402399999984,0.09225944900512695,0.018814628829844846,0.005145141766265396,0.50582766284881,499.7486748192164,0.0016945410590314606,0.0006096200004750682,0.1469032819549625,3.483949889479868e-13
45,0.42,0.03638125,1422.1085054400028,-534.1139999999962,0.16884915466308595,0.05209687653809083,0.006961439497648211,0.5870239987481094,633.6779171629332,0.0025786748737338925,0.001238845460488063,0.1480812674095112,2.9631806960114683e-13
9,0.43,0.049002734375,1955.9153978468385,-584.2379040000059,0.2912339286804199,0.12352261091889517,0.00915971546831373,0.7054715056713848,829.7264823095411,0.0033133617650402706,0.0020850105997382313,0.14869650431973827,2.99813406364796e-13
4,0.44,0.395559375,2014.9301190655679,-640.6611199999992,0.4324147720336914,0.22634934943199042,0.008956781433601202,0.7130625646114841,908.6853963030721,0.0033347725946447624,0.0025826244611733716,0.14881972559113324,3.3632351961106507e-13
29,0.45,0.757344921875,1562.8498712063301,-699.1545599999921,0.5867070304870605,0.36572932752923515,0.001914388212346425,0.6156262635865541,854.1053381754126,0.0024319057856178727,0.0024157028415782685,0.1428202871212532,3.205575031772459e-13
2,0.46,0.818801953125,1228.1423148929607,-745.4542879999939,0.674556339263916,0.4648838991762517,0.0010375121781523071,0.5299188773515326,785.0468564278049,0.0015981277329426597,0.0019860184608641927,0.1337530891889817,1.8993099664617084e-13
28,0.47,0.85174453125,1021.9336335789412,-785.9494160000161,0.7278514633178711,0.5362115760311427,0.0007736976612330417,0.47764516684012936,746.7270207406281,0.0012690768353900202,0.0017446947685851736,0.1286036319644439,6.984002742426748e-14
7,0.48,0.878776953125,941.3603530997643,-825.207168000008,0.7737823310852051,0.60321300449048,0.0006068352927129106,0.45314446026335586,743.2770615540771,0.0010340919454508927,0.0015237575828882868,0.12293341205499018,9.530135655299154e-14
5,0.49,0.896164453125,822.581950769294,-860.1205200000104,0.804191886138916,0.6500512481399957,0.0005026215340613446,0.42138091511501174,721.1547590393117,0.0008799274085820486,0.0013609487417654375,0.11961225289387437,5.87037408180288e-13
35,0.5,0.91098984375,777.6855000000214,-893.53,0.8307291427612304,0.6927396691484667,0.00043738808938409966,0.4058505423014752,721.4202307797761,0.0007776709073266298,0.0012413448943959793,0.11846681781023621,0.0
15,0.51,0.92388515625,648.9446452439297,-926.2040639999891,0.8540810165405274,0.7311845740769233,0.0003356825109083922,0.36470205247064724,673.5228677420178,0.0006133977841242106,0.0010278053729996374,0.11152004944834185,2.0043313047857735e-12
