,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX
49,0.25,0.0023375,44.63189936000026,-35.7508,0.01692958984375,0.0008414858907460982,0.001868431731563206,0.09476084528624512,6.911520275559665,0.00033364740670536005,3.72004088923168e-05,0.02639801809823319,0.0
33,0.26,0.001290625,47.65880207129635,-38.94155200000002,0.0186083740234375,0.0010462319537997051,0.0019711051282060433,0.09812367090628474,7.803023431596081,0.00037440482113834585,4.677531145221882e-05,0.02672225649732939,3.044851037547471e-15
43,0.27,0.00120625,53.741178247104244,-42.405336,0.020201904296875,0.0011308939099311617,0.002071635494635907,0.10388783352449668,8.994742971011398,0.0003822396589145486,4.5006616499345906e-05,0.02718871990632458,3.591132276700162e-15
16,0.28,0.0005015625,57.99344468377603,-45.98316800000006,0.02281507568359375,0.001503046622127273,0.002206188219449539,0.10805574465986889,10.117231661637678,0.0004451185263304536,6.396847577630818e-05,0.027301788590298432,4.3940655333230585e-15
44,0.29,0.0020265625,66.53637708902352,-50.049823999999894,0.02539200439453125,0.001880875090509631,0.002339237073932198,0.11634991136955913,11.806430906175454,0.0004971408005733221,8.243147722871146e-05,0.02758321239420582,3.1774786436985294e-15
11,0.3,0.000253125,71.96838399359876,-54.100080000000005,0.0290704833984375,0.002414466740190958,0.0025427546012322354,0.11941246162210298,13.111917335854297,0.0005683496625957926,9.832936553988733e-05,0.02846300201172766,4.318309996712031e-15
19,0.31,0.0003671875,84.34150727622364,-58.301576000000004,0.03204161376953125,0.0028884208865463485,0.0027178883963901103,0.13124790492647853,15.515911927796527,0.0006193873045319258,0.00011600729360120664,0.0295035168480025,4.270021631419267e-15
20,0.32,0.0032359375,88.08352317440131,-63.075840000000014,0.03591741943359375,0.003569282003492091,0.0029106599204547032,0.1317585407447453,16.868272460965812,0.0007004667511050334,0.0001427370871998659,0.03019447890979068,3.2883736651741998e-15
3,0.33,0.0020265625,99.07049545113296,-67.9081919999998,0.04306287841796875,0.005144722893089028,0.003218046073688449,0.14186441714543502,19.640355906545174,0.0008428787871995815,0.00021093253934759582,0.030778395995260034,5.0659272797287206e-15
2,0.34,0.006809375,115.89742152473809,-73.34779200000018,0.0507903076171875,0.0070701768144964885,0.0035386205438753095,0.15464456986577407,23.058340079006925,0.0010000845329720188,0.0002884779392397759,0.03157962045009559,8.493529693889987e-15
35,0.35,0.001278125,128.3223277056013,-78.9028800000001,0.0611835205078125,0.009797084762155982,0.003958523889413996,0.1627910057423419,26.12239986017863,0.0011825146083618223,0.00036065488165891164,0.03277681694317936,1.0531182753618583e-14
8,0.36,0.004734375,145.88347450982474,-85.06022399999989,0.0731031494140625,0.013621996082365485,0.0043770470473763045,0.17603532840075453,30.725451052447035,0.001391241137310117,0.0004939676019289439,0.03354923520108591,1.2772348315235787e-14
4,0.37,0.00204375,159.29103841894175,-91.34441599999994,0.0896519287109375,0.019700399287044975,0.004889275555135002,0.18560671941426518,34.73083213521524,0.0016804143793705008,0.0006578054261351912,0.03412500535042112,2.113141839757107e-14
39,0.38,0.0156140625,181.46661360000144,-98.44280000000008,0.11526087646484375,0.02944421923384067,0.005602636655968894,0.19858862611713837,40.16454754398981,0.001999634059748767,0.0008864098049629058,0.03492574593620989,2.4614763872684106e-14
36,0.39,0.0041421875,212.95408918117937,-106.76889600000014,0.14743743896484374,0.045648112913221094,0.0064021146834040196,0.21836739968890623,47.90428092077822,0.0024720455566784832,0.0012533182107469943,0.035580558904431396,2.7804365034583146e-14
17,0.4,0.0238390625,270.9684301824054,-116.03775999999992,0.20546702880859374,0.07652876569852231,0.007615778677970586,0.24939578533575532,59.588198056219085,0.0029859380339224504,0.0017657009910952526,0.03622533988968815,2.876636071002425e-14
7,0.41,0.0819578125,332.35620269977517,-126.39283199999943,0.27558001708984375,0.12088164252266288,0.008769409069809548,0.28229912184926387,73.0041246675392,0.003446922411417264,0.0023124440168069706,0.03660436074986338,2.4812180699138232e-14
26,0.42,0.048971875,365.41735980825615,-138.00091200000037,0.3541942626953125,0.17774194482713937,0.010062438340447233,0.29544160987702556,82.58064756791151,0.003724276867248647,0.0027973564617468924,0.036833131782527395,3.780055735864008e-14
13,0.43,0.14475,397.404446873039,-150.81682400000045,0.45609521484375,0.2625674840658903,0.011219744672986268,0.3108669407854331,93.33543203063678,0.003810177290679753,0.003229620161136851,0.0370217884740123,3.6024105504028514e-14
38,0.44,0.177578125,383.4925394319325,-162.29699199999956,0.5270563232421875,0.32922289534658195,0.011986022024806545,0.30488646959143695,97.7204308861173,0.0036968728711127127,0.0034036280351797963,0.037103084234077356,4.2812851889232286e-14
9,0.45,0.4846171875,337.49630436959706,-175.48452000000051,0.6261096313476563,0.4280424989707768,0.01064943718655324,0.2811180002616272,96.9096562486398,0.0030278810873876428,0.0032418962908148385,0.037095020181963444,7.827495497831177e-14
23,0.46,0.245665625,307.2016192796218,-186.36587199999946,0.68326240234375,0.49634238395392893,0.013458787994322544,0.2665108677933851,97.07947401185919,0.0027234647720921186,0.0031494895626426,0.037214239079782,8.903917009994436e-14
29,0.47,0.3161484375,271.23001985478186,-196.07309599999962,0.7292332153320312,0.5554033661939204,0.013531105686000909,0.2480552970750148,94.98464626902296,0.002425269866206706,0.002964574820273619,0.03723431873288552,9.597489224368468e-14
37,0.48,0.877121875,233.68824387993664,-205.92499200000017,0.77578427734375,0.6169528907567262,0.0012663608903058679,0.22709414220366497,91.49370008250537,0.001906747184921114,0.002559129433854334,0.031860419663855825,1.1302887432403595e-13
14,0.49,0.895775,210.23076079352904,-215.07040799999936,0.8068120361328125,0.6628915532454849,0.001023151285269168,0.2136646455089909,90.37251320978297,0.001669200123739696,0.0024032715673602953,0.03045303168536043,1.2061726132920367e-13
27,0.5,0.9113984375,192.95989999999438,-223.55,0.8336768188476562,0.7039620085336268,0.000825336688560206,0.20062556361009704,88.23597577119216,0.0014088720621456198,0.0021494534693837592,0.028772975659452284,0.0
45,0.51,0.922534375,169.53803009509284,-231.5163360000008,0.853610400390625,0.7362352209150791,0.00076571746557498,0.18995892990721858,86.6108981981221,0.0013130333800516177,0.00203103187443505,0.029532631647860682,1.2321786305966037e-13
18,0.52,0.9327546875,153.77514556517417,-239.08310399999962,0.8717463989257812,0.7654542870022356,0.0006115983666168561,0.17866508891960486,84.26227530202759,0.0010928095177873045,0.0017871063068074131,0.027910546929008427,1.2860033167664422e-13
32,0.53,0.9408140625,139.43928332792711,-246.35799200000045,0.8864561645507812,0.7902275259621442,0.0005290901873492699,0.17000821156159318,82.70887627345628,0.000965901670898092,0.0016305628714226687,0.027036193463620194,1.0088502459534666e-13
41,0.54,0.9485125,125.57502542821021,-253.88942400000113,0.900735986328125,0.814917732205987,0.00047099009169866604,0.160318769994936,80.30857932185424,0.0008655827276523515,0.0014839654385915718,0.02678126458095786,1.1935252667670483e-13
48,0.55,0.9530515625,118.88983743998688,-260.32159999999936,0.9093138061523437,0.8302334255687892,0.00046546407711491153,0.1560273091440787,80.29637232559485,0.0008484904676166056,0.001446610921081015,0.027546772049739855,1.1618694448454298e-13
46,0.56,0.9588984375,105.51211910757411,-267.38969600000075,0.9201946411132812,0.8492731345303357,0.00038006210772910116,0.14616775402318513,77.43130929255497,0.000715987980661228,0.0012776676133903495,0.026093763951956464,1.6433789817511626e-13
31,0.57,0.96338125,98.95675154916535,-273.99489599999833,0.928694287109375,0.8645941739946604,0.0003427560471278014,0.1398011414148756,75.8098940730006,0.0006492839885687458,0.0011708523468252799,0.025445616873108427,1.368041777003518e-13
25,0.58,0.967215625,94.03429568003048,-280.65039999999993,0.936046484375,0.8781316695779562,0.0003309912836625959,0.13677660413863496,75.84432234871453,0.0006279107170127256,0.0011363707995525238,0.025943316969514008,1.5507739454042153e-13
10,0.59,0.97045625,86.48156543943333,-286.8499760000012,0.9422304931640625,0.8894254421755672,0.0002990264191664225,0.1315676847956181,74.69292486735878,0.0005717329371613908,0.0010490520319102518,0.025705501949751776,1.2228037796250331e-13
50,0.6,0.9739078125,76.07809474560781,-293.30111999999866,0.9488397583007813,0.9015718505837024,0.00026455138280055994,0.12420816553504233,72.13995260374041,0.000509701993593018,0.0009480917421790973,0.026087357473865053,1.1559276903564696e-13
30,0.61,0.9761359375,75.07572259785957,-299.3992240000008,0.9531882446289063,0.9098510919965803,0.00026505413475076125,0.12303295372322909,72.94536601988266,0.000509753843415053,0.0009459383659220633,0.025918975359247358,9.926859749793594e-14
47,0.62,0.9785765625,70.3341597860126,-305.474496000001,0.9579038452148437,0.9186704237066209,0.00024277907789761077,0.11878462012124266,71.8212675928057,0.0004693689500243894,0.0008791581082444884,0.025853837601848895,1.9800902147832683e-13
42,0.63,0.980665625,63.762599464695086,-311.5395359999989,0.96195244140625,0.9262846642315388,0.00022401396932739674,0.113630713432848,70.14550477706442,0.0004347907160050573,0.0008204095875679561,0.02596093890636563,1.030042311316285e-13
28,0.64,0.982234375,60.183413784587174,-317.3703679999988,0.9650126220703125,0.9321106301710009,0.0002120677387614636,0.10873771316118697,68.35037359031105,0.0004119043830001127,0.0007784522587449432,0.025214635886930303,7.894560255372482e-14
0,0.65,0.984215625,55.79906799997843,-323.3620000000015,0.9688703857421875,0.9394318379953503,0.00019586798445020263,0.10551240029966949,67.58494649980719,0.00038166275365806896,0.000725764267218328,0.025841694431654433,3.338309169808578e-13
24,0.66,0.985571875,52.34228674329643,-329.13355199999864,0.97151962890625,0.944491174942255,0.00018373272557859713,0.10272464696072539,66.98328014217954,0.0003591335282960609,0.0006868139656777398,0.02575977462918715,1.3977939231583733e-13
12,0.67,0.9869234375,49.82698180201987,-334.87350399999906,0.9741682739257812,0.9495798887647688,0.0001733905767446929,0.09989770005885706,66.26039188329148,0.00033935819956567204,0.000650668346420509,0.025581099414984907,1.3012866777776976e-13
6,0.68,0.9879546875,45.394318785562064,-340.49340800000203,0.9761852172851563,0.9534403965629638,0.00016246759260757105,0.09565644964100366,64.55776139228611,0.000318589073695686,0.0006130404440292147,0.025834842657236196,1.5906559722891418e-13
40,0.69,0.9890484375,44.64793463263777,-346.20446399999923,0.9783411987304688,0.9576301892928779,0.00015776834230355342,0.09470818326294125,64.96451303682218,0.0003095299444428782,0.0005963242435975991,0.025608715824920966,2.563459702177965e-13
15,0.7,0.990090625,40.640437241541804,-351.8967199999992,0.9803903076171875,0.9615928871676326,0.00014886576900096315,0.08997512667570437,62.74459296597093,0.0002924144883017961,0.0005645966587710492,0.025581762238517557,2.502016570996171e-13
22,0.71,0.9911859375,37.01808133572922,-357.5770160000001,0.9825408569335937,0.9657406196855008,0.0001361252573613671,0.08667086713006028,61.42793330879728,0.0002680733682955293,0.0005201084219125269,0.02597509663702937,1.6474864529242674e-13
34,0.72,0.99201875,35.178673434624216,-363.19737599999957,0.9841867431640625,0.9689552621468902,0.00012971675356450663,0.0830482150587051,59.73300977061177,0.0002554287276249342,0.0004955453018834636,0.02517281122963705,7.984405614749727e-14
1,0.73,0.99256875,32.61200629701489,-368.5688239999989,0.9852677734375,0.9710443904548883,0.0001220721757762735,0.0802958997711847,58.6750842380184,0.0002407015817593152,0.0004681814416330763,0.025410078239167085,2.363941456266093e-13
5,0.74,0.9933828125,31.183506937581114,-374.1943200000007,0.9868790161132812,0.9742012106366456,0.00011933692361029702,0.07988826864547471,59.25876264418356,0.00023550606451882804,0.0004588178858169131,0.026184177484997163,4.0309096009209996e-13
21,0.75,0.993678125,28.426218840002548,-379.4454,0.9874578125,0.9753129707545042,0.00011092631881882811,0.07550351307099579,56.84530923392148,0.00021897578978296076,0.0004269405540471483,0.025564482036907463,0.0
