,T,M,E,E2,X,J,B,M2,M4
0,0,0.890625,-186.0599999999996,34618.32359999985,16,0.443,0.0,0.793212890625,0.6291866898536682
1,10,0.890625,-193.14799999999966,37306.14990399987,16,0.443,0.0,0.793212890625,0.6291866898536682
2,20,0.796875,-173.65599999999958,30156.406335999854,16,0.443,0.0,0.635009765625,0.40323740243911743
3,30,0.8984375,-186.0599999999997,34618.32359999989,16,0.443,0.0,0.80718994140625,0.6515556015074253
4,40,0.8984375,-191.37599999999958,36624.77337599984,16,0.443,0.0,0.80718994140625,0.6515556015074253
5,50,0.890625,-187.83199999999968,35280.86022399988,16,0.443,0.0,0.793212890625,0.6291866898536682
6,60,0.8359375,-170.11199999999965,28938.092543999883,16,0.443,0.0,0.69879150390625,0.4883095659315586
7,70,0.859375,-170.11199999999974,28938.092543999912,16,0.443,0.0,0.738525390625,0.5454197525978088
8,80,0.859375,-184.28799999999967,33962.06694399988,16,0.443,0.0,0.738525390625,0.5454197525978088
9,90,0.8515625,-177.19999999999956,31399.839999999844,16,0.443,0.0,0.72515869140625,0.5258551277220249
10,100,0.90625,-196.69199999999972,38687.74286399989,16,0.443,0.0,0.8212890625,0.6745157241821289
11,110,0.9140625,-198.46399999999954,39387.95929599982,16,0.443,0.0,0.83551025390625,0.6980773843824863
12,120,0.78125,-157.7079999999998,24871.81326399994,16,0.443,0.0,0.6103515625,0.3725290298461914
13,130,0.7421875,-159.47999999999985,25433.870399999952,16,0.443,0.0,0.55084228515625,0.30342722311615944
14,140,0.8359375,-170.1119999999997,28938.0925439999,16,0.443,0.0,0.69879150390625,0.4883095659315586
15,150,0.8359375,-171.88399999999962,29544.109455999867,16,0.443,0.0,0.69879150390625,0.4883095659315586
16,160,0.6328125,-152.39199999999988,23223.321663999963,16,0.443,0.0,0.40045166015625,0.16036153212189674
17,170,0.515625,-138.21599999999972,19103.662655999924,16,0.443,0.0,0.265869140625,0.07068639993667603
18,180,0.4296875,-132.89999999999975,17662.409999999934,16,0.443,0.0,0.18463134765625,0.03408873453736305
19,190,0.2421875,-120.4959999999998,14519.28601599995,16,0.443,0.0,0.05865478515625,0.0034403838217258453
20,200,0.3828125,-118.72399999999978,14095.388175999948,16,0.443,0.0,0.14654541015625,0.02147555723786354
21,210,0.796875,-173.6559999999998,30156.406335999935,16,0.443,0.0,0.635009765625,0.40323740243911743
22,220,0.796875,-163.0239999999998,26576.824575999937,16,0.443,0.0,0.635009765625,0.40323740243911743
23,230,0.921875,-194.9199999999995,37993.806399999805,16,0.443,0.0,0.849853515625,0.7222509980201721
24,240,0.7578125,-164.7959999999996,27157.721615999868,16,0.443,0.0,0.57427978515625,0.32979727163910866
25,250,0.75,-175.42799999999974,30774.98318399991,16,0.443,0.0,0.5625,0.31640625
26,260,0.8203125,-166.56799999999964,27744.89862399988,16,0.443,0.0,0.67291259765625,0.4528113640844822
27,270,0.34375,-122.26799999999976,14949.46382399994,16,0.443,0.0,0.1181640625,0.013962745666503906
28,280,0.3671875,-139.98799999999986,19596.64014399996,16,0.443,0.0,0.13482666015625,0.01817822828888893
29,290,0.84375,-182.51599999999965,33312.09025599987,16,0.443,0.0,0.7119140625,0.5068216323852539
30,300,0.90625,-193.1479999999996,37306.149903999845,16,0.443,0.0,0.8212890625,0.6745157241821289
31,310,0.7578125,-173.65599999999975,30156.406335999913,16,0.443,0.0,0.57427978515625,0.32979727163910866
32,320,0.9765625,-217.95599999999945,47504.81793599976,16,0.443,0.0,0.95367431640625,0.9094947017729282
33,330,0.7890625,-170.1119999999998,28938.09254399993,16,0.443,0.0,0.62261962890625,0.38765520229935646
34,340,0.6484375,-147.0759999999997,21631.349775999915,16,0.443,0.0,0.42047119140625,0.17679602280259132
35,350,0.9375,-202.00799999999956,40807.23206399982,16,0.443,0.0,0.87890625,0.7724761962890625
36,360,0.890625,-194.91999999999953,37993.80639999982,16,0.443,0.0,0.793212890625,0.6291866898536682
37,370,0.9140625,-191.37599999999966,36624.773375999874,16,0.443,0.0,0.83551025390625,0.6980773843824863
38,380,0.7890625,-159.4799999999997,25433.870399999905,16,0.443,0.0,0.62261962890625,0.38765520229935646
39,390,0.6171875,-159.47999999999956,25433.87039999986,16,0.443,0.0,0.38092041015625,0.14510035887360573
40,400,0.671875,-168.33999999999958,28338.355599999857,16,0.443,0.0,0.451416015625,0.20377641916275024
41,410,0.6484375,-147.07599999999968,21631.349775999905,16,0.443,0.0,0.42047119140625,0.17679602280259132
42,420,0.859375,-184.28799999999953,33962.066943999824,16,0.443,0.0,0.738525390625,0.5454197525978088
43,430,0.96875,-212.63999999999953,45215.7695999998,16,0.443,0.0,0.9384765625,0.8807382583618164
44,440,0.703125,-150.61999999999975,22686.384399999923,16,0.443,0.0,0.494384765625,0.24441629648208618
45,450,0.75,-164.7959999999997,27157.721615999904,16,0.443,0.0,0.5625,0.31640625
46,460,0.625,-138.21599999999978,19103.66265599994,16,0.443,0.0,0.390625,0.152587890625
47,470,0.65625,-159.47999999999976,25433.870399999923,16,0.443,0.0,0.4306640625,0.1854715347290039
48,480,0.6796875,-178.97199999999958,32030.97678399985,16,0.443,0.0,0.46197509765625,0.21342099085450172
49,490,0.53125,-157.7079999999997,24871.81326399991,16,0.443,0.0,0.2822265625,0.0796518325805664
50,500,0.2734375,-129.35599999999977,16732.97473599994,16,0.443,0.0,0.07476806640625,0.00559026375412941
51,510,0.40625,-143.5319999999998,20601.435023999948,16,0.443,0.0,0.1650390625,0.027237892150878906
52,520,0.4140625,-131.12799999999976,17194.552383999937,16,0.443,0.0,0.17144775390625,0.029394332319498062
53,530,0.7109375,-173.65599999999978,30156.406335999924,16,0.443,0.0,0.50543212890625,0.2554616369307041
54,540,0.8359375,-177.19999999999968,31399.839999999884,16,0.443,0.0,0.69879150390625,0.4883095659315586
55,550,0.890625,-191.37599999999964,36624.77337599986,16,0.443,0.0,0.793212890625,0.6291866898536682
56,560,0.8359375,-177.1999999999998,31399.839999999924,16,0.443,0.0,0.69879150390625,0.4883095659315586
57,570,0.546875,-145.3039999999998,21113.25241599994,16,0.443,0.0,0.299072265625,0.08944422006607056
58,580,0.4921875,-143.53199999999975,20601.43502399993,16,0.443,0.0,0.24224853515625,0.05868435278534889
59,590,0.265625,-134.67199999999974,18136.54758399993,16,0.443,0.0,0.070556640625,0.0049782395362854
60,600,0.1015625,-145.30399999999972,21113.25241599992,16,0.443,0.0,0.01031494140625,0.00010639801621437073
61,610,0.578125,-147.07599999999977,21631.34977599993,16,0.443,0.0,0.334228515625,0.11170870065689087
62,620,0.671875,-152.39199999999977,23223.32166399993,16,0.443,0.0,0.451416015625,0.20377641916275024
63,630,0.5546875,-157.70799999999963,24871.813263999884,16,0.443,0.0,0.30767822265625,0.09466588869690895
64,640,0.859375,-180.7439999999997,32668.393535999887,16,0.443,0.0,0.738525390625,0.5454197525978088
65,650,0.765625,-164.79599999999974,27157.72161599991,16,0.443,0.0,0.586181640625,0.34360891580581665
66,660,0.8984375,-193.14799999999966,37306.14990399987,16,0.443,0.0,0.80718994140625,0.6515556015074253
67,670,0.7734375,-168.33999999999972,28338.355599999904,16,0.443,0.0,0.59820556640625,0.3578498996794224
