# Time-correlated data for fix VACF_output
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_VACF[1]*c_VACF[1]
10000000 100
1 0 10000001 0.00358873
2 1 10000000 0.00354166
3 2 9999999 0.00340462
4 3 9999998 0.00318897
5 4 9999997 0.00291118
6 5 9999996 0.00259011
7 6 9999995 0.00224465
8 7 9999994 0.00189202
9 8 9999993 0.0015468
10 9 9999992 0.00122049
11 10 9999991 0.000921444
12 11 9999990 0.000655165
13 12 9999989 0.000424606
14 13 9999988 0.00023061
15 14 9999987 7.23438e-05
16 15 9999986 -5.22932e-05
17 16 9999985 -0.000146298
18 17 9999984 -0.000213239
19 18 9999983 -0.000256981
20 19 9999982 -0.000281465
21 20 9999981 -0.000290522
22 21 9999980 -0.000287743
23 22 9999979 -0.000276373
24 23 9999978 -0.000259252
25 24 9999977 -0.000238777
26 25 9999976 -0.000216897
27 26 9999975 -0.000195124
28 27 9999974 -0.00017457
29 28 9999973 -0.000155981
30 29 9999972 -0.000139796
31 30 9999971 -0.000126193
32 31 9999970 -0.000115146
33 32 9999969 -0.000106479
34 33 9999968 -9.99114e-05
35 34 9999967 -9.51032e-05
36 35 9999966 -9.1689e-05
37 36 9999965 -8.93088e-05
38 37 9999964 -8.76304e-05
39 38 9999963 -8.63639e-05
40 39 9999962 -8.52699e-05
41 40 9999961 -8.41608e-05
42 41 9999960 -8.28978e-05
43 42 9999959 -8.13859e-05
44 43 9999958 -7.95678e-05
45 44 9999957 -7.7418e-05
46 45 9999956 -7.49372e-05
47 46 9999955 -7.21468e-05
48 47 9999954 -6.90832e-05
49 48 9999953 -6.57933e-05
50 49 9999952 -6.23295e-05
51 50 9999951 -5.87461e-05
52 51 9999950 -5.5096e-05
53 52 9999949 -5.14287e-05
54 53 9999948 -4.77881e-05
55 54 9999947 -4.42117e-05
56 55 9999946 -4.07303e-05
57 56 9999945 -3.73688e-05
58 57 9999944 -3.41474e-05
59 58 9999943 -3.1082e-05
60 59 9999942 -2.81855e-05
61 60 9999941 -2.54683e-05
62 61 9999940 -2.29397e-05
63 62 9999939 -2.06089e-05
64 63 9999938 -1.84853e-05
65 64 9999937 -1.65778e-05
66 65 9999936 -1.48922e-05
67 66 9999935 -1.34292e-05
68 67 9999934 -1.21815e-05
69 68 9999933 -1.11337e-05
70 69 9999932 -1.02626e-05
71 70 9999931 -9.54088e-06
72 71 9999930 -8.94059e-06
73 72 9999929 -8.43687e-06
74 73 9999928 -8.00998e-06
75 74 9999927 -7.64569e-06
76 75 9999926 -7.33456e-06
77 76 9999925 -7.07079e-06
78 77 9999924 -6.85166e-06
79 78 9999923 -6.67741e-06
80 79 9999922 -6.551e-06
81 80 9999921 -6.47718e-06
82 81 9999920 -6.46073e-06
83 82 9999919 -6.50427e-06
84 83 9999918 -6.60625e-06
85 84 9999917 -6.75967e-06
86 85 9999916 -6.9521e-06
87 86 9999915 -7.16651e-06
88 87 9999914 -7.38286e-06
89 88 9999913 -7.57973e-06
90 89 9999912 -7.73618e-06
91 90 9999911 -7.83386e-06
92 91 9999910 -7.85924e-06
93 92 9999909 -7.80558e-06
94 93 9999908 -7.67402e-06
95 94 9999907 -7.47333e-06
96 95 9999906 -7.21846e-06
97 96 9999905 -6.92791e-06
98 97 9999904 -6.6204e-06
99 98 9999903 -6.31131e-06
100 99 9999902 -6.00959e-06
