# Time-correlated data for fix VACF_output
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_VACF[1]*c_VACF[1]
10000000 100
1 0 10000001 0.00277459
2 1 10000000 0.00273971
3 2 9999999 0.00263798
4 3 9999998 0.00247737
5 4 9999997 0.00226951
6 5 9999996 0.00202792
7 6 9999995 0.00176632
8 7 9999994 0.00149744
9 8 9999993 0.00123224
10 9 9999992 0.000979585
11 10 9999991 0.000746099
12 11 9999990 0.000536335
13 12 9999989 0.000352967
14 13 9999988 0.000197071
15 14 9999987 6.84225e-05
16 15 9999986 -3.42145e-05
17 16 9999985 -0.000112823
18 17 9999984 -0.000169893
19 18 9999983 -0.000208214
20 19 9999982 -0.000230706
21 20 9999981 -0.000240273
22 21 9999980 -0.000239692
23 22 9999979 -0.000231528
24 23 9999978 -0.000218073
25 24 9999977 -0.000201312
26 25 9999976 -0.000182901
27 26 9999975 -0.000164172
28 27 9999974 -0.000146147
29 28 9999973 -0.00012956
30 29 9999972 -0.000114888
31 30 9999971 -0.000102393
32 31 9999970 -9.21494e-05
33 32 9999969 -8.40924e-05
34 33 9999968 -7.80463e-05
35 34 9999967 -7.37599e-05
36 35 9999966 -7.09353e-05
37 36 9999965 -6.92519e-05
38 37 9999964 -6.83877e-05
39 38 9999963 -6.80363e-05
40 39 9999962 -6.79207e-05
41 40 9999961 -6.78047e-05
42 41 9999960 -6.75003e-05
43 42 9999959 -6.68719e-05
44 43 9999958 -6.58356e-05
45 44 9999957 -6.43558e-05
46 45 9999956 -6.24381e-05
47 46 9999955 -6.01212e-05
48 47 9999954 -5.74682e-05
49 48 9999953 -5.45575e-05
50 49 9999952 -5.14749e-05
51 50 9999951 -4.83069e-05
52 51 9999950 -4.51341e-05
53 52 9999949 -4.20275e-05
54 53 9999948 -3.90448e-05
55 54 9999947 -3.62294e-05
56 55 9999946 -3.36102e-05
57 56 9999945 -3.12029e-05
58 57 9999944 -2.90113e-05
59 58 9999943 -2.70291e-05
60 59 9999942 -2.52416e-05
61 60 9999941 -2.36278e-05
62 61 9999940 -2.21635e-05
63 62 9999939 -2.08244e-05
64 63 9999938 -1.95895e-05
65 64 9999937 -1.84433e-05
66 65 9999936 -1.73769e-05
67 66 9999935 -1.63881e-05
68 67 9999934 -1.54797e-05
69 68 9999933 -1.46572e-05
70 69 9999932 -1.39269e-05
71 70 9999931 -1.3294e-05
72 71 9999930 -1.27613e-05
73 72 9999929 -1.23279e-05
74 73 9999928 -1.1989e-05
75 74 9999927 -1.17347e-05
76 75 9999926 -1.15503e-05
77 76 9999925 -1.14163e-05
78 77 9999924 -1.13098e-05
79 78 9999923 -1.12061e-05
80 79 9999922 -1.108e-05
81 80 9999921 -1.09077e-05
82 81 9999920 -1.06678e-05
83 82 9999919 -1.03427e-05
84 83 9999918 -9.91934e-06
85 84 9999917 -9.39101e-06
86 85 9999916 -8.75821e-06
87 86 9999915 -8.02949e-06
88 87 9999914 -7.22103e-06
89 88 9999913 -6.35496e-06
90 89 9999912 -5.45664e-06
91 90 9999911 -4.55171e-06
92 91 9999910 -3.66316e-06
93 92 9999909 -2.80949e-06
94 93 9999908 -2.00413e-06
95 94 9999907 -1.25606e-06
96 95 9999906 -5.70855e-07
97 96 9999905 4.83685e-08
98 97 9999904 6.00341e-07
99 98 9999903 1.08543e-06
100 99 9999902 1.50549e-06
