# Time-averaged data for fix MSD_output
# TimeStep c_MSD[4]
1000 1.72604
2000 4.75309
3000 7.82851
4000 10.8153
5000 14.1476
6000 17.6466
7000 20.2657
8000 23.5155
9000 25.8203
10000 27.5697
11000 30.0278
12000 32.6837
13000 35.0636
14000 38.4574
15000 41.3007
16000 44.3522
17000 47.4418
18000 50.8213
19000 54.5967
20000 57.7748
21000 60.4341
22000 62.5315
23000 64.8604
24000 67.5021
25000 69.171
26000 72.4223
27000 76.8737
28000 80.1983
29000 82.2996
30000 84.9816
31000 87.8849
32000 91.1106
33000 94.8576
34000 99.2573
35000 102.334
36000 105.213
37000 108.804
38000 112.381
39000 114.702
40000 116.866
41000 119.995
42000 123.185
43000 126.48
44000 130.87
45000 135.204
46000 137.372
47000 139.04
48000 141.978
49000 142.776
50000 143.648
51000 146.056
52000 149.509
53000 153.663
54000 155.962
55000 159.523
56000 162.686
57000 165.484
58000 167.067
59000 168.512
60000 170.35
61000 170.301
62000 171.362
63000 170.969
64000 172.748
65000 175.38
66000 177.503
67000 177.574
68000 179.318
69000 180.799
70000 181.004
71000 184.656
72000 188.641
73000 193.055
74000 196.172
75000 197.89
76000 200.931
77000 203.471
78000 205.744
79000 208.445
80000 213.051
81000 217.271
82000 219.395
83000 220.916
84000 225.591
85000 226.845
86000 229.448
87000 233.394
88000 232.783
89000 236.704
90000 241.436
91000 246.737
92000 250.18
93000 250.519
94000 249.39
95000 253.462
96000 258.119
97000 263.166
98000 266.962
99000 268.334
100000 271.404
101000 272.717
102000 276.852
103000 278.715
104000 279.978
105000 280.548
106000 283.097
107000 284.322
108000 290.938
109000 292.828
110000 294.775
111000 297.218
112000 299.918
113000 301.157
114000 303.05
115000 306.341
116000 310.355
117000 315.972
118000 319.394
119000 320.922
120000 325.882
121000 329.047
122000 333.339
123000 335.738
124000 339.658
125000 343.676
126000 347.722
127000 350.615
128000 355.075
129000 359.372
130000 361.389
131000 362.615
132000 363.25
133000 365.511
134000 369.238
135000 372.911
136000 375.022
137000 379.021
138000 382.166
139000 384.529
140000 386.485
141000 393.123
142000 396.232
143000 399.28
144000 398.938
145000 403.189
146000 405.298
147000 406.643
148000 411.086
149000 414.445
150000 416.46
151000 418.482
152000 419.315
153000 421.279
154000 423.53
155000 428.242
156000 428.425
157000 430.252
158000 430.633
159000 433.541
160000 439.077
161000 439.973
162000 443.299
163000 449.442
164000 452.146
165000 454.405
166000 456.862
167000 458.365
168000 460.419
169000 467.541
170000 470.297
171000 470.829
172000 474.943
173000 473.095
174000 480.34
175000 486.726
176000 490.907
177000 497.064
178000 504.458
179000 508.395
180000 510.287
181000 516.009
182000 520.966
183000 522.139
184000 525.646
185000 529.6
186000 534.306
187000 539.894
188000 540.914
189000 539.146
190000 534.853
191000 535.296
192000 538.999
193000 540.563
194000 544.032
195000 550.23
196000 552.74
197000 556.661
198000 556.266
199000 562.333
200000 567.269
201000 571.094
202000 573.298
203000 572.56
204000 578.013
205000 581.854
206000 584.388
207000 592.238
208000 597.217
209000 598.866
210000 605.959
211000 614.41
212000 618.342
213000 618.341
214000 620.784
215000 620.466
216000 623.86
217000 630.826
218000 631.498
219000 634.94
220000 640.975
221000 645.417
222000 648.844
223000 648.748
224000 644.939
225000 645.559
226000 646.88
227000 652.404
228000 656.914
229000 660.352
230000 658.51
231000 657.913
232000 656.035
233000 660.528
234000 662.282
235000 661.757
236000 665.081
237000 666.207
238000 665.53
239000 666.915
240000 663.374
241000 663.514
242000 671.649
243000 673.479
244000 680.566
245000 686.984
246000 689.112
247000 690.17
248000 694.431
249000 700.632
250000 702.244
251000 706.129
252000 711.63
253000 717.355
254000 722.609
255000 729.459
256000 732.718
257000 738.056
258000 742.53
259000 749.039
260000 753.548
261000 760.897
262000 765.684
263000 775.78
264000 778.516
265000 784.201
266000 791.548
267000 799.093
268000 805.634
269000 811.045
270000 818.684
271000 822.287
272000 819.045
273000 820.993
274000 819.719
275000 819.5
276000 821.312
277000 828.967
278000 832.043
279000 834.959
280000 837.012
281000 840.742
282000 845.666
283000 846.863
284000 848.307
285000 853.038
286000 853.675
287000 855.338
288000 856.227
289000 853.719
290000 860.383
291000 861.93
292000 865.125
293000 868.006
294000 872.171
295000 870.478
296000 867.654
297000 870.451
298000 877.918
299000 886.183
300000 888.641
301000 889.875
302000 892.484
303000 893.482
304000 896.544
305000 897.995
306000 902.164
307000 910.377
308000 914.937
309000 917.537
310000 926.766
311000 935.083
312000 937.642
313000 941.262
314000 944.976
315000 947.968
316000 951.703
317000 956.001
318000 959.156
319000 969.393
320000 974.427
321000 975.055
