,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX,h
13,0.25,0.2672,702.2800790000474,-570.411,17405.9216,902607061.3568,1.894069297233401,0.374218761421959,426.87928316209354,348.5770966187684,41084763.594680175,0.4220263536700312,0.0,0.0
30,0.26,-1.966,761.0093487594277,-623.109551999987,19332.5368,1106310258.4288,2.0168375501744755,0.38812863219975446,484.35674794206136,385.133453432047,51392765.86093141,0.4309063693567388,3.6046987648955024e-13,0.0
17,0.27,1.202,894.6463105097646,-678.859271999989,21690.94,1403524694.7808,2.1355153385109515,0.42147761114815396,572.7050468830969,431.6543448310846,59057560.537103206,0.4305256495729889,3.693475503517376e-13,0.0
44,0.28,0.17,937.021014579921,-737.7554239999703,22877.5496,1560112985.8976,2.2147718695307983,0.4322888477563095,638.0019177738882,459.7357981353608,71231848.60641733,0.43902790502699973,2.1842735405089457e-13,0.0
24,0.29,-2.0088,1060.5505064539611,-800.2617280000026,26573.1456,2175466774.3488,2.4287613654228886,0.46222545097514095,740.8894116025496,545.3551850005201,109256120.73840035,0.45460662915313804,8.791778546545201e-14,0.0
23,0.3,2.1032,1171.6173245378304,-865.8256799999995,29615.4112,2577239520.7552,2.5706968434061293,0.48126315911784723,834.6476864045998,590.4584939521137,124657830.82603332,0.45697444982009033,8.089539403143562e-13,0.0
41,0.31,1.6888,1296.395576991723,-936.9459839999795,32132.816,3053695419.4688,2.7150476674028434,0.513178481327393,963.099593517646,655.074904122483,149436333.37730688,0.46977268814391826,2.010782359348177e-12,0.0
8,0.32,0.6148,1462.6662194217788,-1009.6939520000104,38828.6136,4729457059.0944,3.0256399330011416,0.5418097305840373,1095.5882574130328,832.2701428104926,275886476.3988818,0.48275848445843367,2.549366715781864e-12,0.0
45,0.33,2.9104,1691.808621186763,-1088.7629280000078,45304.2,6087866383.5456,3.315812703987125,0.586114554251943,1276.8087902450134,940.8058731167671,283710484.34632146,0.49701077919302183,2.9011637007091646e-12,0.0
20,0.34,0.924,1761.2934078462422,-1172.0425599999853,50489.8688,7963100275.5968,3.5220802581452886,0.5973151938424277,1401.2354072525488,1109.379974463649,451465070.5255162,0.5030888389860447,3.1286156177785957e-12,0.0
14,0.35,6.8624,1969.3531121602282,-1261.8228000000256,64392.4784,11940303000.9536,4.057364087537898,0.6391859544421088,1615.6358065520005,1346.4907893723584,544889566.5424613,0.5238580679200924,3.3287095754178543e-12,0.0
10,0.36,-2.8068,2163.697241849033,-1356.127488000013,77667.5608,17593479043.3504,4.514052649429318,0.6709479832407047,1820.1227206394256,1666.5902719399414,801690028.2608405,0.5372553060484135,4.103392100939775e-12,0.0
2,0.37,18.7112,2451.770704433322,-1459.10091999998,99909.7088,29934850552.2176,5.177883897367964,0.7176125691626338,2097.9145988549794,2246.5200167323055,1463146652.9745307,0.5513972029684742,4.639216457069596e-12,0.0
6,0.38,-2.3516,2793.292127191089,-1567.9657280000242,134585.4168,52210971225.6096,6.072904262853536,0.7726714422732728,2424.9073851083485,2969.547797194602,2578020133.816207,0.5611200606618145,4.739225864453862e-12,0.0
28,0.39,-6.4108,3110.8563188947737,-1686.3063359999956,181952.1976,93802512029.488,7.128636882910218,0.8284241029196995,2799.3357090291265,4042.2992028149665,4518353776.675351,0.5720011119673369,5.251466236362418e-12,0.0
35,0.4,-3.7376,3464.1459239944816,-1812.2499199999772,269747.6272,206950612698.784,8.756543520932492,0.878560198783954,3185.3273860162653,6083.099271907131,10131192453.331459,0.5820675179640493,8.002714616855758e-12,0.0
25,0.41,17.5552,4025.764925053343,-1951.9545679999974,396579.8016,425588692787.0976,10.66225993933078,0.9632090633277166,3769.9618438282605,8693.230011997184,18543189977.306477,0.5874198938346386,1.0310093395847899e-11,0.0
36,0.42,175.96,4731.614823607728,-2110.9774559999664,845384.6064,1808617911093.6384,15.354675746072768,1.0553291303356827,4468.503423754917,17712.674136567348,76575967641.81113,0.5927540391391315,1.0424006964424623e-11,0.0
22,0.43,-40.65,7013.337643144652,-2300.0589919999443,2241830.348,8998934375905.252,25.530009476367635,1.327925391646236,6125.501922715776,33853.01324559511,225405706117.85535,0.5957479043543302,1.1597875650038678e-11,0.0
21,0.44,-2398.9924,8831.164502379484,-2547.6130240001926,6105476.516,43732235544235.01,10.05577500352077,1.5107447371222025,7688.617112668633,43115.36094458721,498722297579.4231,0.591043151151627,1.2451003347266999e-11,0.0
33,0.45,3102.9496,6595.786410856061,-2794.983840000127,9690051.1808,95998037971499.08,4.1605899898290435,1.26752297743517,7059.002495464139,24214.09977153813,431573393610.9973,0.5739592706196222,1.3951318118799603e-11,0.0
47,0.46,-3349.7196,4893.409448217601,-2983.3723200001396,11240969.3496,127232187399067.6,2.329203592038527,1.06563390508891,6347.303801101321,15227.16353026477,329214092059.697,0.5459304325956313,1.7428279037655772e-11,0.0
4,0.47,3492.4628,4063.394266517833,-3146.8286000001112,12207167.2312,149487312499826.7,1.5815459610211158,0.9537744405430164,5997.217937623567,10930.069140577929,262093727120.44678,0.5188638421103996,2.0386322586481106e-11,0.0
37,0.48,3596.7488,3615.8989269547164,-3300.287616000102,12942877.4192,167838015182636.25,1.2239744267539763,0.8815172196063983,5807.842188964452,8732.616124609985,222854242696.26126,0.4888101405492842,2.0780796489182412e-11,0.0
50,0.49,3670.9844,3268.8073664046824,-3439.473072000018,13480554.7992,181961060779604.03,1.0143194620851805,0.834988559716811,5735.787413637272,7393.9570487409665,196869187540.31866,0.47572088373143057,2.1564775949336004e-11,0.0
43,0.5,-3730.3404,2907.4001521617174,-3572.4028,13918543.8264,193897267534143.72,0.8390443088878711,0.7829161870545869,5588.466534500074,6231.881856485166,172081112658.44635,0.46435003278158876,0.0,0.0
29,0.51,-3781.3792,2658.4090680796653,-3702.8917199999764,14301131.2528,204653356398160.9,0.7144665913637551,0.7472875324694681,5529.182983601064,5386.8670067156045,153230151148.94604,0.45392980437545327,3.292724589532114e-11,0.0
48,0.52,-3821.1128,2357.7312249373645,-3825.706975999888,14602703.6848,213343523974960.6,0.6275785351713259,0.6974258914327667,5335.6113003717255,4780.496825763618,138797431667.62912,0.4478667921103789,3.45092761288022e-11,0.0
18,0.53,-3855.6256,2166.8070332184434,-3944.485991999856,14867218.8736,221115324087620.25,0.5401959897594412,0.6684266751051077,5266.37414196887,4155.857750820267,123039315003.61897,0.4361054930167447,3.411413088524645e-11,0.0
15,0.54,3884.1356,1949.729572782293,-4060.4647679998116,15087583.9784,227699855574780.44,0.4758176697899945,0.6315790979857436,5126.767972024303,3690.735909738386,111063899749.37155,0.4313895449708385,3.432464185008959e-11,0.0
19,0.55,3907.424,1797.2707284241915,-4170.274239999812,15268862.5424,233192956765231.47,0.4305513495911285,0.6015970773225432,5014.419876522046,3358.6251477310175,102222085810.90005,0.42163935621530513,1.8621330455275622e-11,0.0
27,0.56,3928.0988,1743.887767471373,-4278.994495999689,15430738.2024,238155566572168.2,0.39953823380848613,0.5942957658407911,5081.78726363669,3134.2418938122773,96460823883.26968,0.4201158864945834,3.079616310462223e-11,0.0
40,0.57,-3947.0816,1616.432092346251,-4386.325103999946,15580086.7536,242778513640787.97,0.3562235829341672,0.5669784487913407,4971.374755715711,2809.6478466104186,87409389057.54086,0.4100866408858591,3.241221928088676e-11,0.0
31,0.58,3962.1728,1548.5389463566244,-4489.591151999753,15699373.792,246505454180150.16,0.33651159000459174,0.5592263637932018,5017.603412746891,2663.596362357874,83454666374.91423,0.41368658856052865,3.267003164707867e-11,0.0
34,0.59,-3975.5724,1390.7102971971035,-4590.758375999889,15805642.9944,249847830945702.25,0.3054587227132373,0.5283026571191567,4848.59528544961,2426.8562062623814,76605018970.8854,0.4090256958767019,3.403578830192748e-11,0.0
42,0.6,3987.8592,1264.6926719993353,-4691.49599999966,15903414.44,252943576520513.84,0.2785481765049183,0.49655972252617936,4656.83725287207,2219.797594802324,70495491743.1854,0.40379797450334176,3.465462353072056e-11,0.0
32,0.61,-3998.5024,1184.3020284846425,-4790.55887199985,15988372.7968,255650497792572.3,0.26849033725909116,0.4928356666605723,4719.17303475702,2145.3412131187733,68493234944.224556,0.4201027365568534,3.4061159043369907e-11,0.0
1,0.62,4008.2996,1099.9276892095804,-4888.2064799995105,16066767.2408,258160359029127.0,0.24588847578479728,0.4697702385396938,4590.124002312876,1969.6564928860455,63198285170.716064,0.41053424206807965,3.959276830736247e-11,0.0
38,0.63,4016.812,1051.3160252422094,-4984.520184000498,16135047.7504,260357109521089.84,0.2313036119820252,0.45753261030522463,4558.472769766346,1856.9276721768574,59844283022.95352,0.4070828711321344,3.0293152214817076e-11,0.0
26,0.64,4024.0872,985.5239716842771,-5079.234560000089,16193514.904,262245263532265.47,0.21893966751064803,0.4459482922387248,4527.2397669604525,1760.879659652429,56956120383.00537,0.4139431158352944,3.432979327769021e-11,0.0
3,0.65,4030.8024,921.5698902346194,-5173.127960000379,16247577.2096,263997344378522.94,0.2056160991350759,0.43089271399064066,4455.405135552739,1656.4989520405097,53759728003.30501,0.41376188031468997,3.132066200394288e-11,0.0
0,0.66,-4037.1768,859.1270648390055,-5266.675391999957,16298978.2144,265668523567004.78,0.19117951473061504,0.4157895072048116,4377.012155051416,1542.7372693731713,50232608548.540665,0.4118802867536288,3.8264543278937954e-11,0.0
7,0.67,4042.8664,788.5305860415101,-5359.3562640003065,16344927.976,267167068526336.72,0.17960505584227748,0.39998279093474703,4284.330122818319,1451.3143312068032,47384585227.56952,0.41476957584573704,2.993658176736824e-11,0.0
9,0.68,-4047.3972,718.6840085536242,-5449.954655999803,16381563.3464,268364732411448.44,0.16786951294091862,0.3796109581509518,4135.473303177207,1358.127459623238,44449296885.964195,0.41436763580051333,3.703837150419286e-11,0.0
39,0.69,4051.6488,697.3052059970796,-5540.411856000345,16415986.5024,269493042511343.8,0.16227971768896712,0.3768551418786262,4173.289879960228,1314.3529520369152,43111452004.08005,0.4196192501913427,3.5182870678013075e-11,0.0
5,0.7,4055.6396,612.225800383836,-5630.390639999784,16448319.4264,270554235126557.5,0.14621716314083094,0.350208819506746,3940.9315794834256,1185.353610764957,38952105314.46185,0.4096559721761622,4.162257625394768e-11,0.0
46,0.71,-4059.2332,610.1985412798822,-5719.794648000227,16477476.2088,271513940539326.78,0.1436864351898169,0.3508539089493859,4011.7033744179016,1165.934015156954,38386126606.98009,0.41430265786852916,3.093214148698085e-11,0.0
12,0.72,-4062.4556,561.5651693791151,-5808.581567999662,16503635.476,272375917439468.75,0.13432221584444226,0.3346678770265853,3885.604967680886,1090.8035758247772,35968782403.582085,0.410602522467975,3.5924734775605504e-11,0.0
11,0.73,-4065.4544,528.8720181435347,-5896.950512000123,16527999.8592,273180088594292.28,0.12655711716763696,0.32405614698258384,3819.6833857276706,1028.548615875708,33968898773.22364,0.40800392054215545,3.389404180256121e-11,0.0
49,0.74,4068.1212,497.7706625983119,-5984.905695999485,16549682.7752,273896806553487.47,0.12092026292418244,0.3165804212672595,3786.9769912183815,983.3832964738983,32519896664.219788,0.4119480036825411,2.6864339466997832e-11,0.0
16,0.75,-4070.6344,456.965843051672,-6072.4764,16570128.3264,274573384260308.38,0.11358471416688241,0.3033496373129107,3681.414314205628,924.240886735673,30598068715.61284,0.413359637542253,0.0,0.0
