,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX,h
49,0.25,-0.5084,43.809873559999915,-35.6238,1055.5144,3374648.3872,0.4652282402779332,0.09354304767135055,6.805982938356305,21.375346903465505,168100.8827735968,0.02624807387729144,0.0,0.0
33,0.26,0.5276,47.3812233623039,-38.86126400000003,1161.8536,3957546.3328,0.490433762110143,0.0969565966046515,7.65259079417385,22.90036498191671,166212.73337618035,0.026499426590600884,3.0815549491945253e-15,0.0
43,0.27,0.3864,54.24457782470449,-42.394535999999995,1339.7344,5126084.1472,0.5281076036791323,0.10491795541139007,9.00620150527848,25.882226257059784,202565.68500803947,0.026643890267738907,3.4546007406247905e-15,0.0
16,0.28,0.2504,59.15690585190396,-46.05193600000006,1466.5968,6307679.712,0.5595187780598112,0.1085873054947891,10.151307624193485,28.836105824190312,265448.94342675933,0.027318715125843863,4.368771272640281e-15,0.0
44,0.29,1.4704,66.79178703974367,-49.7899839999999,1631.3056,7739188.672,0.5926215051086043,0.11556829115105959,11.6871073523595,32.240985677417676,334131.1401345802,0.027587895357620528,3.1631546788852102e-15,0.0
11,0.3,-0.7736,75.59804015999907,-54.0828,1872.7456,9797647.2448,0.648193714166273,0.12309660387787241,13.563353864759277,35.80171050481725,387277.45052109123,0.02872055003176474,4.277766344227633e-15,0.0
19,0.31,0.2144,80.1168914943355,-58.421608000000006,2066.7696,12133593.1968,0.6876289477884774,0.12667428416262264,14.994717944514434,40.46240491955402,486210.336998594,0.029278511864894607,4.113014594664242e-15,0.0
20,0.32,-0.4516,87.1144278589436,-63.00441600000003,2388.9864,15976047.8112,0.749336547390099,0.13342726474064118,17.072981570899945,46.728450068974,651182.6087033702,0.030081558361282713,3.4592741498461697e-15,0.0
3,0.33,-0.3048,99.36741490790246,-68.2239359999998,2778.9552,21222468.576,0.8217336400504199,0.14216257618733416,19.731319530612872,54.07488460288991,843612.7246976509,0.031096979586514823,4.748822323125651e-15,0.0
2,0.34,2.9524,110.45365631360073,-73.23192000000019,3314.8104,29234571.5232,0.9050611902768222,0.1502405403006717,22.45961210358154,63.774624080549785,1095496.295766951,0.03170763311442754,7.807719649421546e-15,0.0
35,0.35,0.0524,121.14026771840145,-78.75896000000009,3832.5752,39061957.1936,0.9875256158843502,0.15839451884528988,25.30719414566137,74.34157589026739,1430492.452497582,0.032563379290149956,1.0161398882209349e-14,0.0
8,0.36,0.4696,142.43567391129363,-85.0884479999999,4782.728,58631627.3216,1.1178724619711806,0.1726094542402582,30.09669949272166,91.8531879055762,2161883.553364492,0.033438898262352405,1.30506510858094e-14,0.0
4,0.37,-3.51,164.6816331458558,-91.24851199999993,6104.1688,87560766.5632,1.2794386109095284,0.18602751561705094,34.867910377749354,110.29957361951233,2879529.861789751,0.03438847358539102,2.2087243282618246e-14,0.0
39,0.38,-0.5356,186.64750409497537,-98.7139680000001,7651.588,129288219.7792,1.4496398357700815,0.2019481383946175,40.87846882996912,133.08684632868034,3864011.2404475315,0.03514860044258544,2.5189954100597594e-14,0.0
36,0.39,6.3524,228.1868932786565,-107.09368800000013,10269.828,218879320.08,1.6903679508195066,0.22740486645458863,50.40415903582182,171.09179869625075,5904224.397785157,0.03574639549553103,2.8395508211634984e-14,0.0
17,0.4,-1.2244,268.017933926405,-115.69855999999992,13013.2216,317406394.8256,1.9169078477813979,0.2490587723069818,59.19017134604562,196.8028276140427,7517653.730952449,0.03614021918222426,2.975065581918158e-14,0.0
7,0.41,-11.8364,319.1743283992928,-126.59455199999944,18244.7224,529073436.9376,2.273656469815238,0.27538294491767235,71.15259117964531,227.5961920333275,9993591.884796856,0.03654124445335369,2.573725172714888e-14,0.0
26,0.42,-16.172,387.23879824358664,-138.77169600000036,24094.2912,819348846.72,2.6199526467594145,0.3060124183950781,85.80903150949557,252.16828088343175,12585543.317398563,0.036858333029991246,3.717110585992901e-14,0.0
13,0.43,13.1852,391.8955085824091,-151.17424000000045,30177.0792,1139583986.832,2.9463604886586845,0.30736990503937706,92.29155749600204,246.15566484794107,13785091.329596002,0.037027710448974266,3.712246040423224e-14,0.0
38,0.44,-0.3624,391.9136351426496,-163.58531199999956,35891.9456,1501165312.064,3.2268057207242196,0.3075082264389688,99.05722665579746,237.1910644406606,14585112.437079523,0.037125586805443166,4.671964096691512e-14,0.0
9,0.45,-32.444,327.519089841604,-176.4817200000005,41775.6368,1893874993.4912,3.4405271775858113,0.27721124133190017,95.5268966953448,195.34788012376197,13606824.467543835,0.03719915467779385,8.071972859661468e-14,0.0
23,0.46,191.3164,310.9275668764167,-186.21867199999946,44867.7432,2137398400.9824,1.5416389900173293,0.26759477129427,97.1410435433651,176.52196933622307,13272826.377091855,0.03679634830505589,9.02985359868825e-14,0.0
29,0.47,81.1524,265.8184458677715,-196.42916799999963,48229.3768,2418977037.6352,3.4812026277021486,0.2433203654015887,93.38520280703062,151.29322532135734,12163458.926109863,0.03724198026150518,9.702694039540994e-14,0.0
37,0.48,-201.3164,235.1059691765695,-205.9783680000002,50739.3288,2640953521.0272,1.7199610752973369,0.22605978827928788,91.40061543774974,125.4884277876503,11188511.927611656,0.037075800466913035,1.1137931144739226e-13,0.0
14,0.49,-229.9124,206.99549926853797,-215.23661599999937,53098.7784,2864644293.072,0.23392253987434716,0.21003872239030005,88.99660174082648,101.15474562969885,9846464.905545477,0.029291938200938072,1.1896303387702545e-13,0.0
27,0.5,233.274,186.82452336001006,-223.3892,54622.5832,3022184286.4672,0.21842036632715042,0.20078334028092976,88.0727822416813,93.82499778330616,9244087.187815607,0.029662864551804266,0.0,0.0
45,0.51,-236.4744,166.0268861775403,-231.48859200000078,56053.1936,3169590534.08,0.1694436347048593,0.18606182916454364,84.91285505576764,77.02788478648822,8122864.546399541,0.027615508600778098,1.227537355245332e-13,0.0
18,0.52,-238.5564,160.95032023451495,-238.73075199999957,57030.364,3277487198.704,0.16235457342444815,0.18176152085011166,85.35560615157314,73.32400925770712,7752796.212884428,0.027830486775048253,1.320088299569266e-13,0.0
32,0.53,241.05,135.43964989124652,-246.64885600000048,58188.8424,3404338791.4272,0.1319934824487275,0.16572043834297143,80.75091453470628,61.78921429024868,6854194.111949667,0.026625369196664615,1.0417208882062691e-13,0.0
41,0.54,-242.7932,126.13355093607242,-253.80345600000112,59017.3272,3498459390.1536,0.1200151098192283,0.16073642041268849,80.65662807028545,56.74669081673002,6408664.529631058,0.026796278563888012,1.2154956879314423e-13,0.0
48,0.55,-244.2484,117.54705087840557,-260.5640399999993,59713.34,3578440465.904,0.10653866253900957,0.15370023364998414,79.04611471028889,50.79863153784697,5825560.402906155,0.025911435978687482,1.1675099930925128e-13,0.0
46,0.56,245.4396,107.85852528637042,-267.2745600000008,60290.0168,3646168219.0496,0.10151444158050847,0.14815056413593736,78.30888016212076,48.37271215530335,5568061.665243553,0.026685783560682547,1.5901756166277901e-13,0.0
31,0.57,-246.6028,102.02855410426855,-273.9980879999983,60853.5208,3712686900.7648,0.0904448722758677,0.14272944865121795,77.34522404626412,43.82876463239746,5171603.638905965,0.02579768616888654,1.3916111948527413e-13,0.0
25,0.58,-247.5548,91.89869370473025,-280.4295359999999,61316.468,3767573914.9472,0.08226001033135515,0.1363786206987338,75.61680109390261,40.08178950228729,4778593.86183106,0.026170801238013807,1.5262298461681968e-13,0.0
10,0.59,248.5968,84.92342483704851,-287.17471200000125,61828.3216,3829476535.3792,0.07485684646384813,0.13092182221712337,74.41667428524826,36.74696451410564,4440233.68006387,0.02565449585758448,1.2206136448949518e-13,0.0
50,0.6,249.2256,81.47293263359461,-293.1460799999987,62138.3616,3867219002.8032,0.07063513428931102,0.12745340493831195,73.90793221734573,34.74774649816135,4216030.68749425,0.02557919852900347,1.1188553972326422e-13,0.0
30,0.61,-249.9588,75.76397780937259,-299.4577840000008,62501.1224,3911680128.0224,0.06561992068497975,0.12258039096127167,72.5829443531384,32.380833541879404,3952583.971018431,0.02537000984906569,9.69988947401008e-14,0.0
47,0.62,-250.4772,69.0790961231396,-305.45019200000104,62757.5944,3943118554.1152,0.06076599440559309,0.11646688197764249,70.40484516732073,30.09712272793925,3699352.2686182307,0.02518006624275122,1.9192169291554563e-13,0.0
42,0.63,250.9928,65.79790647490881,-311.46141599999896,63014.8288,3975153422.5408,0.059396348103396224,0.11559358460845078,71.22738832530615,29.44367704599606,3626034.6210188605,0.025883185217216872,9.933113377413461e-14,0.0
28,0.64,-251.5684,58.14669646236871,-317.5086079999988,63300.0504,4010226873.3024,0.0521338239794594,0.10871416229687188,68.39483738110795,26.003285586308046,3238592.3907048847,0.025975551404433663,7.63585268699518e-14,0.0
0,0.65,251.8944,57.64487761759665,-323.2273200000015,63463.7488,4030868997.7792,0.051343423644244046,0.10804376247861569,69.14960472233632,25.59054372916598,3184577.080195226,0.02603071634972645,3.3841216976101253e-13,0.0
24,0.66,252.3856,51.14938255251036,-329.25763199999875,63709.1552,4061524902.8864,0.04637256191236172,0.1017330616497345,66.35945168046958,23.199051252228756,2906687.409974014,0.0258059919717116,1.397478880699203e-13,0.0
12,0.67,252.5824,50.232452702126466,-334.72181599999914,63808.1312,4074043735.6928,0.04524184514539216,0.09997334305799013,66.27054028827044,22.618508899450973,2831666.713614384,0.02552432984474991,1.3091951218989803e-13,0.0
6,0.68,-252.9712,45.081995033615385,-340.65008000000205,64003.1632,4098602796.064,0.04165919266967543,0.09483206847987563,64.05101291601252,20.899098894751823,2632857.564561545,0.02542572886366884,1.5530297433882915e-13,0.0
40,0.69,-253.18,45.54799459828064,-346.1476079999992,64108.2944,4111939680.896,0.040434387523261894,0.0952644545569852,65.32995088577718,20.319936663762817,2567831.56953625,0.02557203940657938,2.469924231428063e-13,0.0
15,0.7,253.4332,41.41276128636673,-351.8205599999992,64235.7688,4128098597.4496,0.038677924946902247,0.09149732291961606,63.7878065040275,19.43881943578702,2457453.239766648,0.02593457023041713,2.486530847797048e-13,0.0
22,0.71,-253.7352,37.707593348502996,-357.56338400000016,64387.7968,4147372333.3312,0.035039420987404465,0.08617730909754087,61.048772220302595,17.6473977227772,2239816.6561941262,0.025159318395573782,1.6981798582056852e-13,0.0
34,0.72,253.9268,33.79907749479753,-363.10809599999953,64484.3624,4159639148.8544,0.033224204635390664,0.08180101544408871,58.891808006659616,16.731970647223054,2123948.034689651,0.02548680983573917,8.055764126641664e-14,0.0
1,0.73,-254.0604,32.591753368556965,-368.47363199999893,64551.7064,4168199794.064,0.031938991177364345,0.0812731262784995,59.37553294716011,16.109148950014216,2050458.2670200032,0.02600761617242762,2.4259656131906385e-13,0.0
5,0.74,254.266,31.82282336638309,-374.1114400000007,64655.9704,4181610101.104,0.031068399984506785,0.08040560687874812,59.58002209184998,15.681831032773829,1998849.422554148,0.025887662794673715,4.007816460660835e-13,0.0
21,0.75,254.3908,28.89320795997628,-379.4802,64718.804,4189577312.4896,0.028989335810586072,0.0763760067107597,57.474706827179105,14.649844464799951,1871599.4666563184,0.026072867774084667,0.0,0.0
