,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX,h
36,0.25,-1.532,397.9369110000116,-321.467,9868.1456,289857642.8096,1.425895023380014,0.2819103999186442,181.82876853533958,196.31763010298744,13370009.346252754,0.23736051386597418,0.0,0.0
21,0.26,-2.0688,438.55255476194725,-350.24350399999673,11026.4128,358085556.0832,1.5169965148980902,0.2966172295645861,208.04198398844056,217.16566824408915,16049033.690765625,0.2404745582853016,2.1832222746955885e-13,0.0
34,0.27,-2.5692,479.14395834240713,-381.9117600000005,12176.4344,435925692.7328,1.6045950227373678,0.308328507106605,235.43306552084897,242.70134772280642,18149829.441916473,0.2436754924870389,3.0069343944260784e-13,0.0
50,0.28,4.054,522.067627110373,-414.4246399999955,13350.4648,520640579.0368,1.683973227653932,0.3244643106298246,269.2634862738508,261.1787391385328,22190245.663683534,0.24494836938291242,3.5736655479819645e-13,0.0
18,0.29,3.6828,609.2449996672512,-449.7391920000022,14287.6952,599201365.3856,1.7591342119965714,0.35040982687830324,315.67026490218745,281.07918185614676,26050666.994037762,0.2496973005087096,4.232919041877614e-13,0.0
46,0.3,-0.9996,682.1002550016856,-486.64272000000886,16811.5384,861219865.5328,1.9337552324766447,0.3704123872161066,360.7778572726936,344.9732039014694,46588257.0300017,0.2562046286259014,3.949360712703227e-13,0.0
24,0.31,0.312,721.8338982767891,-526.0149440000022,18707.1824,1033063874.0288,2.066792479613602,0.38526927426002666,405.5789865719603,376.5839268990121,49333242.66559123,0.26299847841698853,2.9775376855887137e-13,0.0
49,0.32,0.282,825.4700847104541,-568.1126399999936,22447.4152,1467022064.5792,2.3004383154297896,0.4055014813502239,461.8882380785577,453.4538002370864,65528456.57107665,0.2715326108112044,2.5378723094959014e-13,0.0
12,0.33,2.6656,880.0319300192641,-613.1851440000039,26255.3376,2027086892.3136,2.5115721710067147,0.4232748044273427,519.6451997997837,539.9352687720525,94087483.14168039,0.27679413090962,3.438335044161248e-13,0.0
45,0.34,-4.4888,1008.7161145852879,-659.8592159999947,29767.3664,2503790629.7216,2.7329052667184106,0.45153227367123044,596.5378029720043,604.4481850072468,106605651.50668082,0.2891801136333022,3.6385440374678246e-13,0.0
44,0.35,-0.1292,1099.4252307136194,-710.6080800000129,36049.3416,3617121487.44,3.0382960410903914,0.473519323421905,673.4552648870056,731.8567464363352,147152615.68083915,0.29493658738248546,3.069917562322867e-13,0.0
4,0.36,4.7928,1217.584335974534,-763.6118400000203,45307.5008,5978308219.8272,3.4506594095655068,0.5010961513858004,766.7892936212515,972.7393785079653,297234201.68449354,0.3028446728097205,1.3587906209550347e-13,0.0
16,0.37,9.9956,1363.6391148073599,-820.3675520000083,56148.9976,9415753553.9296,3.8737946769269014,0.535015454156333,880.409882185797,1251.3858342846208,505055935.3143622,0.3083686900878437,2.3571614496660004e-13,0.0
10,0.38,13.628,1521.5072637376143,-881.7656799999911,68881.6032,13787763819.9552,4.336748321194922,0.5713400987474029,1008.1362352342708,1531.2763659603647,669827628.1295266,0.31532859313476946,1.1598867852161775e-12,0.0
31,0.39,-23.5384,1818.0891484182794,-948.126503999975,91107.1952,23890752006.8672,5.024906519304428,0.6318708065612524,1200.7169785513165,2037.9634532629495,1154032054.6318386,0.3211575053667191,2.1860252412121267e-12,0.0
3,0.4,2.2124,2049.8060319742654,-1017.8998399999734,140094.7624,53106742198.1728,6.302906617427354,0.6761928901844909,1379.430529757565,3030.8823458442507,2332341633.494684,0.3266183886501598,2.6460410197527936e-12,0.0
43,0.41,-21.166,2236.140211767284,-1098.0075520000148,221521.7288,125938445182.0448,7.966365981566494,0.7200694450272489,1585.9034189517283,4647.838331842637,5096998112.249714,0.33063512044949767,2.9805440211137286e-12,0.0
19,0.42,-73.3064,2798.9371376056224,-1187.2005599999945,387616.6608,340184733467.808,10.513344445736049,0.8185701935285725,1949.0348424300598,7355.6216558722,11933223272.294533,0.3330489336503804,3.172624216277528e-12,0.0
35,0.43,363.3108,4319.125690775458,-1312.5416319999822,1252456.1176,2329663424544.842,18.05486566200983,1.0490951588153608,2767.426417626799,14784.688229956691,42046283122.511375,0.3350867399757247,3.68333814564019e-12,0.0
20,0.44,-1100.0416,4521.154511093628,-1442.5942080000557,2201623.7984,5599193322087.987,16.987907930491588,1.070636200831561,3081.8076340849047,14656.949172320863,56757114376.370895,0.3352266619822373,4.387270771449023e-12,0.0
1,0.45,-1757.4356,3295.6835522549227,-1574.471160000044,3114015.5208,9971534625217.986,2.650200844050994,0.8878543875732636,2788.0481730472275,8679.541264835356,49451340850.30893,0.3180391933284153,4.647812497626476e-12,0.0
2,0.46,1876.98,2886.3230084874667,-1675.6254400000362,3535753.568,12666240849154.88,1.8421217220623554,0.8182369758592196,2734.0739577299773,6613.012188744334,43830009664.0692,0.3077588772919921,4.860828372836303e-12,0.0
8,0.47,-1962.2396,2502.1150932214223,-1770.1831840000734,3857152.8024,14976938753079.139,1.3205929651559625,0.754181317775884,2660.003368356781,5047.32176520352,37290885903.40916,0.2967615524335903,6.826157069186196e-12,0.0
47,0.48,-2023.096,2094.38403747743,-1856.5689600000471,4096549.9056,16839646369911.303,0.9376293383543011,0.6727196991871065,2493.363412717823,3738.423456898494,29890820547.385433,0.27875631171980886,9.293021573663843e-12,0.0
23,0.49,-2065.7788,1846.304636911489,-1935.57212800003,4270010.0824,18275825809544.754,0.779971593807911,0.6293666745097899,2433.308447869328,3181.6324367437237,26582142530.556602,0.27284925645822344,9.716945675159933e-12,0.0
