,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX,h
39,0.5,2100.0828,1742.3554839999415,-2011.346,4412178.9944,19499118164563.797,0.6435096756025802,0.60603925279438,2433.5014570840217,2679.4356843600053,23285124517.6082,0.2604554574258285,0.0,0.0
22,0.51,2126.8268,1544.1412007659674,-2082.5115599999694,4524763.5192,20497995202174.59,0.5543625259855138,0.5705043141414858,2372.0238737663512,2342.2244019950786,20942731898.84015,0.25812291774577306,9.02616228079888e-12,0.0
41,0.52,-2148.6452,1393.7676385892555,-2151.0806719999464,4617716.8184,21342351848170.7,0.47498388840600536,0.5351912184108631,2299.4755502069575,2030.939743618082,18587691903.265976,0.24970657772570137,1.054550064951639e-11,0.0
33,0.53,2168.146,1231.4433032823727,-2217.9842799999155,4701619.1416,22119459212626.29,0.40121853066790547,0.5035008259185413,2230.5353185838167,1733.804073332876,16201223361.485518,0.24329656083323026,1.105992533383866e-11,0.0
11,0.54,2184.136,1168.6704285787418,-2282.8836959999308,4771119.6432,22776260487161.875,0.37537657052908824,0.4865630015049961,2218.1599079623297,1632.436288242145,15450223315.155231,0.24238157364694024,1.1248007603786723e-11,0.0
9,0.55,2197.8084,1035.4102885080501,-2345.5383599999086,4830864.428,23346917958857.457,0.3206111131515103,0.4595958431742239,2153.571924351084,1405.7534470868773,13519990125.508057,0.2355289001843573,1.1781580285248043e-11,0.0
28,0.56,2208.8812,952.2146335728467,-2405.780159999868,4879583.6648,23818635889582.543,0.2961830176860195,0.43825334009764283,2105.3710262825184,1304.8097801165652,12667712939.924557,0.23634181634883936,1.1617861912207413e-11,0.0
26,0.57,2219.8396,894.4589595990255,-2466.8172720000325,4928041.4968,24292530476119.676,0.26781438484653275,0.4220987832378458,2079.318402135802,1186.1534423003982,11638238694.600086,0.23359489381568097,1.2161355717897854e-11,0.0
17,0.58,2228.7196,856.1219595875591,-2525.552927999999,4967500.684,24682193418948.555,0.24975025872323187,0.41429566202467116,2089.7084698456047,1111.2780847942286,11003942924.98677,0.23202590212016844,1.2963635735258145e-11,0.0
25,0.59,2236.2676,790.7637663893402,-2582.281791999963,5001154.524,25016765527888.062,0.23018183830057176,0.4007957280105068,2067.3568131877546,1027.8237876981163,10249292525.369144,0.23314655886432212,1.192641310565266e-11,0.0
38,0.6,2243.3888,733.3935722494498,-2639.4124799999618,5033022.6608,25335918763481.926,0.21368188946038713,0.3809989705667788,2008.563719115095,957.1300214471561,9603894803.195808,0.22929623832236137,1.2704777159461218e-11,0.0
6,0.61,2249.2184,680.1814800221473,-2694.627175999935,5059180.0528,25599269939282.58,0.20015212673616745,0.37193620008373907,2001.6357006973276,898.9798899841619,9069450202.550499,0.2346442762046984,1.3753217966958872e-11,0.0
40,0.62,-2254.2,654.1294918330386,-2748.8473759998874,5081596.7136,25826254160283.34,0.19007239166606943,0.36214079494569806,1988.4011338926377,855.6564028222102,8671706374.836395,0.23236575594399947,1.3769294377279634e-11,0.0
42,0.63,2259.4928,582.6093781655654,-2803.9470480001205,5105456.1904,26068707485879.008,0.1712304453146679,0.34047099628814315,1907.4281493621893,772.8376802159166,7872989909.634714,0.2274405864159275,1.2563580227840547e-11,0.0
48,0.64,2263.3464,543.5173854259774,-2856.526848000087,5122868.2656,26246464497810.855,0.16250007272173816,0.3291828193050571,1878.9530396610794,734.7854965475733,7512709576.317633,0.23156789131760736,1.3359336200375946e-11,0.0
15,0.65,-2267.744,499.8907489273697,-2910.6235600000723,5142774.5696,26450423371683.547,0.15030378638658273,0.3176015737560758,1846.5909457674643,680.9345076414838,6988636535.121812,0.2329025686012096,1.4191035693835435e-11,0.0
5,0.66,2270.812,485.749557191506,-2962.293312000079,5156691.1696,26593605057017.824,0.14511981668933174,0.3130241416885384,1852.4856751669463,658.377786247111,6776144657.388688,0.23316286685624787,1.4990163641983945e-11,0.0
37,0.67,-2274.0608,437.2606826350093,-3014.6928720000515,5171440.4448,26745611628784.242,0.13258594165913226,0.2969760208099467,1788.7591993963974,602.4644981519623,6220194329.720327,0.2302817565387954,1.8526581155185985e-11,0.0
29,0.68,-2276.6368,415.87172874063253,-3065.597760000027,5183154.5664,26866734876039.207,0.12575736083286043,0.2881349751394824,1764.202421894754,571.9940580608409,5917122929.004972,0.22927324415695852,2.0310870143121533e-11,0.0
0,0.69,-2279.0492,386.8053666148335,-3116.4617280001626,5194136.1128,26980519534158.8,0.11902541271154764,0.27773384712311555,1729.310055238253,542.0595897903073,5621580868.600189,0.2302839101479277,2.0231064375456548e-11,0.0
27,0.7,2281.6312,358.5505832377821,-3167.802960000125,5205903.1216,27102720008602.223,0.11185160741877628,0.2678339665047139,1695.066873451044,509.9541927186875,5300348886.044931,0.2317063778139307,2.1123456003143136e-11,0.0
7,0.71,-2283.47,329.89248126745224,-3217.8017920001,5214290.684,27189981634416.637,0.10548471903580858,0.25722286834217317,1653.7638386150993,481.32593591265436,5011097982.884161,0.2311517614941125,1.960192784450159e-11,0.0
13,0.72,2285.0868,329.5626476537436,-3267.195840000101,5221674.4424,27266983848045.85,0.10321167332481893,0.2570880094263312,1677.8785158739606,471.2356645647628,4911910955.2206135,0.23255613419501428,2.1906127267624088e-11,0.0
32,0.73,-2286.7984,305.8434086162597,-3317.164384000067,5229494.4704,27348605440537.473,0.09753970873911377,0.24722359997961396,1638.5457999879693,445.75281221493697,4654864846.449601,0.23045961301528242,2.1673060257972285e-11,0.0
14,0.74,2288.2824,293.4764336384833,-3366.4121440000354,5236279.4976,27419525363838.875,0.09299021682745057,0.2420496014475837,1627.9432900189713,425.21560686965677,4445707529.632534,0.23078335377227852,2.2323844549321665e-11,0.0
30,0.75,-2289.6,270.78921215981245,-3415.4472,5242306.4848,27482579566179.81,0.08759705095206297,0.23270246836922953,1587.7352329241185,400.7917223902981,4195300498.822507,0.2306028578682618,0.0,0.0
