,T,M,E,E2,X,J,B,M2,M4
0,0,-0.7543402777777778,-1550.38000000004,2403678.1444001235,48,0.445,0.0,0.5690292546778549,0.3237942926792351
1,10,-0.7135416666666666,-1473.8400000000295,2172204.3456000867,48,0.445,0.0,0.5091417100694444,0.2592252809324382
2,20,-0.7378472222222222,-1516.560000000038,2299954.233600115,48,0.445,0.0,0.5444185233410493,0.2963915285568487
3,30,-0.7447916666666666,-1521.9000000000335,2316179.610000102,48,0.445,0.0,0.554714626736111,0.30770831711498303
4,40,-0.7717013888888888,-1518.340000000033,2305356.3556001,48,0.445,0.0,0.59552303361304,0.35464768356367804
5,50,-0.7482638888888888,-1530.800000000035,2343348.640000107,48,0.445,0.0,0.5598988474151234,0.3134867193367836
6,60,-0.7248263888888888,-1502.3200000000331,2256965.3824000997,48,0.445,0.0,0.5253732940297067,0.2760170980796246
7,70,-0.7430555555555556,-1502.3200000000295,2256965.3824000885,48,0.445,0.0,0.5521315586419754,0.3048492580484171
8,80,-0.734375,-1504.1000000000336,2262316.810000101,48,0.445,0.0,0.539306640625,0.2908516526222229
9,90,-0.7213541666666666,-1502.3200000000318,2256965.3824000955,48,0.445,0.0,0.520351833767361,0.27076603090505535
10,100,-0.6692708333333334,-1480.9600000000246,2193242.5216000727,48,0.445,0.0,0.4479234483506945,0.20063541558237727
11,110,-0.6979166666666666,-1463.1600000000299,2140837.1856000875,48,0.445,0.0,0.48708767361111105,0.23725440178388424
12,120,-0.7239583333333334,-1505.8800000000333,2267674.5744001004,48,0.445,0.0,0.5241156684027778,0.27469723386529055
13,130,-0.7508680555555556,-1502.3200000000315,2256965.382400095,48,0.445,0.0,0.5638028368537809,0.31787363884437103
14,140,-0.7751736111111112,-1498.760000000034,2246281.5376001024,48,0.445,0.0,0.6008941273630402,0.36107375229938954
15,150,-0.7899305555555556,-1605.560000000038,2577822.9136001216,48,0.445,0.0,0.6239902826003086,0.38936387277961304
16,160,-0.7916666666666666,-1552.1600000000417,2409200.6656001294,48,0.445,0.0,0.626736111111111,0.39279815297067894
17,170,-0.7413194444444444,-1464.9400000000323,2146049.2036000947,48,0.445,0.0,0.5495545187114197,0.30201016903614014
18,180,-0.7239583333333334,-1457.8200000000313,2125239.1524000913,48,0.445,0.0,0.5241156684027778,0.27469723386529055
19,190,-0.7517361111111112,-1521.9000000000335,2316179.610000102,48,0.445,0.0,0.5651071807484569,0.31934612573346915
20,200,-0.7604166666666666,-1546.8200000000368,2392652.1124001136,48,0.445,0.0,0.5782335069444444,0.33435398855327086
