,T,M,E,E2,X,J,B,M2,M4
0,0,-1014.0,-1348.0399999999877,1817211.8415999669,32,0.67,0.0,1028196.0,1057187014416.0
1,10,-1014.0,-1345.3599999999876,1809993.5295999667,32,0.67,0.0,1028196.0,1057187014416.0
2,20,-1020.0,-1361.4399999999875,1853518.873599966,32,0.67,0.0,1040400.0,1082432160000.0
3,30,-1014.0,-1348.0399999999884,1817211.8415999687,32,0.67,0.0,1028196.0,1057187014416.0
4,40,-992.0,-1302.479999999991,1696454.1503999764,32,0.67,0.0,984064.0,968381956096.0
5,50,-1008.0,-1329.2799999999893,1766985.3183999716,32,0.67,0.0,1016064.0,1032386052096.0
6,60,-998.0,-1318.5599999999913,1738600.473599977,32,0.67,0.0,996004.0,992023968016.0
7,70,-1014.0,-1345.3599999999892,1809993.529599971,32,0.67,0.0,1028196.0,1057187014416.0
8,80,-1002.0,-1318.5599999999918,1738600.4735999783,32,0.67,0.0,1004004.0,1008024032016.0
9,90,-1010.0,-1337.319999999988,1788424.7823999682,32,0.67,0.0,1020100.0,1040604010000.0
10,100,-1018.0,-1356.079999999988,1838952.9663999677,32,0.67,0.0,1036324.0,1073967432976.0
11,110,-1018.0,-1356.079999999988,1838952.9663999677,32,0.67,0.0,1036324.0,1073967432976.0
12,120,-1012.0,-1339.9999999999886,1795599.9999999695,32,0.67,0.0,1024144.0,1048870932736.0
13,130,-1018.0,-1356.079999999987,1838952.9663999646,32,0.67,0.0,1036324.0,1073967432976.0
14,140,-1008.0,-1329.27999999999,1766985.3183999732,32,0.67,0.0,1016064.0,1032386052096.0
15,150,-1010.0,-1339.9999999999889,1795599.9999999702,32,0.67,0.0,1020100.0,1040604010000.0
16,160,-1016.0,-1353.3999999999871,1831691.5599999651,32,0.67,0.0,1032256.0,1065552449536.0
17,170,-1010.0,-1339.999999999988,1795599.9999999676,32,0.67,0.0,1020100.0,1040604010000.0
18,180,-1012.0,-1339.9999999999895,1795599.999999972,32,0.67,0.0,1024144.0,1048870932736.0
19,190,-1016.0,-1350.7199999999875,1824444.5183999662,32,0.67,0.0,1032256.0,1065552449536.0
20,200,-1014.0,-1345.3599999999874,1809993.529599966,32,0.67,0.0,1028196.0,1057187014416.0
21,210,-1014.0,-1345.3599999999901,1809993.5295999735,32,0.67,0.0,1028196.0,1057187014416.0
22,220,-1008.0,-1331.9599999999905,1774117.4415999746,32,0.67,0.0,1016064.0,1032386052096.0
23,230,-1004.0,-1323.9199999999896,1752764.1663999725,32,0.67,0.0,1008016.0,1016096256256.0
24,240,-1002.0,-1321.2399999999902,1745675.1375999742,32,0.67,0.0,1004004.0,1008024032016.0
25,250,-1016.0,-1353.3999999999883,1831691.5599999682,32,0.67,0.0,1032256.0,1065552449536.0
26,260,-1014.0,-1345.359999999989,1809993.5295999704,32,0.67,0.0,1028196.0,1057187014416.0
27,270,-1016.0,-1350.7199999999882,1824444.518399968,32,0.67,0.0,1032256.0,1065552449536.0
28,280,-1014.0,-1345.359999999988,1809993.5295999679,32,0.67,0.0,1028196.0,1057187014416.0
29,290,-1002.0,-1318.55999999999,1738600.4735999734,32,0.67,0.0,1004004.0,1008024032016.0
30,300,-1020.0,-1361.4399999999873,1853518.8735999656,32,0.67,0.0,1040400.0,1082432160000.0
31,310,-1016.0,-1350.7199999999884,1824444.5183999687,32,0.67,0.0,1032256.0,1065552449536.0
32,320,-1004.0,-1321.2399999999905,1745675.1375999749,32,0.67,0.0,1008016.0,1016096256256.0
33,330,-1018.0,-1356.0799999999876,1838952.9663999665,32,0.67,0.0,1036324.0,1073967432976.0
34,340,-1012.0,-1339.999999999989,1795599.9999999707,32,0.67,0.0,1024144.0,1048870932736.0
35,350,-1008.0,-1329.2799999999895,1766985.318399972,32,0.67,0.0,1016064.0,1032386052096.0
36,360,-1018.0,-1356.0799999999883,1838952.9663999684,32,0.67,0.0,1036324.0,1073967432976.0
37,370,-1016.0,-1350.719999999988,1824444.5183999676,32,0.67,0.0,1032256.0,1065552449536.0
38,380,-994.0,-1299.799999999991,1689480.0399999768,32,0.67,0.0,988036.0,976215137296.0
39,390,-1018.0,-1356.0799999999876,1838952.9663999665,32,0.67,0.0,1036324.0,1073967432976.0
40,400,-1016.0,-1350.7199999999882,1824444.518399968,32,0.67,0.0,1032256.0,1065552449536.0
41,410,-1012.0,-1339.999999999989,1795599.9999999707,32,0.67,0.0,1024144.0,1048870932736.0
42,420,-1008.0,-1334.6399999999885,1781263.9295999694,32,0.67,0.0,1016064.0,1032386052096.0
43,430,-1014.0,-1345.359999999989,1809993.5295999704,32,0.67,0.0,1028196.0,1057187014416.0
44,440,-1014.0,-1345.3599999999888,1809993.5295999697,32,0.67,0.0,1028196.0,1057187014416.0
45,450,-1012.0,-1345.3599999999883,1809993.5295999686,32,0.67,0.0,1024144.0,1048870932736.0
46,460,-1014.0,-1350.7199999999887,1824444.5183999694,32,0.67,0.0,1028196.0,1057187014416.0
47,470,-1012.0,-1339.99999999999,1795599.9999999732,32,0.67,0.0,1024144.0,1048870932736.0
48,480,-1016.0,-1350.7199999999898,1824444.5183999725,32,0.67,0.0,1032256.0,1065552449536.0
49,490,-1018.0,-1356.0799999999876,1838952.9663999665,32,0.67,0.0,1036324.0,1073967432976.0
50,500,-1006.0,-1329.2799999999904,1766985.3183999746,32,0.67,0.0,1012036.0,1024216865296.0
51,510,-1006.0,-1326.5999999999892,1759867.5599999714,32,0.67,0.0,1012036.0,1024216865296.0
52,520,-998.0,-1305.1599999999926,1703442.6255999806,32,0.67,0.0,996004.0,992023968016.0
53,530,-1020.0,-1361.4399999999878,1853518.8735999668,32,0.67,0.0,1040400.0,1082432160000.0
54,540,-1012.0,-1342.6799999999887,1802789.5823999697,32,0.67,0.0,1024144.0,1048870932736.0
55,550,-1006.0,-1326.5999999999908,1759867.5599999756,32,0.67,0.0,1012036.0,1024216865296.0
56,560,-1012.0,-1339.99999999999,1795599.9999999732,32,0.67,0.0,1024144.0,1048870932736.0
57,570,-1008.0,-1339.9999999999895,1795599.999999972,32,0.67,0.0,1016064.0,1032386052096.0
58,580,-1004.0,-1323.9199999999898,1752764.1663999732,32,0.67,0.0,1008016.0,1016096256256.0
59,590,-1012.0,-1339.999999999989,1795599.9999999707,32,0.67,0.0,1024144.0,1048870932736.0
60,600,-1018.0,-1356.0799999999874,1838952.9663999658,32,0.67,0.0,1036324.0,1073967432976.0
61,610,-1010.0,-1334.639999999989,1781263.9295999706,32,0.67,0.0,1020100.0,1040604010000.0
62,620,-1004.0,-1323.9199999999898,1752764.1663999732,32,0.67,0.0,1008016.0,1016096256256.0
63,630,-1006.0,-1334.6399999999887,1781263.9295999699,32,0.67,0.0,1012036.0,1024216865296.0
