,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX,h
9,0.435,11.0928,368.0202540636128,-158.3104200000004,33945.3472,1358844760.576,3.131586326748079,0.29839860055611456,93.27846550447023,233.32900812507748,13909946.02517382,0.037106396396336026,5.018113134010068e-14,0.0
15,0.436,-2.1356,411.93689945366714,-157.93768640000062,32766.5192,1314804460.4192,3.0804772848388833,0.317571337739812,99.22300984161444,253.60281258763027,14711076.71610447,0.03706715625180687,5.131036763749054e-14,0.0
0,0.437,43.4264,392.8982639562164,-159.61337599999965,33832.2864,1369961785.1712,3.0418686947442604,0.30838620399659894,96.99966208183604,243.67145397983387,14431607.234121483,0.03706650505291736,5.4585945256330975e-14,0.0
7,0.438,-37.9792,380.43995387976247,-160.26630240000034,34117.2288,1381007324.3136,3.0773906755812592,0.30313444682197366,95.95903518127122,239.4186327286875,14236508.164306005,0.03709157793815568,5.3105184343921654e-14,0.0
18,0.439,9.1848,379.8382707859346,-162.1785407999993,35085.6864,1441446701.4144,3.185307231739605,0.299046696525643,95.758601792317,234.31475784554095,14292285.256474031,0.037097211114034606,5.363213148514467e-14,0.0
14,0.44,-19.0848,387.13831365017177,-162.55923199999955,34905.1376,1437745692.7424,3.1648087188204967,0.30614367140735715,97.99798559847885,240.84398143768982,14639601.611673279,0.0371094300915234,4.451407830617903e-14,0.0
11,0.441,-20.5636,385.8809667768546,-164.08481040000055,35666.5704,1486597756.368,3.197505850738083,0.30526007112527537,98.71353731701586,238.01268862705575,14685549.593356473,0.03712480609690662,3.9089911141827924e-14,0.0
20,0.442,41.7032,392.6526593603885,-164.78750079999946,35850.032,1501353149.0816,3.144728233297151,0.3070538530283371,99.44412519273554,238.35651605086215,14669183.91209935,0.037101928170786586,5.3700858740085394e-14,0.0
8,0.443,36.5284,357.0939539332976,-167.4639231999997,37721.748,1611744115.92,3.2501458402981562,0.2925422472263021,96.10549376357575,222.3831245559465,14210830.393210828,0.03715159715141949,6.033085828771256e-14,0.0
2,0.444,-34.1528,374.65138498232045,-167.74284480000046,37310.9936,1591022706.08,3.2386435770426187,0.299535095726048,98.77720769440532,228.2001079994946,14498516.175702147,0.03713694988141517,5.410407505528838e-14,0.0
19,0.445,0.2444,381.3992043375947,-168.75467999999933,37342.124,1606063092.08,3.2925083029064526,0.30240851428469606,100.04214937736383,236.75880271766465,14865734.682564892,0.0371516868682597,4.492829095528021e-14,0.0
10,0.446,29.9224,360.8622429519892,-170.36700479999956,38643.1648,1675232937.1648,3.310769053632659,0.2936464020642935,98.09578339176818,217.6945482202816,14344056.23682784,0.03716114277670358,5.5058618546908144e-14,0.0
16,0.447,-61.6936,368.5963949443503,-171.2793144000006,38917.5728,1702044821.9072,3.192403791287187,0.2968764832394715,99.63121590578797,221.34264381500225,14466074.150933743,0.03714579814635724,7.26317026857552e-14,0.0
3,0.448,-106.6668,351.79754199710806,-172.87459839999946,39652.6888,1752887517.136,2.8636254189703356,0.2892974630486722,97.89284384184404,216.84367778705837,14357051.997164086,0.03711544821741424,6.475891259475532e-14,0.0
13,0.449,-14.45,347.26057510577084,-174.25833679999974,40473.4088,1803449968.6304,3.4201184905279387,0.285719618168899,97.3981607461209,206.136462683649,14085532.811734542,0.037177651331850144,7.365993946163855e-14,0.0
5,0.45,36.7096,350.71866725761356,-174.97368000000048,40242.3968,1791904839.104,3.3613007005609554,0.28799858196275785,98.78306333945454,211.5284777256723,14451372.81154287,0.03717459693098237,7.785883471950057e-14,0.0
4,0.451,11.762,342.52230812810376,-176.7313855999993,41373.076,1874620029.2512,3.461508896914597,0.28494928312313705,98.27721242828983,205.24132838094602,14078176.039275408,0.03718697372844912,8.348195082638696e-14,0.0
1,0.452,-94.3104,337.1937337163545,-177.1069791999997,41410.424,1872343875.104,3.0729807332822396,0.2820407974078074,97.57476542553229,201.68025892081903,13907051.365594372,0.03716601773945829,6.975839151352746e-14,0.0
17,0.453,36.572,345.0463938839421,-179.03538480000068,42234.3344,1946350482.3872,3.447504650950206,0.2837332639629494,99.04492024610781,204.51774282995976,14109150.072606498,0.037191461872993846,8.043634459904384e-14,0.0
6,0.454,116.5788,343.78560341487173,-179.34961279999945,42092.3464,1928752810.9984,2.8763096249333704,0.2847320875743216,99.54429951313335,201.28228661586752,14102172.108410694,0.037146949270986565,7.895085093703652e-14,0.0
12,0.455,-100.1568,325.15631035160186,-180.5967799999996,42643.384,1969002476.7424,3.077869034654622,0.2765213631657478,97.31288792302453,197.203239713264,13847063.93299187,0.03717456959327426,7.758026934885806e-14,0.0
