,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX,h
14,0.435,11.8024,1866.8466038174229,-616.3521960000011,403808.3568,201872647121.8368,10.83679608218505,0.6853548194053005,842.8803658707266,3306.557820330754,2496903083.619128,0.14892219624335862,3.3942287434261096e-13,0.0
12,0.436,44.058,1987.567666549643,-617.9591936000006,394890.0184,199472042573.0656,10.691659264937242,0.7121322705859827,877.6886336576467,3510.538049067133,2623626937.4957533,0.1489145807605455,3.3600006940899387e-13,0.0
5,0.437,-89.2692,2107.9050420597778,-623.7217096000095,413065.2056,217010571141.488,10.855947012139392,0.7373296614070888,917.9937794690788,3626.6845896630593,2758133233.2045374,0.14892250649654643,3.515152771155532e-13,0.0
0,0.438,109.4424,1987.305589208554,-631.4940335999902,437698.3328,234186547968.6656,11.129571295391349,0.7098621856078094,892.6370261102709,3466.582750412675,2730187869.963535,0.14894132183386416,3.319697429732465e-13,0.0
2,0.439,-359.288,1916.9612296888372,-638.6663312,461930.5312,253550533355.584,9.838415389061975,0.6940957537874374,881.6432465433836,3361.066987521641,2726676542.46939,0.14886562110267954,3.30734940221645e-13,0.0
1,0.44,179.0176,1905.2036150792846,-642.4749759999993,470723.3344,261018127964.1088,11.299693789326241,0.6958405682995004,888.6546904599879,3333.144053687348,2761940786.888674,0.14899528835770803,3.4514774382889367e-13,0.0
11,0.441,-28.6348,1880.013645517116,-648.1856807999945,484440.4328,274370359593.488,11.865573959960429,0.6844798855040999,881.4610147384362,3342.1607702201,2782643389.771327,0.14902389494780796,3.6512586187257756e-13,0.0
6,0.442,-82.5132,1808.1191086663748,-655.5171168000049,509469.6264,293408827648.9632,12.097564437764326,0.6694961722524599,870.7318481121565,3075.712823217524,2723523611.2219534,0.1490402668083079,3.706721512117856e-13,0.0
18,0.443,-343.8532,1783.637902875198,-660.2156583999991,521336.0552,303187024072.3616,10.831442683614771,0.6650452030837414,871.1594838717732,2955.083381974846,2685719145.06865,0.14898474266541045,3.4448856576452716e-13,0.0
17,0.444,-88.3392,1886.4113781957421,-662.1986495999994,509296.4688,298884245857.3632,12.083291604845632,0.6867630913459926,901.3527457999146,3332.3660160223044,2913353032.5444517,0.14903526013988683,3.501262485784819e-13,0.0
9,0.445,-744.0248,1652.8236197464867,-675.9877519999939,571649.0304,352213081286.592,2.2516274995279457,0.6362654034119486,854.9357604709593,2646.0320704926617,2652842022.1971984,0.14357234321169438,3.614079043367405e-13,0.0
19,0.446,-393.2956,1652.2989175601979,-677.2670560000097,565808.86,347364693125.8336,10.940068755700018,0.6356660187968577,854.9692131074939,2742.9040733479796,2695087268.0280952,0.14902074895730066,3.5429248594201543e-13,0.0
16,0.447,364.418,1672.153839347593,-682.6451688000036,573954.1816,358519950766.9216,11.333914257079382,0.6414012282208426,868.687587769102,2845.5352013474244,2770764620.3441334,0.14905721759527032,3.0718236896374204e-13,0.0
8,0.448,621.528,1614.8441544496454,-687.9728127999928,590494.9952,374693720462.8352,7.704638389092594,0.6256488525590348,854.1124179927943,2679.517901880269,2669833929.100436,0.14881141852438423,3.427095397482274e-13,0.0
4,0.449,-677.1648,1598.5858408872737,-692.0271768000091,596217.1536,381753100460.2176,6.321549770430802,0.6237410725021355,855.9896573565402,2694.2894250783347,2683361808.949172,0.14859586268135128,3.343228349381012e-13,0.0
13,0.45,-47.2716,1742.3369037936209,-694.4950799999921,589485.4728,379103192523.408,13.079265281318111,0.6575735591837709,902.5061386736468,2972.8725141039586,2878845190.997942,0.14911664454009235,3.160141672459111e-13,0.0
20,0.451,-503.9424,1521.0115736330627,-702.7442312000053,621932.7712,408050704807.8208,10.350302903708254,0.6038853054190156,841.7236427162746,2406.7537431321657,2617124015.065913,0.14902910764835237,2.9310801999852025e-13,0.0
3,0.452,-391.012,1459.8717104850803,-706.5750783999976,627620.9744,413740579633.6832,11.758871201390226,0.5915249665565041,827.9659748239995,2324.0105953300854,2546300974.6288977,0.14909639506214767,3.589123892584433e-13,0.0
10,0.453,775.172,1479.174565735797,-712.12795919999,641820.0224,432564970868.7104,3.4306361549603306,0.5932149800268862,836.9884889291266,2369.6090450752704,2559620594.0619974,0.14719997048016398,2.9614987232555487e-13,0.0
15,0.454,-776.1976,1492.4850984254736,-717.501236800004,649117.1008,442627426494.4384,3.666161900682191,0.6039471360684331,856.4341529964895,2413.9161733249766,2626173196.7464104,0.14753671344849797,2.768531099996154e-13,0.0
7,0.455,-810.0492,1401.4473073093686,-722.4038640000002,663403.2952,455967402724.4896,1.3936075185566401,0.5730516933235636,821.7003034418742,2054.107295907126,2440868112.1554255,0.13762934407155392,2.5433108955634223e-13,0.0
