,J,M,X,E,M2,M4,dM,dE,dE2,dM2,dM4,time_correlation_mag,dX
14,0.435,0.01567890625,1920.9469375386834,-615.3809280000011,0.3842512161254883,0.18318971824970212,0.010569125994100068,0.693372377116245,850.8650397727499,0.003162471472334274,0.0022982997493631095,0.1489100212559187,3.3873570106653446e-13
12,0.436,0.084753515625,2025.9538923485088,-618.3519424000007,0.3757147926330566,0.18292974779526994,0.010353955480807,0.7188518985897075,888.1805989546724,0.003440986531100519,0.0024340933464595486,0.14890898623752047,3.343285444016262e-13
5,0.437,0.000581640625,2064.0011529726326,-627.7872080000097,0.41176679458618165,0.21055104564499633,0.010946616524399527,0.7249964146739869,906.9002867820416,0.0034076684331886937,0.0025243612160607875,0.14896763993525725,3.609914096008936e-13
0,0.438,0.279659375,1887.9725605292479,-631.7102303999903,0.42679410400390627,0.21517776758517138,0.010070372846842694,0.6893591392321573,868.1010693774037,0.003044436861205237,0.0024052045900556413,0.14892438842516473,3.2740408060645867e-13
2,0.439,0.1511078125,1771.8896650008392,-642.6833568000001,0.4674181671142578,0.24784389156250983,0.011375492906315628,0.6610399265493198,845.9672093112994,0.0028567222352138518,0.0023810004290429725,0.14899412019128253,3.3561727388915316e-13
1,0.44,0.228366015625,1925.9011547944392,-644.5292479999993,0.45742531051635743,0.2431818218632223,0.010860377750784043,0.6944042053677376,889.7175348559922,0.0030857320100357703,0.0024985358546940166,0.1489786108015881,3.3533205654302557e-13
11,0.441,0.412185546875,1947.6587576878956,-647.9701199999945,0.4599529899597168,0.2490303218858171,0.009183994570556322,0.7008268781634952,901.9282722318221,0.0032493723056120794,0.002570449684671709,0.14885532636477836,3.6001893363299153e-13
6,0.442,0.173276953125,1894.9082265634788,-654.1341872000049,0.47406377487182616,0.2591453698333091,0.011369808788749847,0.6915230113674913,899.1121274428579,0.0031104745601987574,0.002579454824107463,0.14902818914018595,3.5637058519643373e-13
18,0.443,0.1877234375,2025.6067148899892,-655.8994207999993,0.4702288314819336,0.2603083074586873,0.011252782286196389,0.7171221852257272,931.720281733617,0.003327205696181508,0.002656653444170036,0.14901325748673036,3.437342800298566e-13
17,0.444,0.125550390625,1934.059949925635,-660.8329055999993,0.47920007553100585,0.266658378209066,0.011615807312251179,0.7007729212859304,920.1878550836,0.0032303942058502354,0.0026805522437446916,0.14903594429463995,3.43704756547976e-13
9,0.445,0.254333203125,1607.3416686487617,-673.282151999994,0.5346998069763184,0.309867560465305,0.01169915682703721,0.6260355131867997,837.5387961701083,0.0025715317753527527,0.0024053950770591,0.14906683427963313,3.48754913642424e-13
19,0.446,0.06495859375,1645.8320074150106,-678.5554608000098,0.5421823608398437,0.3199245570119703,0.012517689921217073,0.6350339715519197,855.2410725726417,0.0026846540480285367,0.0024559343625043875,0.1491005596526165,3.5740989031165054e-13
16,0.447,0.746659765625,1484.633227119164,-686.2926888000037,0.568739476776123,0.34291150697081757,0.0017626549138441813,0.5964691521970685,813.1667644776014,0.00230484543801137,0.0023152492018841363,0.1415150798879058,2.999646571564795e-13
8,0.448,0.03472109375,1661.5283401685301,-688.4720639999928,0.5628878219604492,0.3441218115470081,0.012791229204629682,0.6380926090319547,869.7999988020224,0.002757619907689422,0.0025256968796129554,0.14911349247716016,3.344899123365529e-13
4,0.449,0.512416796875,1640.9671172586386,-692.4894672000091,0.5683842720031739,0.34722166502087204,0.009434216329978819,0.636067224030477,870.8759650441987,0.0025863973497529053,0.002446374230085783,0.14898357375185245,3.171570745368494e-13
13,0.45,0.756625390625,1585.6282738943119,-698.744159999992,0.585919034576416,0.3649579759759858,0.0019382697920946625,0.6229040597511194,862.3421371826662,0.0024433397722558,0.0024473356269707493,0.14312237129606428,3.1725513092282363e-13
20,0.451,0.45821328125,1636.006474554306,-702.0114464000054,0.5885973007202149,0.3688240894027811,0.010499816619065804,0.6306011403607387,876.1494696038083,0.0024818279704627647,0.0024582344725963216,0.14904672947133873,2.885503977809393e-13
3,0.452,0.771273046875,1444.895416737534,-708.2821919999976,0.6041905220031738,0.38273011567215726,0.001600705282400582,0.5864578801828944,824.9171698808655,0.0021907915870607387,0.0023328559329472602,0.14060418991930465,3.5179384398654503e-13
10,0.453,0.01712265625,1628.1999183040462,-710.7798311999901,0.5995805709838867,0.38365190180648934,0.013213132386319833,0.6277973662460902,882.1430460074505,0.002584479919669082,0.002527291638421844,0.14912811547001295,2.847939481925628e-13
15,0.454,0.785792578125,1410.795635130431,-717.6294464000039,0.6245553337097168,0.40447714967800713,0.0013836791270147343,0.5776792185103585,822.2924333081485,0.001962917579306708,0.0021979479343957812,0.1383222617890156,2.737997778845038e-13
7,0.455,0.149388671875,1270.71827754291,-722.8286520000001,0.6340630332946777,0.4164351790318935,0.013351279335388856,0.547142261732191,785.7338530392251,0.0019696779329023808,0.002187232227515041,0.14916182162143182,2.534265191436359e-13
