,T,M,E,E2,X,J,B,M2,M4
0,0,3168.0,-3168.0,10036224.0,64,0.0,1.0,10036224.0,100725792178176.0
1,10,3116.0,-3116.0,9709456.0,64,0.0,1.0,9709456.0,94273535815936.0
2,20,3132.0,-3132.0,9809424.0,64,0.0,1.0,9809424.0,96224799211776.0
3,30,3098.0,-3098.0,9597604.0,64,0.0,1.0,9597604.0,92114002540816.0
4,40,3124.0,-3124.0,9759376.0,64,0.0,1.0,9759376.0,95245419909376.0
5,50,3142.0,-3142.0,9872164.0,64,0.0,1.0,9872164.0,97459622042896.0
6,60,3036.0,-3036.0,9217296.0,64,0.0,1.0,9217296.0,84958545551616.0
7,70,3158.0,-3158.0,9972964.0,64,0.0,1.0,9972964.0,99460010945296.0
8,80,3136.0,-3136.0,9834496.0,64,0.0,1.0,9834496.0,96717311574016.0
9,90,3154.0,-3154.0,9947716.0,64,0.0,1.0,9947716.0,98957053616656.0
10,100,3144.0,-3144.0,9884736.0,64,0.0,1.0,9884736.0,97708005789696.0
11,110,3154.0,-3154.0,9947716.0,64,0.0,1.0,9947716.0,98957053616656.0
12,120,3158.0,-3158.0,9972964.0,64,0.0,1.0,9972964.0,99460010945296.0
13,130,3194.0,-3194.0,10201636.0,64,0.0,1.0,10201636.0,104073377076496.0
14,140,3130.0,-3130.0,9796900.0,64,0.0,1.0,9796900.0,95979249610000.0
15,150,3154.0,-3154.0,9947716.0,64,0.0,1.0,9947716.0,98957053616656.0
16,160,3148.0,-3148.0,9909904.0,64,0.0,1.0,9909904.0,98206197289216.0
17,170,3116.0,-3116.0,9709456.0,64,0.0,1.0,9709456.0,94273535815936.0
18,180,3106.0,-3106.0,9647236.0,64,0.0,1.0,9647236.0,93069162439696.0
19,190,3082.0,-3082.0,9498724.0,64,0.0,1.0,9498724.0,90225757628176.0
20,200,3106.0,-3106.0,9647236.0,64,0.0,1.0,9647236.0,93069162439696.0
21,210,3132.0,-3132.0,9809424.0,64,0.0,1.0,9809424.0,96224799211776.0
22,220,3116.0,-3116.0,9709456.0,64,0.0,1.0,9709456.0,94273535815936.0
23,230,3116.0,-3116.0,9709456.0,64,0.0,1.0,9709456.0,94273535815936.0
24,240,3128.0,-3128.0,9784384.0,64,0.0,1.0,9784384.0,95734170259456.0
25,250,3146.0,-3146.0,9897316.0,64,0.0,1.0,9897316.0,97956864003856.0
26,260,3110.0,-3110.0,9672100.0,64,0.0,1.0,9672100.0,93549518410000.0
27,270,3156.0,-3156.0,9960336.0,64,0.0,1.0,9960336.0,99208293232896.0
28,280,3098.0,-3098.0,9597604.0,64,0.0,1.0,9597604.0,92114002540816.0
29,290,3114.0,-3114.0,9696996.0,64,0.0,1.0,9696996.0,94031731424016.0
30,300,3160.0,-3160.0,9985600.0,64,0.0,1.0,9985600.0,99712207360000.0
31,310,3132.0,-3132.0,9809424.0,64,0.0,1.0,9809424.0,96224799211776.0
32,320,3056.0,-3056.0,9339136.0,64,0.0,1.0,9339136.0,87219461226496.0
33,330,3158.0,-3158.0,9972964.0,64,0.0,1.0,9972964.0,99460010945296.0
34,340,3172.0,-3172.0,10061584.0,64,0.0,1.0,10061584.0,101235472589056.0
35,350,3056.0,-3056.0,9339136.0,64,0.0,1.0,9339136.0,87219461226496.0
36,360,3096.0,-3096.0,9585216.0,64,0.0,1.0,9585216.0,91876365766656.0
37,370,3168.0,-3168.0,10036224.0,64,0.0,1.0,10036224.0,100725792178176.0
38,380,3074.0,-3074.0,9449476.0,64,0.0,1.0,9449476.0,89292596674576.0
39,390,3036.0,-3036.0,9217296.0,64,0.0,1.0,9217296.0,84958545551616.0
40,400,3090.0,-3090.0,9548100.0,64,0.0,1.0,9548100.0,91166213610000.0
41,410,3082.0,-3082.0,9498724.0,64,0.0,1.0,9498724.0,90225757628176.0
42,420,3108.0,-3108.0,9659664.0,64,0.0,1.0,9659664.0,93309108592896.0
43,430,3178.0,-3178.0,10099684.0,64,0.0,1.0,10099684.0,102003616899856.0
44,440,3064.0,-3064.0,9388096.0,64,0.0,1.0,9388096.0,88136346505216.0
45,450,3152.0,-3152.0,9935104.0,64,0.0,1.0,9935104.0,98706291490816.0
46,460,3132.0,-3132.0,9809424.0,64,0.0,1.0,9809424.0,96224799211776.0
47,470,3136.0,-3136.0,9834496.0,64,0.0,1.0,9834496.0,96717311574016.0
48,480,3082.0,-3082.0,9498724.0,64,0.0,1.0,9498724.0,90225757628176.0
49,490,3088.0,-3088.0,9535744.0,64,0.0,1.0,9535744.0,90930413633536.0
50,500,3152.0,-3152.0,9935104.0,64,0.0,1.0,9935104.0,98706291490816.0
51,510,3072.0,-3072.0,9437184.0,64,0.0,1.0,9437184.0,89060441849856.0
52,520,3118.0,-3118.0,9721924.0,64,0.0,1.0,9721924.0,94515806261776.0
