#! FIELDS es.morethan file.free der_es.morethan
#! SET min_es.morethan 589.453
#! SET max_es.morethan 983.558
#! SET nbins_es.morethan  373
#! SET periodic_es.morethan false
  589.453000000 2854.339522121   -0.136635511
  590.512422043 2854.060326475   -0.423591877
  591.571844086 2853.297409107   -1.109490774
  592.631266129 2851.437347134   -2.555791883
  593.690688172 2847.474185070   -5.143033775
  594.750110215 2840.065971429   -9.054113625
  595.809532258 2827.941083047  -13.927195985
  596.868954301 2810.592017593  -18.681921071
  597.928376344 2788.915447259  -21.812144463
  598.987798387 2765.420763872  -21.982657387
  600.047220430 2743.529078326  -18.819355850
  601.106642473 2726.457455037  -13.076985922
  602.166064516 2716.198641102   -6.238982183
  603.225486559 2713.043368916    0.068433981
  604.284908602 2715.668899700    4.491832448
  605.344330645 2721.595890665    6.212015364
  606.403752688 2727.820187113    5.095531291
  607.463174731 2731.581636367    1.730625019
  608.522596774 2731.073374473   -2.773781411
  609.582018817 2725.696888879   -7.266972773
  610.641440860 2716.030163749  -10.742847259
  611.700862903 2703.560778665  -12.458421696
  612.760284946 2690.383854695  -12.107998970
  613.819706989 2678.474999121  -10.184685269
  614.879129032 2668.888098596   -8.032290751
  615.938551075 2661.106953138   -6.896695261
  616.997973118 2653.851990086   -7.024377663
  618.057395161 2646.292867505   -7.097953830
  619.116817204 2639.328273893   -5.734952460
  620.176239247 2634.680972085   -2.866700036
  621.235661290 2633.181459987   -0.194383539
  622.295083333 2633.452791839    0.196828033
  623.354505376 2632.644347414   -2.066549782
  624.413927419 2628.701499609   -5.314275208
  625.473349462 2621.817518152   -7.425414656
  626.532771505 2613.622096421   -7.887846158
  627.592193548 2605.354038855   -7.746852030
  628.651615591 2597.076933042   -8.009807893
  629.711037634 2588.522226558   -7.948939583
  630.770459677 2580.828894836   -6.218095019
  631.829881720 2576.049871348   -2.617262918
  632.889303763 2575.423947453    1.190595062
  633.948725806 2577.886927994    2.942785874
  635.008147849 2580.573146644    1.638006368
  636.067569892 2580.598117107   -1.761728641
  637.126991935 2576.921153215   -4.924543890
  638.186413978 2571.098380323   -5.556451954
  639.245836022 2566.618655537   -2.314306964
  640.305258065 2567.313927066    3.933644439
  641.364680108 2574.975601336   10.260729480
  642.424102151 2587.828241374   13.146301440
  643.483524194 2600.968929222   10.712371133
  644.542946237 2609.092091364    4.115862603
  645.602368280 2609.547287510   -3.037335783
  646.661790323 2603.678007334   -7.376530214
  647.721212366 2595.417272310   -7.566646742
  648.780634409 2588.782082284   -4.649478243
  649.840056452 2585.803865271   -1.094196641
  650.899478495 2585.839897420    0.614482996
  651.958900538 2586.106810672   -0.639378939
  653.018322581 2583.505915796   -4.707385181
  654.077744624 2575.799485512   -9.933811519
  655.137166667 2562.796377798  -14.343589143
  656.196588710 2546.195908204  -16.557332675
  657.256010753 2528.661279488  -16.096720113
  658.315432796 2512.940719412  -13.354116103
  659.374854839 2501.029109108   -8.939779646
  660.434276882 2494.196760948   -3.993147025
  661.493698925 2492.452361226    0.532977765
  662.553120968 2494.838114168    3.612507256
  663.612543011 2499.498454656    4.829235437
  664.671965054 2504.273725707    3.806970638
  665.731387097 2506.765247723    0.471775860
  666.790809140 2504.768222910   -4.351922544
  667.850231183 2497.718758105   -8.609631091
  668.909653226 2487.789567594   -9.501306012
  669.969075269 2479.504079336   -5.377665213
  671.028497312 2477.454218453    1.660763055
  672.087919355 2482.403263665    6.891360297
  673.147341398 2489.963254927    6.033253196
  674.206763441 2492.792071455   -1.673917385
  675.266185484 2485.144302841  -12.927100474
  676.325607527 2466.130363990  -22.204680788
  677.385029570 2440.389633941  -25.181029115
  678.444451613 2415.373705677  -21.133276389
  679.503873656 2397.172206858  -12.891275656
  680.563295699 2387.894008606   -5.035149723
  681.622717742 2385.132535637   -1.046167423
  682.682139785 2384.159732025   -1.557231795
  683.741561828 2380.875976013   -4.918800015
  684.800983871 2373.654658297   -8.550152366
  685.860405914 2363.439492811  -10.303299659
  686.919827957 2352.769574283   -9.543449415
  687.979250000 2343.897613806   -7.071930426
  689.038672043 2337.639563185   -4.979163769
  690.098094086 2332.653660775   -4.937420103
  691.157516129 2326.467733604   -7.058521383
  692.216938172 2317.512163699   -9.797104792
  693.276360215 2306.257958158  -11.168730330
  694.335782258 2294.769334218  -10.153681355
  695.395204301 2285.344942037   -7.525021818
  696.454626344 2278.776945454   -5.223098981
  697.514048387 2273.771871920   -4.590431258
  698.573470430 2268.455328049   -5.669233058
  699.632892473 2261.827372507   -6.733817341
  700.692314516 2254.882311610   -6.190115563
  701.751736559 2249.356945875   -4.183470808
  702.811158602 2245.742785945   -2.945188191
  703.870580645 2242.173378004   -4.411302267
  704.930002688 2235.760585275   -7.920675893
  705.989424731 2225.726243620  -10.683490899
  707.048846774 2214.414642753  -10.028121007
  708.108268817 2205.711955207   -6.047150926
  709.167690860 2201.967083602   -1.261369088
  710.227112903 2202.370013058    1.452405500
  711.286534946 2203.887906225    0.893043055
  712.345956989 2203.454819576   -2.022142122
  713.405379032 2199.587711982   -5.253890761
  714.464801075 2192.835043799   -7.247237029
  715.524223118 2184.916296360   -7.463977305
  716.583645161 2177.544735067   -6.319105495
  717.643067204 2171.679924033   -4.781254345
  718.702489247 2167.270574383   -3.877310485
  719.761911290 2163.312961077   -3.808971318
  720.821333333 2159.036913161   -4.348174545
  721.880755376 2154.206988289   -4.763241764
  722.940177419 2149.175085688   -4.823741176
  723.999599462 2144.181883884   -4.695238695
  725.059021505 2139.222377606   -4.758260159
  726.118443548 2134.184055631   -4.695630425
  727.177865591 2129.571330252   -3.987903552
  728.237287634 2126.192859993   -2.357956324
  729.296709677 2124.541434467   -0.923070535
  730.356131720 2123.850372883   -0.742803101
  731.415553763 2122.545763768   -1.848734057
  732.474975806 2119.875220231   -3.133814873
  733.534397849 2116.408573351   -3.208178012
  734.593819892 2113.823255936   -1.416807066
  735.653241935 2113.910698869    1.537617329
  736.712663978 2117.211677967    4.471410096
  737.772086022 2122.886387547    5.798624926
  738.831508065 2128.512744189    4.266661332
  739.890930108 2130.999734882   -0.110841936
  740.950352151 2128.071045329   -5.446182439
  742.009774194 2120.102610921   -9.239450815
  743.069196237 2109.791055044   -9.664412217
  744.128618280 2100.695295809   -7.210766057
  745.188040323 2094.772188818   -4.221174641
  746.247462366 2091.236445414   -2.951819584
  747.306884409 2087.709678942   -4.191805498
  748.366306452 2081.932707768   -6.854498237
  749.425728495 2073.350764609   -9.281767770
  750.485150538 2062.927917064  -10.108975379
  751.544572581 2052.576057739   -9.303291306
  752.603994624 2043.742060600   -7.233729686
  753.663416667 2037.419216919   -4.715252507
  754.722838710 2033.782900302   -2.194269872
  755.782260753 2032.636115989   -0.209363404
  756.841682796 2033.015242215    0.594635154
  757.901104839 2033.351247061   -0.333340070
  758.960526882 2031.713532331   -3.047242846
  760.019948925 2026.597526422   -6.695701917
  761.079370968 2017.717885973   -9.915461949
  762.138793011 2006.351036778  -11.302605881
  763.198215054 1994.734259750  -10.399930601
  764.257637097 1984.964766425   -8.020417957
  765.317059140 1977.655586173   -6.045365824
  766.376481183 1971.584408116   -5.901349128
  767.435903226 1964.640594433   -7.526754549
  768.495325269 1955.742405904   -9.132491027
  769.554747312 1946.055895820   -8.767537710
  770.614169355 1938.061269659   -6.256651883
  771.673591398 1932.998368782   -3.574468405
  772.733013441 1929.802150212   -2.914850604
  773.792435484 1926.133877165   -4.262691307
  774.851857527 1921.077411664   -5.104751145
  775.911279570 1916.253265693   -3.701400393
  776.970701613 1913.696897314   -1.274430999
  778.030123656 1912.821352289   -1.046478577
  779.089545699 1910.222290656   -4.552095037
  780.148967742 1902.808024651   -9.319195600
  781.208389785 1891.447252156  -11.524070285
  782.267811828 1880.107445100   -9.425778219
  783.327233871 1872.398214251   -5.226999684
  784.386655914 1868.530368645   -2.597463667
  785.446077957 1865.938356624   -2.844960775
  786.505500000 1862.123389137   -4.360506248
  787.564922043 1856.950447867   -5.366624317
  788.624344086 1851.157491028   -5.641749945
  789.683766129 1844.991982215   -6.366563987
  790.743188172 1837.679466760   -7.483021094
  791.802610215 1829.464915253   -7.732863490
  792.862032258 1822.154117048   -5.756665152
  793.921454301 1818.017429744   -2.214759127
  794.980876344 1817.479781615    0.744048228
  796.040298387 1818.619483161    0.705178602
  797.099720430 1817.944287377   -2.450952194
  798.159142473 1812.912881633   -7.226398903
  799.218564516 1802.972947866  -11.288260485
  800.277986559 1789.825947023  -13.313559084
  801.337408602 1775.813341530  -12.797117218
  802.396830645 1763.455202635  -10.303191749
  803.456252688 1754.353316969   -7.078470001
  804.515674731 1748.418614328   -4.500992471
  805.575096774 1744.162951069   -4.175694071
  806.634518817 1738.905557882   -6.098697442
  807.693940860 1731.062414841   -8.610680714
  808.753362903 1721.345831317   -9.461550206
  809.812784946 1712.037301412   -7.762158689
  810.872206989 1705.307497507   -5.117488272
  811.931629032 1700.943123378   -3.519586126
  812.991051075 1697.282166108   -3.886612452
  814.050473118 1692.421768551   -5.463120771
  815.109895161 1685.817288235   -6.988802582
  816.169317204 1678.017060204   -7.802839843
  817.228739247 1669.736465240   -7.898097908
  818.288161290 1661.416314966   -7.951827002
  819.347583333 1652.910812444   -8.128227307
  820.407005376 1644.271601628   -8.344237197
  821.466427419 1635.712325916   -7.794337879
  822.525849462 1628.285484881   -6.208636785
  823.585271505 1622.899552675   -4.026562661
  824.644693548 1619.623905339   -2.458594088
