#! FIELDS es.morethan file.free der_es.morethan
#! SET min_es.morethan -10.1735
#! SET max_es.morethan 221.469
#! SET nbins_es.morethan  220
#! SET periodic_es.morethan false
  -10.173500000 2884.297478887   -1.595248365
   -9.115771689 2880.981532332   -5.229746523
   -8.058043379 2871.098510204  -14.843891457
   -7.000315068 2845.227828559  -36.784541553
   -5.942586758 2785.806580268  -79.695485510
   -4.884858447 2666.593983987 -150.405572112
   -3.827130137 2458.544601222 -245.987926759
   -2.769401826 2144.204210398 -346.427213241
   -1.711673516 1736.654964592 -415.505848364
   -0.653945205 1289.347084383 -416.761759483
    0.403783105  883.730799958 -337.688159179
    1.461511416  594.467260645 -204.148803133
    2.519239726  452.180754952  -69.283827206
    3.576968037  430.825684430   18.675813449
    4.634696347  469.240228548   44.517485243
    5.692424658  509.980599796   28.409157846
    6.750152968  526.435488342    3.827269120
    7.807881279  523.017294881   -7.278782149
    8.865609589  516.445121897   -3.253803789
    9.923337900  517.828474395    5.890744423
   10.981066210  527.487501345   11.513330238
   12.038794521  540.312157102   12.221082319
   13.096522831  553.136839074   10.999345997
   14.154251142  565.429225142   12.229716298
   15.211979452  580.066105617   15.439752009
   16.269707763  598.228395467   18.657032908
   17.327436073  618.954407023   20.176024411
   18.385164384  640.341179986   19.716740719
   19.442892694  660.882457424   18.642385457
   20.500621005  680.416598976   18.188888312
   21.558349315  699.913376077   18.459506381
   22.616077626  719.902391547   19.239365042
   23.673805936  740.738629548   19.753076175
   24.731534247  761.791180255   19.539454710
   25.789262557  782.064720699   18.523310736
   26.846990868  800.990498566   17.005620424
   27.904719178  818.555573771   16.118631964
   28.962447489  835.768201136   16.195361178
   30.020175799  853.258654748   16.691797527
   31.077904110  870.957713845   16.211108815
   32.135632420  887.723713263   15.156112587
   33.193360731  903.399742514   14.472997964
   34.251089041  919.073115952   15.106653949
   35.308817352  935.957124331   16.719753375
   36.366545662  954.501987231   17.978877168
   37.424273973  973.998274004   18.551258467
   38.482002283  993.956175859   18.932403680
   39.539730594 1014.435258102   19.721658617
   40.597458904 1035.759265645   20.185847294
   41.655187215 1057.002115057   19.467472662
   42.712915525 1076.585340637   16.980862301
   43.770643836 1092.940197697   13.707517867
   44.828372146 1105.913908595   10.812386901
   45.886100457 1116.576552336    9.400698173
   46.943828767 1126.644984924    9.537239752
   48.001557078 1137.435322969   10.775631743
   49.059285388 1149.621920331   12.031521172
   50.117013699 1162.920752582   12.874002714
   51.174742009 1176.887557218   13.245956711
   52.232470320 1191.126918036   13.320425532
   53.290198630 1205.240411155   13.085170551
   54.347926941 1218.823754756   12.353284754
   55.405655251 1231.536016033   11.425884852
   56.463383562 1243.504894063   11.313555495
   57.521111872 1255.934775749   12.091434552
   58.578840183 1269.411305978   13.173206354
   59.636568493 1283.469310643   12.947889545
   60.694296804 1296.334100561   10.790157652
   61.752025114 1306.172401529    7.560647212
   62.809753425 1312.722484559    4.898898493
   63.867481735 1317.227058427    3.707927105
   64.925210046 1321.405256921    4.088629301
   65.982938356 1326.459638177    5.427196241
   67.040666667 1333.075219266    6.775631952
   68.098394977 1340.838112962    7.699276161
   69.156123288 1349.158904565    7.568682570
   70.213851598 1356.770859153    6.535929035
   71.271579909 1363.014575416    5.030164352
   72.329308219 1367.797381774    4.079676758
   73.387036530 1372.065583564    3.968587923
   74.444764840 1376.527280838    4.249903588
   75.502493151 1381.191206652    4.257830002
   76.560221461 1385.497620129    3.598398134
   77.617949772 1388.917462616    2.553240573
   78.675678082 1391.152633482    1.549354643
   79.733406393 1392.304531111    0.412433254
   80.791134703 1392.235189242   -0.680241451
   81.848863014 1391.241271225   -1.292814972
   82.906591324 1390.073128058   -0.874524388
   83.964319635 1389.755528817    0.162000826
   85.022047945 1390.492694033    1.039539893
   86.079776256 1391.781548898    0.966902890
   87.137504566 1392.541774282    0.240333820
   88.195232877 1392.300492073   -0.951069210
   89.252961187 1390.574821348   -2.541142062
   90.310689498 1386.984279657   -4.425978075
   91.368417808 1381.628541355   -5.580563355
   92.426146119 1376.091586275   -4.621679770
   93.483874429 1373.004043143   -1.021875008
   94.541602740 1374.465762944    3.583568500
   95.599331050 1380.171707272    6.561739839
   96.657059361 1387.439690272    6.436628360
   97.714787671 1393.249053075    4.291300812
   98.772515982 1396.737967462    2.400714125
   99.830244292 1399.110651698    2.185046307
  100.887972603 1401.850924700    2.751848616
  101.945700913 1404.673891121    2.067151774
  103.003429224 1405.526834770   -0.832172015
  104.061157534 1402.698447192   -4.680608816
  105.118885845 1396.367133346   -7.058567710
  106.176614155 1388.855879094   -6.986189405
  107.234342466 1382.382324311   -5.274486733
  108.292070776 1377.714053371   -3.932249524
  109.349799087 1373.853305170   -3.659339832
  110.407527397 1369.923916557   -3.859934537
  111.465255708 1366.199208132   -3.178969690
  112.522984018 1363.880754256   -1.234453371
  113.580712329 1363.789912733    0.775693992
  114.638440639 1365.089429722    1.129481045
  115.696168950 1365.560566956   -0.704838324
  116.753897260 1363.377294715   -3.561061221
  117.811625571 1358.583401668   -5.352359450
  118.869353881 1353.033455155   -4.939635501
  119.927082192 1348.836551723   -3.051506279
  120.984810502 1346.635161037   -1.523092801
  122.042538813 1345.385093627   -1.208560406
  123.100267123 1343.898454708   -1.781846031
  124.157995434 1341.684155555   -2.589778388
  125.215723744 1338.545251454   -3.673957987
  126.273452055 1333.741792055   -5.596279299
  127.331180365 1326.673993008   -7.933927642
  128.388908676 1317.746254591   -8.726724914
  129.446636986 1309.317766109   -6.845642040
  130.504365297 1303.961922369   -3.423359671
