,T,M,E,E2,X,J,B,M2,M4
0,0,86.0,-115.20000000000006,13271.040000000014,16,0.4,0.0,7396.0,54700816.0
1,10,82.0,-103.99999999999991,10815.999999999982,16,0.4,0.0,6724.0,45212176.0
2,20,20.0,-84.79999999999991,7191.039999999985,16,0.4,0.0,400.0,160000.0
3,30,-126.0,-119.9999999999999,14399.999999999976,16,0.4,0.0,15876.0,252047376.0
4,40,-164.0,-137.59999999999994,18933.759999999984,16,0.4,0.0,26896.0,723394816.0
5,50,-190.0,-137.59999999999988,18933.759999999966,16,0.4,0.0,36100.0,1303210000.0
6,60,-178.0,-135.99999999999994,18495.999999999985,16,0.4,0.0,31684.0,1003875856.0
7,70,-132.0,-131.19999999999987,17213.439999999966,16,0.4,0.0,17424.0,303595776.0
8,80,-18.0,-118.3999999999999,14018.559999999978,16,0.4,0.0,324.0,104976.0
9,90,-78.0,-102.40000000000003,10485.760000000007,16,0.4,0.0,6084.0,37015056.0
10,100,-102.0,-105.59999999999992,11151.359999999984,16,0.4,0.0,10404.0,108243216.0
11,110,-120.0,-123.19999999999993,15178.239999999983,16,0.4,0.0,14400.0,207360000.0
12,120,-152.0,-116.79999999999997,13642.239999999993,16,0.4,0.0,23104.0,533794816.0
13,130,-110.0,-127.9999999999999,16383.999999999975,16,0.4,0.0,12100.0,146410000.0
14,140,-52.0,-103.99999999999989,10815.999999999976,16,0.4,0.0,2704.0,7311616.0
15,150,-58.0,-96.0,9216.0,16,0.4,0.0,3364.0,11316496.0
16,160,-70.0,-116.79999999999984,13642.239999999963,16,0.4,0.0,4900.0,24010000.0
17,170,-50.0,-108.79999999999984,11837.439999999966,16,0.4,0.0,2500.0,6250000.0
18,180,-44.0,-121.59999999999985,14786.559999999965,16,0.4,0.0,1936.0,3748096.0
19,190,-80.0,-124.79999999999988,15575.039999999972,16,0.4,0.0,6400.0,40960000.0
20,200,-18.0,-108.8,11837.439999999999,16,0.4,0.0,324.0,104976.0
21,210,-28.0,-116.79999999999995,13642.239999999989,16,0.4,0.0,784.0,614656.0
22,220,-16.0,-107.19999999999996,11491.839999999991,16,0.4,0.0,256.0,65536.0
23,230,38.0,-118.39999999999988,14018.55999999997,16,0.4,0.0,1444.0,2085136.0
24,240,130.0,-116.7999999999998,13642.239999999952,16,0.4,0.0,16900.0,285610000.0
25,250,120.0,-137.59999999999988,18933.759999999966,16,0.4,0.0,14400.0,207360000.0
26,260,96.0,-103.99999999999987,10815.999999999973,16,0.4,0.0,9216.0,84934656.0
27,270,84.0,-129.59999999999988,16796.15999999997,16,0.4,0.0,7056.0,49787136.0
28,280,52.0,-92.8,8611.84,16,0.4,0.0,2704.0,7311616.0
29,290,88.0,-123.19999999999982,15178.239999999954,16,0.4,0.0,7744.0,59969536.0
30,300,86.0,-103.99999999999996,10815.99999999999,16,0.4,0.0,7396.0,54700816.0
31,310,70.0,-97.60000000000002,9525.760000000004,16,0.4,0.0,4900.0,24010000.0
32,320,144.0,-129.59999999999988,16796.15999999997,16,0.4,0.0,20736.0,429981696.0
33,330,146.0,-123.1999999999999,15178.239999999976,16,0.4,0.0,21316.0,454371856.0
34,340,144.0,-116.79999999999993,13642.239999999983,16,0.4,0.0,20736.0,429981696.0
