# Time-averaged data for fix MSD_output
# TimeStep c_MSD[4]
1000 1.60349
2000 4.33478
3000 6.89195
4000 9.69048
5000 12.7948
6000 15.2268
7000 18.1505
8000 21.6016
9000 23.751
10000 26.7359
11000 29.7358
12000 33.1467
13000 36.0263
14000 38.5895
15000 40.9403
16000 43.5306
17000 46.4216
18000 49.7588
19000 52.619
20000 53.9879
21000 56.644
22000 58.1988
23000 62.2485
24000 65.8402
25000 69.2186
26000 71.5938
27000 74.1866
28000 76.8372
29000 79.3749
30000 82.5391
31000 85.5448
32000 87.8212
33000 91.4741
34000 94.4234
35000 96.9735
36000 99.2116
37000 101.533
38000 103.491
39000 105.882
40000 108.068
41000 111.017
42000 115.124
43000 117.557
44000 120.981
45000 124.025
46000 127.972
47000 130.498
48000 132.776
49000 135.796
50000 139.671
51000 143.272
52000 145.674
53000 147.65
54000 150.194
55000 152.838
56000 154.77
57000 155.249
58000 155.986
59000 159.172
60000 162.286
61000 165.298
62000 168.125
63000 170.82
64000 172.897
65000 175.872
66000 177.459
67000 180.367
68000 181.925
69000 183.768
70000 186.671
71000 189.874
72000 193.891
73000 199.036
74000 201.879
75000 203.074
76000 206.207
77000 210.051
78000 212.749
79000 215.585
80000 219.248
81000 221.989
82000 226.745
83000 229.539
84000 231.185
85000 231.893
86000 234.551
87000 239.067
88000 241.232
89000 242.219
90000 244.265
91000 247.348
92000 250.325
93000 251.943
94000 254.321
95000 258.424
96000 259.123
97000 264.427
98000 268.692
99000 272.591
100000 274.076
101000 276.094
102000 278.441
103000 280.266
104000 284.322
105000 286.305
106000 289.82
107000 294.658
108000 297.557
109000 302.456
110000 308.163
111000 311.175
112000 312.932
113000 315.251
114000 318.04
115000 320.99
116000 324.869
117000 329.064
118000 333.161
119000 336.011
120000 338.939
121000 342.904
122000 347.576
123000 352.043
124000 355.802
125000 357.308
126000 357.989
127000 360.421
128000 362.533
129000 364.923
130000 366.817
131000 370.297
132000 372.744
133000 376.646
134000 378.274
135000 382.739
136000 389.106
137000 391.87
138000 396.023
139000 397.441
140000 398.988
141000 399.491
142000 400.968
143000 402.71
144000 405.412
145000 410.223
146000 412.896
147000 410.776
148000 413.038
149000 416.083
150000 418.567
151000 420.389
152000 421.909
153000 423.025
154000 427.358
155000 430.976
156000 435.691
157000 440.76
158000 445.038
159000 449.089
160000 449.516
161000 451.162
162000 454.252
163000 457.794
164000 461.246
165000 465.874
166000 469.371
167000 473.525
168000 475.411
169000 478.482
170000 482.327
171000 484.841
172000 487.293
173000 491.697
174000 495.82
175000 496.887
176000 500.78
177000 502.919
178000 505.86
179000 507.002
180000 510.864
181000 513.405
182000 513.425
183000 515.527
184000 518.244
185000 521.637
186000 523.71
187000 527.578
188000 531.754
189000 537.017
190000 539.533
191000 545.921
192000 552.451
193000 554.611
194000 555.232
195000 559.254
196000 563.012
197000 563.06
198000 565.356
199000 568.104
