# Time-correlated data for fix VACF_output
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_VACF[1]*c_VACF[1]
10000000 100
1 0 10000001 0.00150315
2 1 10000000 0.00148359
3 2 9999999 0.00142664
4 3 9999998 0.00133699
5 4 9999997 0.00122142
6 5 9999996 0.0010877
7 6 9999995 0.000943674
8 7 9999994 0.000796478
9 8 9999993 0.000652184
10 9 9999992 0.000515599
11 10 9999991 0.00039025
12 11 9999990 0.000278468
13 12 9999989 0.000181535
14 13 9999988 9.98515e-05
15 14 9999987 3.31183e-05
16 15 9999986 -1.95009e-05
17 16 9999985 -5.92251e-05
18 17 9999984 -8.75223e-05
19 18 9999983 -0.000105996
20 19 9999982 -0.00011629
21 20 9999981 -0.000120015
22 21 9999980 -0.000118686
23 22 9999979 -0.000113685
24 23 9999978 -0.000106227
25 24 9999977 -9.73455e-05
26 25 9999976 -8.78872e-05
27 26 9999975 -7.85143e-05
28 27 9999974 -6.97147e-05
29 28 9999973 -6.18187e-05
30 29 9999972 -5.50185e-05
31 30 9999971 -4.93906e-05
32 31 9999970 -4.49193e-05
33 32 9999969 -4.15189e-05
34 33 9999968 -3.90556e-05
35 34 9999967 -3.73666e-05
36 35 9999966 -3.62775e-05
37 36 9999965 -3.5616e-05
38 37 9999964 -3.52229e-05
39 38 9999963 -3.49596e-05
40 39 9999962 -3.47125e-05
41 40 9999961 -3.43941e-05
42 41 9999960 -3.39433e-05
43 42 9999959 -3.33228e-05
44 43 9999958 -3.25168e-05
45 44 9999957 -3.15275e-05
46 45 9999956 -3.03714e-05
47 46 9999955 -2.90753e-05
48 47 9999954 -2.76724e-05
49 48 9999953 -2.61989e-05
50 49 9999952 -2.46911e-05
51 50 9999951 -2.31835e-05
52 51 9999950 -2.17072e-05
53 52 9999949 -2.02884e-05
54 53 9999948 -1.89479e-05
55 54 9999947 -1.77007e-05
56 55 9999946 -1.65565e-05
57 56 9999945 -1.55205e-05
58 57 9999944 -1.45942e-05
59 58 9999943 -1.37756e-05
60 59 9999942 -1.30598e-05
61 60 9999941 -1.24388e-05
62 61 9999940 -1.19017e-05
63 62 9999939 -1.14353e-05
64 63 9999938 -1.10247e-05
65 64 9999937 -1.06535e-05
66 65 9999936 -1.03053e-05
67 66 9999935 -9.96383e-06
68 67 9999934 -9.61415e-06
69 68 9999933 -9.2431e-06
70 69 9999932 -8.84045e-06
71 70 9999931 -8.39977e-06
72 71 9999930 -7.91907e-06
73 72 9999929 -7.40101e-06
74 73 9999928 -6.85273e-06
75 74 9999927 -6.28518e-06
76 75 9999926 -5.71213e-06
77 76 9999925 -5.14903e-06
78 77 9999924 -4.61168e-06
79 78 9999923 -4.11481e-06
80 79 9999922 -3.67058e-06
81 80 9999921 -3.28741e-06
82 81 9999920 -2.96927e-06
83 82 9999919 -2.71573e-06
84 83 9999918 -2.52249e-06
85 84 9999917 -2.382e-06
86 85 9999916 -2.28388e-06
87 86 9999915 -2.21538e-06
88 87 9999914 -2.16203e-06
89 88 9999913 -2.10867e-06
90 89 9999912 -2.04073e-06
91 90 9999911 -1.94556e-06
92 91 9999910 -1.81356e-06
93 92 9999909 -1.63894e-06
94 93 9999908 -1.42007e-06
95 94 9999907 -1.15947e-06
96 95 9999906 -8.63565e-07
97 96 9999905 -5.42306e-07
98 97 9999904 -2.08814e-07
99 98 9999903 1.21122e-07
100 99 9999902 4.29734e-07
