# Time-averaged data for fix MSD_output
# TimeStep c_MSD[4]
1000 1.6404
2000 4.47296
3000 7.47538
4000 9.87653
5000 12.2167
6000 15.2443
7000 18.844
8000 22.0831
9000 24.7118
10000 27.7313
11000 30.6164
12000 33.3023
13000 36.722
14000 39.6846
15000 43.1833
16000 45.6164
17000 47.8737
18000 50.3651
19000 52.2763
20000 54.9827
21000 58.8556
22000 61.5376
23000 63.7508
24000 66.4699
25000 70.2427
26000 72.9312
27000 76.2292
28000 78.4799
29000 82.5815
30000 85.5603
31000 87.8827
32000 90.8001
33000 93.5912
34000 95.6307
35000 97.8212
36000 100.216
37000 104.267
38000 107.819
39000 109.966
40000 111.39
41000 114.255
42000 116.858
43000 118.944
44000 122.061
45000 123.727
46000 127.646
47000 130.482
48000 133.867
49000 137.584
50000 142.463
51000 145.269
52000 148.063
53000 150.757
54000 154.522
55000 158.016
56000 160.559
57000 163.42
58000 167.353
59000 168.771
60000 172.641
61000 175.347
62000 177.173
63000 180.932
64000 184.484
65000 187.314
66000 190.006
67000 192.953
68000 195.651
69000 199.361
70000 202.712
71000 204.31
72000 206.422
73000 209.417
74000 211.334
75000 213.379
76000 215.271
77000 217.936
78000 219.611
79000 223.326
80000 225.708
81000 227.238
82000 229.15
83000 230.087
84000 231.543
85000 232.886
86000 235.121
87000 238.693
88000 242.587
89000 242.856
90000 244.563
91000 246.573
92000 249.221
93000 251.638
94000 254.468
95000 256.334
96000 259.693
97000 264.531
98000 269.572
99000 271.111
100000 274.375
101000 278.286
102000 282.527
103000 287.231
104000 292.341
105000 296.135
106000 297.993
107000 302.34
108000 306.688
109000 309.602
110000 312.492
111000 316.602
112000 319.308
113000 320.401
114000 324.007
115000 328.042
116000 330.418
117000 333.042
118000 334.24
119000 338.346
120000 342.368
121000 345.952
122000 350.641
123000 352.852
124000 353.672
125000 354.721
126000 358.841
127000 362.511
128000 365.356
129000 367.189
130000 371.433
131000 373.888
132000 377.279
133000 378.933
134000 383.668
135000 386.355
136000 389.639
137000 392.215
138000 393.517
139000 396.293
140000 402.501
141000 405.139
142000 408.44
143000 411.826
144000 416.69
145000 418.708
146000 418.603
147000 421.926
148000 426.594
149000 429.908
150000 432.44
151000 434.353
152000 438.011
153000 439.683
154000 437.972
155000 442.097
156000 445.069
157000 447.348
158000 448.831
159000 449.208
160000 450.647
161000 454.773
162000 460.145
163000 465.382
164000 468.134
165000 468.986
166000 470.457
167000 472.303
168000 477.879
169000 481.644
170000 484.261
171000 487.377
172000 487.915
173000 489.975
174000 493.513
175000 495.631
176000 499.774
177000 503.573
178000 505.663
179000 508.802
180000 510.343
181000 511.778
182000 516.55
183000 520.272
184000 527.541
185000 531.913
186000 534.116
187000 537.788
188000 540.612
189000 541.979
190000 544.001
191000 546.638
192000 549.475
193000 550.684
194000 552.921
195000 556.049
196000 557.77
197000 558.139
198000 560.063
199000 563.509
200000 565.191
201000 569.428
202000 572.45
203000 575.582
204000 577.859
205000 581.73
206000 585.959
207000 588.739
208000 591.771
209000 594.762
210000 598.267
211000 600.371
212000 604.398
213000 607.623
214000 611.275
215000 617.58
216000 619.313
217000 621.84
218000 623.708
219000 625.399
220000 631.059
221000 635.946
222000 637.817
223000 643.716
224000 648.224
225000 651.18
226000 655.377
227000 658.673
228000 664.352
229000 666.508
230000 668.912
231000 673.669
232000 678.276
233000 679.765
234000 681.531
235000 685.2
236000 685.392
237000 691.995
238000 698.875
239000 700.972
240000 708.165
241000 711.92
242000 714.651
243000 714.702
244000 717.42
245000 721.561
246000 726.368
247000 731.639
248000 736.089
249000 736.2
250000 739.274
251000 743.485
252000 748.656
253000 751.172
254000 755.109
255000 758.579
256000 761.197
257000 763.105
258000 762.871
259000 761.37
260000 763.144
261000 764.888
262000 768.676
263000 772.911
264000 772.734
265000 777.548
266000 782.362
267000 783.439
268000 785.196
269000 787.367
270000 791.12
271000 797.649
272000 800.525
273000 802.887
274000 805.235
275000 809.107
276000 808.757
277000 810.371
278000 814.882
279000 819.069
280000 825.046
281000 828.449
282000 833.273
283000 836.414
284000 840.497
285000 843.626
286000 849.235
287000 853.568
288000 855.846
289000 858.869
290000 862.15
291000 865.81
292000 871.498
293000 873.967
294000 880.471
295000 885.283
296000 886.669
297000 889.334
298000 892.511
299000 893.632
300000 895.75
301000 899.808
302000 903.139
303000 903.319
304000 904.305
305000 906.848
306000 910.596
307000 909.793
308000 912.797
309000 917.439
310000 919.088
311000 922.669
312000 924.59
313000 924.486
314000 926.536
315000 927.14
316000 925.672
317000 926.292
318000 927.117
319000 931.501
320000 933.601
321000 935.426
322000 936.612
323000 939.038
324000 936.989
325000 940.368
326000 942.96
327000 943.813
328000 944.396
329000 944.933
330000 950.549
331000 951.517
332000 954.848
333000 957.336
334000 959.687
335000 958.003
336000 960.977
337000 967.579
338000 972.354
339000 977.207
340000 979.504
341000 981.582
342000 986.841
343000 989.222
344000 992.734
345000 994.501
346000 997.971
347000 1001.2
348000 1003.85
349000 1000.93
350000 1000.88
351000 1007.27
352000 1013.7
353000 1015.6
354000 1020.43
355000 1024.5
356000 1029.43
357000 1031.85
358000 1033.63
359000 1033.62
360000 1034.52
361000 1038.23
362000 1039.79
363000 1038.58
364000 1038.34
365000 1037.94
366000 1036.87
367000 1036.66
368000 1040.84
369000 1046.43
370000 1051.5
371000 1052.1
372000 1050.71
373000 1050.55
374000 1053.19
375000 1056.15
376000 1057.95
377000 1061.26
378000 1065.69
379000 1071.94
380000 1073.56
381000 1078.67
382000 1078.01
383000 1085.4
384000 1089.32
385000 1096.81
386000 1101.07
387000 1106.67
388000 1108.5
389000 1113.93
390000 1118.08
391000 1120.01
392000 1119.22
393000 1123.58
394000 1130.08
395000 1135.57
396000 1142.57
397000 1142.34
398000 1140.62
399000 1141.94
400000 1141.57
401000 1141.26
402000 1142.49
403000 1142.29
404000 1143.5
405000 1145.47
406000 1148.48
407000 1145.37
408000 1146.89
409000 1149.62
410000 1151.93
411000 1153.33
412000 1156.84
413000 1159.52
414000 1159.72
415000 1157.77
416000 1156.42
417000 1157.12
418000 1158.76
419000 1163.75
420000 1167.52
421000 1166.71
422000 1167.78
423000 1172.23
424000 1173.48
425000 1175.3
426000 1176.81
427000 1177.16
428000 1177.85
429000 1178.96
430000 1182.51
431000 1184.1
432000 1184.18
433000 1181.47
434000 1185.11
435000 1191.11
436000 1197.23
437000 1204.88
438000 1207.74
439000 1207.64
440000 1206.54
441000 1204.11
442000 1205.6
443000 1209.7
444000 1209.9
445000 1213.56
446000 1218.78
447000 1219.11
448000 1221.52
449000 1225.03
450000 1230.09
451000 1233.51
452000 1234.78
453000 1237.48
454000 1239.64
455000 1248.46
456000 1254.71
457000 1259.62
458000 1262.37
459000 1269.1
460000 1270.68
461000 1273.13
462000 1274.06
463000 1276.57
464000 1280.87
465000 1283.4
466000 1287.04
467000 1292.46
468000 1296.22
469000 1298.84
470000 1303.33
