,T,M,E,E2,X,J,B,M2,M4
0,0,-1744.0,-1602.0479999999686,2566557.7943038996,48,0.448,0.0,3041536.0,9250941239296.0
1,10,-1458.0,-1451.5199999999738,2106910.310399924,48,0.448,0.0,2125764.0,4518872583696.0
2,20,-1564.0,-1541.1199999999712,2375050.854399911,48,0.448,0.0,2446096.0,5983385641216.0
3,30,-1502.0,-1503.487999999972,2260476.166143916,48,0.448,0.0,2256004.0,5089554048016.0
4,40,-1608.0,-1559.0399999999706,2430605.7215999085,48,0.448,0.0,2585664.0,6685658320896.0
5,50,-1628.0,-1499.9039999999725,2249712.0092159174,48,0.448,0.0,2650384.0,7024535347456.0
6,60,-1796.0,-1575.1679999999665,2481154.2282238943,48,0.448,0.0,3225616.0,10404598579456.0
7,70,-1716.0,-1555.4559999999667,2419443.3679358964,48,0.448,0.0,2944656.0,8670998958336.0
8,80,-1630.0,-1487.3599999999713,2212239.7695999146,48,0.448,0.0,2656900.0,7059117610000.0
9,90,-1662.0,-1542.911999999971,2380577.4397439105,48,0.448,0.0,2762244.0,7629991915536.0
10,100,-1634.0,-1424.6399999999703,2029599.1295999154,48,0.448,0.0,2669956.0,7128665041936.0
11,110,-1826.0,-1555.4559999999688,2419443.367935903,48,0.448,0.0,3334276.0,11117396444176.0
12,120,-1930.0,-1632.511999999965,2665095.4301438853,48,0.448,0.0,3724900.0,13874880010000.0
13,130,-1962.0,-1654.0159999999603,2735768.9282558686,48,0.448,0.0,3849444.0,14818219109136.0
14,140,-1898.0,-1598.4639999999636,2555087.1592958835,48,0.448,0.0,3602404.0,12977314579216.0
15,150,-1714.0,-1465.855999999972,2148733.812735918,48,0.448,0.0,2937796.0,8630645337616.0
16,160,-1884.0,-1598.4639999999697,2555087.159295903,48,0.448,0.0,3549456.0,12598637895936.0
17,170,-1916.0,-1607.4239999999643,2583811.9157758853,48,0.448,0.0,3671056.0,13476652155136.0
18,180,-1892.0,-1607.423999999964,2583811.9157758844,48,0.448,0.0,3579664.0,12813994352896.0
19,190,-1898.0,-1634.303999999961,2670949.5644158726,48,0.448,0.0,3602404.0,12977314579216.0
20,200,-1854.0,-1544.7039999999674,2386110.4476158996,48,0.448,0.0,3437316.0,11815141283856.0
21,210,-1896.0,-1632.5119999999608,2665095.4301438723,48,0.448,0.0,3594816.0,12922702073856.0
22,220,-1864.0,-1566.2079999999676,2453007.4992638985,48,0.448,0.0,3474496.0,12072122454016.0
23,230,-1726.0,-1501.695999999969,2255090.876415907,48,0.448,0.0,2979076.0,8874893813776.0
24,240,-1926.0,-1605.6319999999637,2578054.1194238835,48,0.448,0.0,3709476.0,13760212194576.0
25,250,-1844.0,-1544.703999999965,2386110.4476158917,48,0.448,0.0,3400336.0,11562284912896.0
26,260,-1810.0,-1564.4159999999686,2447397.421055902,48,0.448,0.0,3276100.0,10732831210000.0
27,270,-1938.0,-1659.3919999999614,2753581.809663872,48,0.448,0.0,3755844.0,14106364152336.0
28,280,-1794.0,-1530.367999999968,2342026.2154239025,48,0.448,0.0,3218436.0,10358330286096.0
29,290,-1842.0,-1580.543999999964,2498119.335935886,48,0.448,0.0,3392964.0,11512204705296.0
30,300,-1826.0,-1587.7119999999634,2520829.3949438836,48,0.448,0.0,3334276.0,11117396444176.0
31,310,-1862.0,-1560.8319999999642,2436196.532223888,48,0.448,0.0,3467044.0,12020394097936.0
32,320,-1774.0,-1539.327999999972,2369530.6915839138,48,0.448,0.0,3147076.0,9904087349776.0
33,330,-1832.0,-1621.759999999961,2630105.4975998737,48,0.448,0.0,3356224.0,11264239538176.0
34,340,-1846.0,-1573.3759999999645,2475512.0373758883,48,0.448,0.0,3407716.0,11612528336656.0
35,350,-1676.0,-1542.9119999999657,2380577.439743894,48,0.448,0.0,2808976.0,7890346168576.0
36,360,-1884.0,-1662.9759999999642,2765489.176575881,48,0.448,0.0,3549456.0,12598637895936.0
37,370,-1780.0,-1573.375999999966,2475512.0373758934,48,0.448,0.0,3168400.0,10038758560000.0
38,380,-1800.0,-1564.4159999999663,2447397.4210558943,48,0.448,0.0,3240000.0,10497600000000.0
39,390,-1672.0,-1501.6959999999656,2255090.8764158967,48,0.448,0.0,2795584.0,7815289901056.0
40,400,-1742.0,-1600.2559999999644,2560819.265535886,48,0.448,0.0,3034564.0,9208578670096.0
41,410,-1728.0,-1560.8319999999655,2436196.5322238924,48,0.448,0.0,2985984.0,8916100448256.0
42,420,-1648.0,-1487.3599999999694,2212239.769599909,48,0.448,0.0,2715904.0,7376134537216.0
43,430,-1850.0,-1594.87999999997,2543642.2143999045,48,0.448,0.0,3422500.0,11713506250000.0
44,440,-1926.0,-1645.0559999999616,2706209.2431358737,48,0.448,0.0,3709476.0,13760212194576.0
45,450,-1852.0,-1582.3359999999707,2503787.216895907,48,0.448,0.0,3429904.0,11764241449216.0
46,460,-1756.0,-1550.0799999999688,2402748.006399903,48,0.448,0.0,3083536.0,9508194263296.0
47,470,-1718.0,-1523.199999999969,2320138.239999905,48,0.448,0.0,2951524.0,8711493922576.0
48,480,-1520.0,-1521.4079999999694,2314682.302463907,48,0.448,0.0,2310400.0,5337948160000.0
49,490,-1504.0,-1490.943999999972,2222914.0111359167,48,0.448,0.0,2262016.0,5116716384256.0
50,500,-1772.0,-1632.5119999999615,2665095.430143874,48,0.448,0.0,3139984.0,9859499520256.0
51,510,-1816.0,-1598.4639999999713,2555087.159295908,48,0.448,0.0,3297856.0,10875854196736.0
52,520,-1688.0,-1447.935999999974,2096518.6600959247,48,0.448,0.0,2849344.0,8118761230336.0
53,530,-1802.0,-1559.0399999999656,2430605.7215998927,48,0.448,0.0,3247204.0,10544333817616.0
54,540,-1752.0,-1582.3359999999618,2503787.2168958792,48,0.448,0.0,3069504.0,9421854806016.0
55,550,-1810.0,-1566.2079999999637,2453007.4992638864,48,0.448,0.0,3276100.0,10732831210000.0
56,560,-1768.0,-1523.1999999999675,2320138.239999901,48,0.448,0.0,3125824.0,9770775678976.0
57,570,-1720.0,-1480.1919999999673,2190968.356863903,48,0.448,0.0,2958400.0,8752130560000.0
58,580,-1900.0,-1639.6799999999598,2688550.5023998683,48,0.448,0.0,3610000.0,13032100000000.0
59,590,-1902.0,-1602.0479999999636,2566557.7943038833,48,0.448,0.0,3617604.0,13087058700816.0
60,600,-1838.0,-1584.1279999999672,2509461.520383896,48,0.448,0.0,3378244.0,11412532523536.0
61,610,-1904.0,-1643.2639999999624,2700316.573695876,48,0.448,0.0,3625216.0,13142191046656.0
62,620,-1926.0,-1628.9279999999615,2653406.4291838743,48,0.448,0.0,3709476.0,13760212194576.0
63,630,-1888.0,-1542.9119999999668,2380577.439743898,48,0.448,0.0,3564544.0,12705973927936.0
64,640,-1864.0,-1602.0479999999668,2566557.7943038936,48,0.448,0.0,3474496.0,12072122454016.0
65,650,-1846.0,-1553.6639999999675,2413871.824895899,48,0.448,0.0,3407716.0,11612528336656.0
66,660,-1790.0,-1530.3679999999722,2342026.215423915,48,0.448,0.0,3204100.0,10266256810000.0
67,670,-1792.0,-1573.375999999968,2475512.037375899,48,0.448,0.0,3211264.0,10312216477696.0
68,680,-1820.0,-1596.6719999999639,2549361.475583885,48,0.448,0.0,3312400.0,10971993760000.0
69,690,-1850.0,-1578.7519999999636,2492457.877503885,48,0.448,0.0,3422500.0,11713506250000.0
70,700,-1922.0,-1614.5919999999612,2606907.326463875,48,0.448,0.0,3694084.0,13646256599056.0
71,710,-1840.0,-1578.7519999999693,2492457.877503903,48,0.448,0.0,3385600.0,11462287360000.0
72,720,-2044.0,-1714.9439999999595,2941032.923135861,48,0.448,0.0,4177936.0,17455149220096.0
73,730,-1744.0,-1516.0319999999692,2298353.0250239065,48,0.448,0.0,3041536.0,9250941239296.0
74,740,-1738.0,-1550.0799999999692,2402748.006399905,48,0.448,0.0,3020644.0,9124290174736.0
75,750,-1702.0,-1480.1919999999727,2190968.356863919,48,0.448,0.0,2896804.0,8391473414416.0
76,760,-1654.0,-1575.1679999999662,2481154.228223894,48,0.448,0.0,2735716.0,7484142032656.0
77,770,-1708.0,-1578.7519999999665,2492457.8775038943,48,0.448,0.0,2917264.0,8510429245696.0
78,780,-1740.0,-1580.5439999999699,2498119.3359359046,48,0.448,0.0,3027600.0,9166361760000.0
79,790,-1672.0,-1526.78399999997,2331069.382655909,48,0.448,0.0,2795584.0,7815289901056.0
80,800,-1728.0,-1562.6239999999702,2441793.765375907,48,0.448,0.0,2985984.0,8916100448256.0
81,810,-1694.0,-1517.823999999967,2303789.6949759,48,0.448,0.0,2869636.0,8234810772496.0
82,820,-1664.0,-1555.4559999999658,2419443.3679358936,48,0.448,0.0,2768896.0,7666785058816.0
83,830,-1812.0,-1576.959999999963,2486802.841599883,48,0.448,0.0,3283344.0,10780347822336.0
84,840,-1642.0,-1516.0319999999688,2298353.025023905,48,0.448,0.0,2696164.0,7269300314896.0
85,850,-1720.0,-1544.7039999999656,2386110.4476158936,48,0.448,0.0,2958400.0,8752130560000.0
86,860,-1756.0,-1481.9839999999692,2196276.5762559087,48,0.448,0.0,3083536.0,9508194263296.0
87,870,-1774.0,-1553.663999999972,2413871.8248959132,48,0.448,0.0,3147076.0,9904087349776.0
88,880,-1734.0,-1535.7439999999658,2358509.633535895,48,0.448,0.0,3006756.0,9040581643536.0
89,890,-1880.0,-1636.0959999999648,2676810.1212158846,48,0.448,0.0,3534400.0,12491983360000.0
90,900,-1884.0,-1628.9279999999621,2653406.4291838766,48,0.448,0.0,3549456.0,12598637895936.0
91,910,-1834.0,-1521.407999999967,2314682.3024638994,48,0.448,0.0,3363556.0,11313508965136.0
92,920,-1844.0,-1578.7519999999663,2492457.877503894,48,0.448,0.0,3400336.0,11562284912896.0
93,930,-1906.0,-1664.7679999999627,2771452.493823876,48,0.448,0.0,3632836.0,13197497402896.0
94,940,-1744.0,-1539.3279999999652,2369530.691583893,48,0.448,0.0,3041536.0,9250941239296.0
